bioguide,disclosure_date,declarant_name,source_url,source,provenance,transaction_date,owner,ticker,asset_description,asset_type,operation_type,amount_range
R000307,09/30/2018,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/263a0113-cdbb-43b8-a994-75fec2fd65c4/,senate,openset,08/28/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=NOC"" target=""_blank"">NOC</a>",Northrop Grumman Corporation,Stock,Purchase,"$1,001 - $15,000"
R000307,09/30/2018,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/263a0113-cdbb-43b8-a994-75fec2fd65c4/,senate,openset,08/24/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=NFLX"" target=""_blank"">NFLX</a>","Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000"
R000307,09/30/2018,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/263a0113-cdbb-43b8-a994-75fec2fd65c4/,senate,openset,08/24/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=AAPL"" target=""_blank"">AAPL</a>",Apple Inc.,Stock,Purchase,"$15,001 - $50,000"
R000307,09/30/2018,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/263a0113-cdbb-43b8-a994-75fec2fd65c4/,senate,openset,08/29/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=AMZN"" target=""_blank"">AMZN</a>","Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000"
S001203,09/19/2018,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/2235b033-9cb7-43af-8e69-d55ce1a23561/,senate,openset,08/30/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=PODD"" target=""_blank"">PODD</a>",Insulet Corporation,Stock,Sale (Partial),"$15,001 - $50,000"
S001203,09/19/2018,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/2235b033-9cb7-43af-8e69-d55ce1a23561/,senate,openset,08/30/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=CUTR"" target=""_blank"">CUTR</a>","Cutera, Inc.",Stock,Sale (Full),"$100,001 - $250,000"
S001203,09/19/2018,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/2235b033-9cb7-43af-8e69-d55ce1a23561/,senate,openset,08/30/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=CUTR"" target=""_blank"">CUTR</a>","Cutera, Inc.",Stock,Sale (Full),"$1,001 - $15,000"
S001203,09/19/2018,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/2235b033-9cb7-43af-8e69-d55ce1a23561/,senate,openset,08/30/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=PODD"" target=""_blank"">PODD</a>",Insulet Corporation,Stock,Sale (Full),"$250,001 - $500,000"
K000383,09/14/2018,"Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/c2322abd-2a34-4d51-afb5-d40c60b79262/,senate,openset,08/28/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=NKE"" target=""_blank"">NKE</a>","NIKE, Inc.",Stock,Sale (Partial),"$1,001 - $15,000"
K000383,09/14/2018,"Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/c2322abd-2a34-4d51-afb5-d40c60b79262/,senate,openset,08/28/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=CB"" target=""_blank"">CB</a>",Chubb Limited,Stock,Sale (Full),"$1,001 - $15,000"
M000357,09/14/2018,"A. Mitchell McConnell, Jr.",https://efdsearch.senate.gov/search/view/ptr/f02256a2-006a-4b22-96f6-79561a1f3a91/,senate,openset,09/06/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=WFC"" target=""_blank"">WFC</a>",Wells Fargo &amp; Company,Stock,Purchase,"$1,001 - $15,000"
T000461,09/13/2018,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/9b7a5966-d5fd-4976-8a2c-e28fbdc865f9/,senate,openset,08/01/2018,Self,,"SANTANDER UK GROUP HOLDINGS <div class=""text-muted""><em>Rate/Coupon:</em> 3.125<br> <em>Matures:</em> 01/01/2021</div>",Corporate Bond,Purchase,"$15,001 - $50,000"
T000461,09/13/2018,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/9b7a5966-d5fd-4976-8a2c-e28fbdc865f9/,senate,openset,08/01/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=BBT"" target=""_blank"">BBT</a>","BB&amp;T Corporation <div class=""text-muted""><em>Rate/Coupon:</em> 5.25<br> <em>Matures:</em> 11/01/2019</div>",Corporate Bond,Purchase,"$15,001 - $50,000"
C001035,09/07/2018,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/15347698-e3fd-4fad-abe2-e0d9b8a7c4ab/,senate,openset,08/17/2018,Spouse,,"Maine Health and Higher EDL FACS 5604276F8 <div class=""text-muted""><em>Rate/Coupon:</em> 5.250%<br> <em>Matures:</em> 07/01/2022</div>",Municipal Security,Purchase,"$15,001 - $50,000"
P000595,09/07/2018,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/c7464613-3777-4c36-8fae-4e18c9680f37/,senate,openset,08/22/2018,Self,,"HEALTHCARE REALY TR INC 03.875% 050125 DTD042415 <div class=""text-muted""><em>Rate/Coupon:</em> 03.875%<br> <em>Matures:</em> 05/01/2025</div>",Corporate Bond,Purchase,"$1,001 - $15,000"
T000461,09/07/2018,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/a131cf90-0d59-4a6f-9581-0fdfc3aa0852/,senate,openset,08/22/2018,Self,"<a href=""https://finance.yahoo.com/q?s=CAPL"" target=""_blank"">CAPL</a>",CrossAmerica Partners LP,Stock,Sale (Partial),"$1,001 - $15,000"
T000461,09/07/2018,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/a131cf90-0d59-4a6f-9581-0fdfc3aa0852/,senate,openset,08/09/2018,Self,"<a href=""https://finance.yahoo.com/q?s=CAPL"" target=""_blank"">CAPL</a>",CrossAmerica Partners LP,Stock,Sale (Partial),"$1,001 - $15,000"
T000461,09/07/2018,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/a131cf90-0d59-4a6f-9581-0fdfc3aa0852/,senate,openset,08/02/2018,Self,"<a href=""https://finance.yahoo.com/q?s=PG"" target=""_blank"">PG</a>",The Procter &amp; Gamble Company,Stock,Sale (Partial),"$15,001 - $50,000"
W000805,09/07/2018,Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/c343a4f1-121c-42d3-9ef5-f5ab63cbeb81/,senate,openset,08/14/2018,Spouse,,"Nexamp, Inc. <div class=""text-muted""> <em>Company:</em> Nexamp, Inc. &nbsp;(North Andover, MA) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Clean Energy Solutions</div>",Other Securities,Sale (Full),"$50,001 - $100,000"
W000805,09/07/2018,Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/c343a4f1-121c-42d3-9ef5-f5ab63cbeb81/,senate,openset,08/14/2018,Self,,"Nexamp, Inc. <div class=""text-muted""> <em>Company:</em> Nexamp, Inc. &nbsp;(North Andover, MA) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Clean Energy Solutions</div>",Other Securities,Sale (Full),"$50,001 - $100,000"
W000805,09/07/2018,Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/c343a4f1-121c-42d3-9ef5-f5ab63cbeb81/,senate,openset,08/13/2018,Spouse,,"Nexamp, Inc. <div class=""text-muted""> <em>Company:</em> Nexamp, Inc. &nbsp;(North Andover, MA) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Clean Energy Solutions</div>",Other Securities,Sale (Full),"$15,001 - $50,000"
W000805,09/07/2018,Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/c343a4f1-121c-42d3-9ef5-f5ab63cbeb81/,senate,openset,08/13/2018,Self,,"Nexamp, Inc. <div class=""text-muted""> <em>Company:</em> Nexamp, Inc. &nbsp;(North Andover, MA) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Clean Energy Solutions</div>",Other Securities,Sale (Full),"$15,001 - $50,000"
W000802,09/07/2018,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/f24c72c6-044d-476f-99ad-45e57dc65626/,senate,openset,08/28/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=GS"" target=""_blank"">GS</a>","The Goldman Sachs Group, Inc.",Stock,Purchase,"$1,001 - $15,000"
W000802,09/07/2018,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/f24c72c6-044d-476f-99ad-45e57dc65626/,senate,openset,08/28/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=T"" target=""_blank"">T</a>",AT&amp;T Inc.,Stock,Purchase,"$1,001 - $15,000"
W000802,09/07/2018,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/f24c72c6-044d-476f-99ad-45e57dc65626/,senate,openset,08/28/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=BABA"" target=""_blank"">BABA</a>",Alibaba Group Holding Limited,Stock,Purchase,"$1,001 - $15,000"
W000802,09/07/2018,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/f24c72c6-044d-476f-99ad-45e57dc65626/,senate,openset,08/28/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=LRCX"" target=""_blank"">LRCX</a>",Lam Research Corporation,Stock,Purchase,"$1,001 - $15,000"
W000802,09/07/2018,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/f24c72c6-044d-476f-99ad-45e57dc65626/,senate,openset,08/28/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=WMT"" target=""_blank"">WMT</a>",Walmart Inc.,Stock,Purchase,"$1,001 - $15,000"
W000802,09/07/2018,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/f24c72c6-044d-476f-99ad-45e57dc65626/,senate,openset,08/28/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=WMT"" target=""_blank"">WMT</a>",Walmart Inc.,Stock,Purchase,"$15,001 - $50,000"
W000802,09/07/2018,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/f24c72c6-044d-476f-99ad-45e57dc65626/,senate,openset,08/06/2018,Self,"<a href=""https://finance.yahoo.com/q?s=T"" target=""_blank"">T</a>",AT&amp;T Inc.,Stock,Purchase,"$1,001 - $15,000"
W000802,09/07/2018,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/f24c72c6-044d-476f-99ad-45e57dc65626/,senate,openset,08/06/2018,Self,"<a href=""https://finance.yahoo.com/q?s=BRK-B"" target=""_blank"">BRK-B</a>",Berkshire Hathaway Inc.,Stock,Purchase,"$1,001 - $15,000"
C000174,09/05/2018,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/fe2fa574-9d5d-486d-87e3-30c6628ea080/,senate,openset,08/17/2018,Spouse,,Sprott Physical Gold and Silver,Stock,Purchase,"$1,001 - $15,000"
C000174,09/05/2018,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/fe2fa574-9d5d-486d-87e3-30c6628ea080/,senate,openset,08/13/2018,Spouse,,VF Corp,Stock,Sale (Partial),"$1,001 - $15,000"
C000174,09/05/2018,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/fe2fa574-9d5d-486d-87e3-30c6628ea080/,senate,openset,08/07/2018,Spouse,,Abbvie,Stock,Purchase,"$1,001 - $15,000"
C000174,09/05/2018,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/fe2fa574-9d5d-486d-87e3-30c6628ea080/,senate,openset,08/07/2018,Spouse,,Owens &amp; Minor,Stock,Sale (Full),"$1,001 - $15,000"
C000174,09/05/2018,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/fe2fa574-9d5d-486d-87e3-30c6628ea080/,senate,openset,08/03/2018,Spouse,,"HSBC Contingent Autocall on the Blackstone Group <div class=""text-muted""><em>Rate/Coupon:</em> 8.8%<br> <em>Matures:</em> 08/03/2018</div>",Corporate Bond,Sale (Full),"$15,001 - $50,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/27/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=GM"" target=""_blank"">GM</a>",General Motors Company,Stock,Purchase,"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/24/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=WPX"" target=""_blank"">WPX</a>","WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/24/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=HBI"" target=""_blank"">HBI</a>",Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/20/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=WMB"" target=""_blank"">WMB</a>","The Williams Companies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/20/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=DISCA"" target=""_blank"">DISCA</a>","Discovery, Inc.",Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/17/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=MOS"" target=""_blank"">MOS</a>",The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/16/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=FEYE"" target=""_blank"">FEYE</a>","FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/16/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=BAC"" target=""_blank"">BAC</a>",Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/16/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=WPX"" target=""_blank"">WPX</a>","WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/15/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=MOS"" target=""_blank"">MOS</a>",The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/15/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=AXTA"" target=""_blank"">AXTA</a>",Axalta Coating Systems Ltd.,Stock,Purchase,"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/14/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=MOS"" target=""_blank"">MOS</a>",The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/13/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=MOS"" target=""_blank"">MOS</a>",The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/10/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=CZR"" target=""_blank"">CZR</a>",Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/10/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=MOS"" target=""_blank"">MOS</a>",The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/10/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=WPZ"" target=""_blank"">WPZ</a>                                                                                                                            <br>                                            <a href=""https://finance.yahoo.com/q?s=WMB"" target=""_blank"">WMB</a>","Williams Partners L.P. (Exchanged) <br> The Williams Companies, Inc. (Received)",Stock,Exchange,"$50,001 - $100,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/08/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=MOS"" target=""_blank"">MOS</a>",The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/08/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=FEYE"" target=""_blank"">FEYE</a>","FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/08/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=CZR"" target=""_blank"">CZR</a>",Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/08/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=PFE"" target=""_blank"">PFE</a>",Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/08/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=WPX"" target=""_blank"">WPX</a>","WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/07/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=MOS"" target=""_blank"">MOS</a>",The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/07/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=FDC"" target=""_blank"">FDC</a>",First Data Corporation,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/06/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=MOS"" target=""_blank"">MOS</a>",The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/03/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=DISCA"" target=""_blank"">DISCA</a>","Discovery, Inc.",Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/03/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=MOS"" target=""_blank"">MOS</a>",The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/03/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=GLW"" target=""_blank"">GLW</a>",Corning Incorporated,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/03/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=GLW"" target=""_blank"">GLW</a>",Corning Incorporated,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/03/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=DISCA"" target=""_blank"">DISCA</a>","Discovery, Inc.",Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/02/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=FDC"" target=""_blank"">FDC</a>",First Data Corporation,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/01/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=FDC"" target=""_blank"">FDC</a>",First Data Corporation,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/01/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=MOS"" target=""_blank"">MOS</a>",The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000"
P000612,09/04/2018,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/1446099f-87a3-4c3c-a875-d2761b013d35/,senate,openset,08/01/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=CZR"" target=""_blank"">CZR</a>",Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000"
C001088,08/28/2018,Christopher A Coons,https://efdsearch.senate.gov/search/view/ptr/ee7fdf0d-58cd-4aa1-a412-75f7aea2f1c1/,senate,openset,06/22/2018,Child,,"W.L. Gore &amp; Associates Inc. <div class=""text-muted""> <em>Company:</em> W.L. Gore &amp; Associates Inc. &nbsp;(Newark, DE) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Advanced materials manufacturing</div>",Non-Public Stock,Sale (Partial),"$250,001 - $500,000"
C001088,08/28/2018,Christopher A Coons,https://efdsearch.senate.gov/search/view/ptr/ee7fdf0d-58cd-4aa1-a412-75f7aea2f1c1/,senate,openset,06/22/2018,Child,,"W.L. Gore &amp; Associates Inc. <div class=""text-muted""> <em>Company:</em> W.L. Gore &amp; Associates Inc. &nbsp;(Newark, DE) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Advanced materials manufacturing</div>",Non-Public Stock,Sale (Partial),"$250,001 - $500,000"
C001088,08/28/2018,Christopher A Coons,https://efdsearch.senate.gov/search/view/ptr/ee7fdf0d-58cd-4aa1-a412-75f7aea2f1c1/,senate,openset,06/22/2018,Child,,"W.L. Gore &amp; Associates Inc. <div class=""text-muted""> <em>Company:</em> W.L. Gore &amp; Associates Inc. &nbsp;(Newark, DE) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Advanced materials manufacturing</div>",Non-Public Stock,Sale (Partial),"$250,001 - $500,000"
R000307,08/28/2018,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/9bf4061a-631f-4413-9e74-aaf653ffa30e/,senate,openset,08/21/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=FB"" target=""_blank"">FB</a>","Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000"
R000307,08/28/2018,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/9bf4061a-631f-4413-9e74-aaf653ffa30e/,senate,openset,07/30/2018,Spouse,,"Facebook, Inc.",Stock,Sale (Full),"$15,001 - $50,000"
R000307,08/28/2018,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/9bf4061a-631f-4413-9e74-aaf653ffa30e/,senate,openset,08/20/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=XOM"" target=""_blank"">XOM</a>",Exxon Mobil Corporation,Stock,Purchase,"$1,001 - $15,000"
R000307,08/28/2018,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/9bf4061a-631f-4413-9e74-aaf653ffa30e/,senate,openset,08/20/2018,Joint,"<a href=""https://finance.yahoo.com/q?s=DVN"" target=""_blank"">DVN</a>",Devon Energy Corporation,Stock,Sale (Full),"$15,001 - $50,000"
R000307,08/28/2018,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/9bf4061a-631f-4413-9e74-aaf653ffa30e/,senate,openset,08/20/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=NFLX"" target=""_blank"">NFLX</a>","Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000"
R000307,08/28/2018,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/9bf4061a-631f-4413-9e74-aaf653ffa30e/,senate,openset,08/20/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=NOC"" target=""_blank"">NOC</a>",Northrop Grumman Corporation,Stock,Purchase,"$15,001 - $50,000"
R000307,08/28/2018,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/9bf4061a-631f-4413-9e74-aaf653ffa30e/,senate,openset,07/30/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=NVDA"" target=""_blank"">NVDA</a>",NVIDIA Corporation,Stock,Sale (Full),"$50,001 - $100,000"
R000307,08/28/2018,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/9bf4061a-631f-4413-9e74-aaf653ffa30e/,senate,openset,07/30/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=AAPL"" target=""_blank"">AAPL</a>",Apple Inc.,Stock,Sale (Full),"$50,001 - $100,000"
R000307,08/28/2018,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/9bf4061a-631f-4413-9e74-aaf653ffa30e/,senate,openset,07/30/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=AMZN"" target=""_blank"">AMZN</a>","Amazon.com, Inc.",Stock,Sale (Full),"$15,001 - $50,000"
R000307,08/28/2018,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/9bf4061a-631f-4413-9e74-aaf653ffa30e/,senate,openset,07/30/2018,Spouse,"<a href=""https://finance.yahoo.com/q?s=JPM"" target=""_blank"">JPM</a>",JPMorgan Chase &amp; Co.,Stock,Sale (Full),"$1,001 - $15,000"
