bioguide,disclosure_date,declarant_name,source_url,source,provenance,transaction_date,owner,ticker,asset_description,asset_type,operation_type,amount_range
C001035,03/10/2021,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/32550a8f-923e-416f-84f3-e19ab4f148b1/,senate,openset,02/11/2021,Spouse,,"LII - Lennox International Inc. 526107AF4 <div class=""text-muted""><em>Rate/Coupon:</em> 1.700%<br> <em>Matures:</em> 08/01/27</div>",Corporate Bond,Purchase,"$50,001 - $100,000"
C001035,03/10/2021,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/32550a8f-923e-416f-84f3-e19ab4f148b1/,senate,openset,02/09/2021,Spouse,,"CTXS - Citrix Systems, Inc. 177376AG5 <div class=""text-muted""><em>Rate/Coupon:</em> 1.250%<br> <em>Matures:</em> 03/01/26</div>",Corporate Bond,Purchase,"$15,001 - $50,000"
W000805,03/10/2021,Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/39693df5-619c-4640-ab14-d54f0786ba3a/,senate,openset,02/05/2021,Self,,"Empire Petroleum Partners LLC <div class=""text-muted""> <em>Company:</em> Empire Petroleum Partners LLC &nbsp;(Gaithersburg, MD) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Energy Company</div>",Other Securities,Sale (Partial),"$100,001 - $250,000"
T000461,03/09/2021,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/b5a212bb-ad2c-48e4-9d21-db8d13f8ee78/,senate,openset,02/09/2021,Child,"<a href=""https://finance.yahoo.com/q?s=PENN"" target=""_blank"">PENN</a>","Penn National Gaming, Inc.",Stock,Purchase,"$1,001 - $15,000"
C001088,03/04/2021,Christopher A Coons,https://efdsearch.senate.gov/search/view/ptr/b65c1aeb-1831-4da3-ae45-eddb7a270abe/,senate,openset,03/01/2021,Self,,"W.L. Gore &amp; Associates, Inc. <div class=""text-muted""> <em>Company:</em> W.L. Gore &amp; Associates, Inc. &nbsp;(Newark, DE) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Advanced materials manufacturing</div>",Non-Public Stock,Sale (Partial),"$250,001 - $500,000"
C000174,03/03/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/32f5972d-f18a-4bd7-be67-4a856a5b9ff7/,senate,openset,02/05/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=DD"" target=""_blank"">DD</a>                                                                                                                            <br>                                            <a href=""https://finance.yahoo.com/q?s=IFF"" target=""_blank"">IFF</a>","DuPont de Nemours, Inc. (Exchanged) <br> International Flavors &amp; Fragrances Inc. (Received)",Stock,Exchange,"$1,001 - $15,000"
C000174,03/03/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/32f5972d-f18a-4bd7-be67-4a856a5b9ff7/,senate,openset,02/16/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=INTC"" target=""_blank"">INTC</a>",Intel Corporation,Stock,Purchase,"$1,001 - $15,000"
C000174,03/03/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/32f5972d-f18a-4bd7-be67-4a856a5b9ff7/,senate,openset,02/12/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=GEMIX"" target=""_blank"">GEMIX</a>",Goldman Sachs Emerging Markets Equity Fund Institu,Other Securities,Purchase,"$1,001 - $15,000"
C000174,03/03/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/32f5972d-f18a-4bd7-be67-4a856a5b9ff7/,senate,openset,02/12/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=GGSM"" target=""_blank"">GGSM</a>",Gold and GemStone Mining Inc.,Other Securities,Sale (Full),"$1,001 - $15,000"
C000174,03/03/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/32f5972d-f18a-4bd7-be67-4a856a5b9ff7/,senate,openset,02/12/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=FEMS"" target=""_blank"">FEMS</a>",First Trust Emerging Markets Small Cap AlphaDEX Fu,Other Securities,Sale (Full),"$1,001 - $15,000"
C000174,03/03/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/32f5972d-f18a-4bd7-be67-4a856a5b9ff7/,senate,openset,02/12/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=GEMIX"" target=""_blank"">GEMIX</a>",Goldman Sachs Emerging Markets Equity Fund Institu,Other Securities,Purchase,"$1,001 - $15,000"
C000174,03/03/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/32f5972d-f18a-4bd7-be67-4a856a5b9ff7/,senate,openset,02/12/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=EEM"" target=""_blank"">EEM</a>",iShares MSCI Emerging Markets ETF,Other Securities,Sale (Full),"$1,001 - $15,000"
C000174,03/03/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/32f5972d-f18a-4bd7-be67-4a856a5b9ff7/,senate,openset,02/12/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=FIMKX"" target=""_blank"">FIMKX</a>",Fidelity Advisor Focused Emerging Markets Fund Cla,Other Securities,Purchase,"$1,001 - $15,000"
H000601,02/24/2021,"William F Hagerty, IV",https://efdsearch.senate.gov/search/view/ptr/331fc417-1f96-4a2e-a164-b15fc2493281/,senate,openset,01/11/2021,Child,,"HC 17th and Grand Partners, LP <div class=""text-muted""> <em>Company:</em> HC 17th and Grand Partners, LP &nbsp;(Wilmington, DE) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Limited Partnership for the purpose of acquiring, developing and selling commercial real estate</div>",Other Securities,Purchase,"$50,001 - $100,000"
H000601,02/24/2021,"William F Hagerty, IV",https://efdsearch.senate.gov/search/view/ptr/331fc417-1f96-4a2e-a164-b15fc2493281/,senate,openset,01/11/2021,Child,,"HC 17th and Grand Partners, LP <div class=""text-muted""> <em>Company:</em> HC 17th and Grand Partners, LP &nbsp;(Wilmington, DE) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Limited Partnership for the purpose of acquiring, developing and selling commercial real estate</div>",Other Securities,Purchase,"$50,001 - $100,000"
H000601,02/24/2021,"William F Hagerty, IV",https://efdsearch.senate.gov/search/view/ptr/331fc417-1f96-4a2e-a164-b15fc2493281/,senate,openset,01/11/2021,Child,,"HC 17th and Grand Partners, LP <div class=""text-muted""> <em>Company:</em> HC 17th and Grand Partners, LP &nbsp;(Wilmington, DE) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Limited Partnership for the purpose of acquiring, developing and selling commercial real estate</div>",Other Securities,Purchase,"$50,001 - $100,000"
H000601,02/24/2021,"William F Hagerty, IV",https://efdsearch.senate.gov/search/view/ptr/331fc417-1f96-4a2e-a164-b15fc2493281/,senate,openset,01/11/2021,Child,,"HC 17th and Grand Partners, LP <div class=""text-muted""> <em>Company:</em> HC 17th and Grand Partners, LP &nbsp;(Wilmington, DE) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Limited Partnership for purpose of acquiring, developing and selling commercial real estate</div>",Other Securities,Purchase,"$50,001 - $100,000"
H000601,02/24/2021,"William F Hagerty, IV",https://efdsearch.senate.gov/search/view/ptr/331fc417-1f96-4a2e-a164-b15fc2493281/,senate,openset,01/11/2021,Self,,"HC 17th and Grand Partners, LP <div class=""text-muted""> <em>Company:</em> HC 17th and Grand Partners, LP &nbsp;(Wilmington, DE) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Limited Partnership for purpose of acquiring, developing and selling commercial real estate</div>",Other Securities,Purchase,"$250,001 - $500,000"
H000601,02/19/2021,"William F Hagerty, IV",https://efdsearch.senate.gov/search/view/ptr/823ec2b1-9e0c-4b13-bf35-81722c1a083c/,senate,openset,02/16/2021,Self,"<a href=""https://finance.yahoo.com/q?s=CTAA"" target=""_blank"">CTAA</a>",Qwest Corp. NT 7% 2056,Stock,Sale (Full),"$15,001 - $50,000"
H000601,02/19/2021,"William F Hagerty, IV",https://efdsearch.senate.gov/search/view/ptr/823ec2b1-9e0c-4b13-bf35-81722c1a083c/,senate,openset,01/19/2021,Self,,"Editas Medicine, Inc.",Stock,Sale (Partial),"$15,001 - $50,000"
H000601,02/19/2021,"William F Hagerty, IV",https://efdsearch.senate.gov/search/view/ptr/823ec2b1-9e0c-4b13-bf35-81722c1a083c/,senate,openset,01/08/2021,Self,"<a href=""https://finance.yahoo.com/q?s=LMND"" target=""_blank"">LMND</a>","Lemonade, Inc.",Stock,Sale (Partial),"$1,001 - $15,000"
H000601,02/19/2021,"William F Hagerty, IV",https://efdsearch.senate.gov/search/view/ptr/823ec2b1-9e0c-4b13-bf35-81722c1a083c/,senate,openset,01/26/2021,Self,,"Vroom, Inc.",Stock,Purchase,"$1,001 - $15,000"
H000601,02/19/2021,"William F Hagerty, IV",https://efdsearch.senate.gov/search/view/ptr/823ec2b1-9e0c-4b13-bf35-81722c1a083c/,senate,openset,01/08/2021,Self,"<a href=""https://finance.yahoo.com/q?s=VRM"" target=""_blank"">VRM</a>","Vroom, Inc.",Stock,Purchase,"$1,001 - $15,000"
H000273,02/19/2021,John W Hickenlooper,https://efdsearch.senate.gov/search/view/ptr/f8e43fad-614c-4bc7-b13c-8e075c40869d/,senate,openset,01/22/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=LMACU"" target=""_blank"">LMACU</a>",Liberty Media Acquisition Corporation,Stock,Purchase,"$50,001 - $100,000"
W000779,02/18/2021,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/a0a26d20-b140-444b-b562-9d73de4c6bd9/,senate,openset,01/20/2021,Child,"<a href=""https://finance.yahoo.com/q?s=AAPL"" target=""_blank"">AAPL</a>",Apple Inc.,Stock,Purchase,"$1,001 - $15,000"
W000779,02/18/2021,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/a0a26d20-b140-444b-b562-9d73de4c6bd9/,senate,openset,01/20/2021,Child,"<a href=""https://finance.yahoo.com/q?s=AAPL"" target=""_blank"">AAPL</a>",Apple Inc.,Stock,Purchase,"$1,001 - $15,000"
W000779,02/18/2021,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/a0a26d20-b140-444b-b562-9d73de4c6bd9/,senate,openset,01/20/2021,Child,"<a href=""https://finance.yahoo.com/q?s=AAPL"" target=""_blank"">AAPL</a>",Apple Inc.,Stock,Purchase,"$1,001 - $15,000"
W000779,02/18/2021,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/a0a26d20-b140-444b-b562-9d73de4c6bd9/,senate,openset,01/27/2021,Child,"<a href=""https://finance.yahoo.com/q?s=AAPL"" target=""_blank"">AAPL</a>",Apple Inc.,Stock,Purchase,"$1,001 - $15,000"
W000779,02/18/2021,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/a0a26d20-b140-444b-b562-9d73de4c6bd9/,senate,openset,01/27/2021,Child,"<a href=""https://finance.yahoo.com/q?s=DIS"" target=""_blank"">DIS</a>",The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000"
W000779,02/18/2021,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/a0a26d20-b140-444b-b562-9d73de4c6bd9/,senate,openset,01/27/2021,Child,"<a href=""https://finance.yahoo.com/q?s=KLAC"" target=""_blank"">KLAC</a>",KLA Corporation,Stock,Purchase,"$1,001 - $15,000"
W000779,02/18/2021,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/a0a26d20-b140-444b-b562-9d73de4c6bd9/,senate,openset,01/27/2021,Child,"<a href=""https://finance.yahoo.com/q?s=AAPL"" target=""_blank"">AAPL</a>",Apple Inc.,Stock,Purchase,"$1,001 - $15,000"
W000779,02/18/2021,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/a0a26d20-b140-444b-b562-9d73de4c6bd9/,senate,openset,01/27/2021,Child,"<a href=""https://finance.yahoo.com/q?s=DIS"" target=""_blank"">DIS</a>",The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000"
W000779,02/18/2021,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/a0a26d20-b140-444b-b562-9d73de4c6bd9/,senate,openset,01/27/2021,Child,"<a href=""https://finance.yahoo.com/q?s=KLAC"" target=""_blank"">KLAC</a>",KLA Corporation,Stock,Purchase,"$1,001 - $15,000"
W000779,02/18/2021,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/a0a26d20-b140-444b-b562-9d73de4c6bd9/,senate,openset,01/27/2021,Child,"<a href=""https://finance.yahoo.com/q?s=AAPL"" target=""_blank"">AAPL</a>",Apple Inc.,Stock,Purchase,"$1,001 - $15,000"
W000779,02/18/2021,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/a0a26d20-b140-444b-b562-9d73de4c6bd9/,senate,openset,01/27/2021,Child,"<a href=""https://finance.yahoo.com/q?s=DIS"" target=""_blank"">DIS</a>",The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000"
W000779,02/18/2021,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/a0a26d20-b140-444b-b562-9d73de4c6bd9/,senate,openset,01/27/2021,Child,"<a href=""https://finance.yahoo.com/q?s=KLAC"" target=""_blank"">KLAC</a>",KLA Corporation,Stock,Purchase,"$1,001 - $15,000"
M000934,02/08/2021,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/7b095739-bb31-4b09-965f-5ac00e2c1321/,senate,openset,01/27/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=COST"" target=""_blank"">COST</a>",Costco Wholesale Corporation,Stock,Sale (Full),"$1,001 - $15,000"
M000934,02/08/2021,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/7b095739-bb31-4b09-965f-5ac00e2c1321/,senate,openset,01/27/2021,Self,"<a href=""https://finance.yahoo.com/q?s=COST"" target=""_blank"">COST</a>",Costco Wholesale Corporation,Stock,Sale (Full),"$1,001 - $15,000"
T000461,02/08/2021,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/7d15a774-58c7-45bf-889a-ff2b0aff5cc6/,senate,openset,01/28/2021,Child,"<a href=""https://finance.yahoo.com/q?s=GME"" target=""_blank"">GME</a>",GameStop Corp.,Stock,Sale (Full),"$1,001 - $15,000"
T000461,02/08/2021,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/7d15a774-58c7-45bf-889a-ff2b0aff5cc6/,senate,openset,01/27/2021,Child,"<a href=""https://finance.yahoo.com/q?s=SHOP"" target=""_blank"">SHOP</a>",Shopify Inc.,Stock,Sale (Full),"$1,001 - $15,000"
T000461,02/08/2021,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/7d15a774-58c7-45bf-889a-ff2b0aff5cc6/,senate,openset,01/27/2021,Child,"<a href=""https://finance.yahoo.com/q?s=GME"" target=""_blank"">GME</a>",GameStop Corp.,Stock,Purchase,"$1,001 - $15,000"
T000461,02/08/2021,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/7d15a774-58c7-45bf-889a-ff2b0aff5cc6/,senate,openset,01/27/2021,Child,"<a href=""https://finance.yahoo.com/q?s=TSLA"" target=""_blank"">TSLA</a>","Tesla, Inc.",Stock,Sale (Full),"$1,001 - $15,000"
P000595,02/02/2021,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/cf66f482-baa0-409c-abdd-b9cfcbb5fd4e/,senate,openset,01/15/2021,Self,"<a href=""https://finance.yahoo.com/q?s=STAG"" target=""_blank"">STAG</a>","STAG Industrial, Inc.",Stock,Purchase,"$1,001 - $15,000"
P000595,02/02/2021,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/cf66f482-baa0-409c-abdd-b9cfcbb5fd4e/,senate,openset,01/15/2021,Self,"<a href=""https://finance.yahoo.com/q?s=AEP"" target=""_blank"">AEP</a>","American Electric Power Company, Inc.",Stock,Purchase,"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/29/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=XCAPX"" target=""_blank"">XCAPX</a>",ACAP Strategic Fund,Other Securities,Purchase,"$15,001 - $50,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/27/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=DD"" target=""_blank"">DD</a>","DuPont de Nemours, Inc.",Stock,Sale (Partial),"$15,001 - $50,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/26/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=PBA"" target=""_blank"">PBA</a>",Pembina Pipeline Corporation,Stock,Sale (Full),"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/26/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=AQN"" target=""_blank"">AQN</a>",Algonquin Power &amp; Utilities Corp.,Stock,Purchase,"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/25/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=VIAV"" target=""_blank"">VIAV</a>",Viavi Solutions Inc.,Stock,Sale (Full),"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/25/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=EVOP"" target=""_blank"">EVOP</a>","EVO Payments, Inc.",Stock,Sale (Full),"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/13/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=RODM"" target=""_blank"">RODM</a>",Hartford Multifactor Developed Markets (ex-US) ETF,Other Securities,Sale (Full),"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/13/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=FCPIX"" target=""_blank"">FCPIX</a>",Fidelity Advisor International Capital Appreciatio,Other Securities,Purchase,"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/13/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=RODM"" target=""_blank"">RODM</a>",Hartford Multifactor Developed Markets (ex-US) ETF,Other Securities,Sale (Full),"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/13/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=FCPIX"" target=""_blank"">FCPIX</a>",Fidelity Advisor International Capital Appreciatio,Other Securities,Purchase,"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/11/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=FEYE"" target=""_blank"">FEYE</a>","FireEye, Inc.",Stock,Sale (Full),"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/11/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=PSQ"" target=""_blank"">PSQ</a>",ProShares Short QQQ,Other Securities,Sale (Full),"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/11/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=SH"" target=""_blank"">SH</a>",ProShares Short S&amp;P500,Other Securities,Sale (Full),"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/11/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=DDOG"" target=""_blank"">DDOG</a>","Datadog, Inc.",Stock,Sale (Full),"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/11/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=PSQ"" target=""_blank"">PSQ</a>",ProShares Short QQQ,Other Securities,Sale (Full),"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/11/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=SH"" target=""_blank"">SH</a>",ProShares Short S&amp;P500,Other Securities,Sale (Full),"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/11/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=PSQ"" target=""_blank"">PSQ</a>",ProShares Short QQQ,Other Securities,Sale (Full),"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/11/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=SH"" target=""_blank"">SH</a>",ProShares Short S&amp;P500,Other Securities,Sale (Full),"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/11/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=CAG"" target=""_blank"">CAG</a>","Conagra Brands, Inc.",Stock,Sale (Full),"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/08/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=AJRD"" target=""_blank"">AJRD</a>","Aerojet Rocketdyne Holdings, Inc.",Stock,Sale (Full),"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/04/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=PSQ"" target=""_blank"">PSQ</a>",ProShares Short QQQ,Other Securities,Purchase,"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/04/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=SH"" target=""_blank"">SH</a>",ProShares Short S&amp;P500,Other Securities,Purchase,"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/04/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=PSQ"" target=""_blank"">PSQ</a>",ProShares Short QQQ,Other Securities,Purchase,"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/04/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=SH"" target=""_blank"">SH</a>",ProShares Short S&amp;P500,Other Securities,Purchase,"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/04/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=PSQ"" target=""_blank"">PSQ</a>",ProShares Short QQQ,Other Securities,Purchase,"$1,001 - $15,000"
C000174,02/01/2021,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ae5e8414-35c1-44f7-9549-700e9453a96a/,senate,openset,01/04/2021,Spouse,"<a href=""https://finance.yahoo.com/q?s=SH"" target=""_blank"">SH</a>",ProShares Short S&amp;P500,Other Securities,Purchase,"$1,001 - $15,000"
W000802,01/25/2021,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/b960f3a6-2f53-4273-bae6-b61e983e6d60/,senate,openset,12/30/2020,Joint,,"XEROX CORP <div class=""text-muted""><em>Rate/Coupon:</em> 4.5%<br> <em>Matures:</em> 05/15/2021</div>",Corporate Bond,Sale (Full),"$1,001 - $15,000"
I000024,01/15/2021,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/81de3681-e5ac-4205-896a-07512dbac921/,senate,openset,01/05/2021,Self,"<a href=""https://finance.yahoo.com/q?s=CRSP"" target=""_blank"">CRSP</a>",CRISPR Therapeutics AG,Stock,Sale (Partial),"$1,001 - $15,000"
W000805,01/13/2021,Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/7269bd5f-a8b1-43ea-9f8b-5d0bb4cfde73/,senate,openset,12/07/2020,Self,,"Trilogy Multifamily Fund IV, L.P. <div class=""text-muted""> <em>Company:</em> Trilogy Multifamily Fund IV, L.P. &nbsp;(Chicago, IL) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Private Equity</div>",Other Securities,Purchase,"$1,000,001 - $5,000,000"
C001047,01/12/2021,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/5a42cbe1-4c6a-48f6-a2e1-f3652f50340a/,senate,openset,12/31/2020,Spouse,"<a href=""https://finance.yahoo.com/q?s=UNH"" target=""_blank"">UNH</a>",UnitedHealth Group Incorporated,Stock,Purchase,"$1,001 - $15,000"
C001047,01/12/2021,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/5a42cbe1-4c6a-48f6-a2e1-f3652f50340a/,senate,openset,12/31/2020,Spouse,"<a href=""https://finance.yahoo.com/q?s=PSX"" target=""_blank"">PSX</a>",Phillips 66,Stock,Purchase,"$1,001 - $15,000"
C001047,01/12/2021,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/5a42cbe1-4c6a-48f6-a2e1-f3652f50340a/,senate,openset,12/31/2020,Spouse,"<a href=""https://finance.yahoo.com/q?s=AMT"" target=""_blank"">AMT</a>",American Tower Corporation (REIT),Stock,Purchase,"$1,001 - $15,000"
C001047,01/12/2021,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/5a42cbe1-4c6a-48f6-a2e1-f3652f50340a/,senate,openset,12/31/2020,Spouse,"<a href=""https://finance.yahoo.com/q?s=SYY"" target=""_blank"">SYY</a>",Sysco Corporation,Stock,Sale (Full),"$1,001 - $15,000"
C001047,01/12/2021,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/5a42cbe1-4c6a-48f6-a2e1-f3652f50340a/,senate,openset,12/31/2020,Spouse,"<a href=""https://finance.yahoo.com/q?s=PII"" target=""_blank"">PII</a>",Polaris Inc.,Stock,Sale (Full),"$1,001 - $15,000"
C001047,01/12/2021,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/5a42cbe1-4c6a-48f6-a2e1-f3652f50340a/,senate,openset,12/31/2020,Spouse,"<a href=""https://finance.yahoo.com/q?s=OTIS"" target=""_blank"">OTIS</a>",Otis Worldwide Corporation,Stock,Sale (Full),"$1,001 - $15,000"
