doc_id,http_status,bytes
20021740,200,63246
20022132,200,60926
20020448,200,58347
20020585,200,57932
20021681,200,62118
20020708,200,66735
20020367,200,62149
20020474,200,62567
20021134,200,76270
20021236,200,63140
20021555,200,63037
20021705,200,66915
20021951,200,66654
20022042,200,67212
20022097,200,64058
20020047,200,67771
20020251,200,75314
20020354,200,87072
20020618,200,61468
20020868,200,67939
20021091,200,66070
20021193,200,66451
20021447,200,66920
20022048,200,68537
20022070,200,64691
20020168,200,56484
20020399,200,56938
20020574,200,61787
20020670,200,56390
20020675,200,88227
20020783,200,68477
20020943,200,67175
20021152,200,64705
20021169,200,62832
20021335,200,65034
20021504,200,63641
20021651,200,69450
20021808,200,70630
20021970,200,66641
20022078,200,64670
20020661,200,57476
20020873,200,62930
20020998,200,62452
20021197,200,62664
20021403,200,63406
20021568,200,63417
20022197,200,65075
20020238,200,57035
20020684,200,68847
20020305,200,56653
20020315,200,57897
20020545,200,57294
20020632,200,56649
20020798,200,64684
20020895,200,65283
20021120,200,63937
20021277,200,64503
20021279,200,63282
20021443,200,65767
20021716,200,62387
20021890,200,64600
20021932,200,63278
20022051,200,64436
20022087,200,65985
20020422,200,60738
20020894,200,69786
20021112,200,85427
20021170,200,61977
20022136,200,63245
20020330,200,57505
20020731,200,65688
20020917,200,64314
20021441,200,65014
20021793,200,64173
20020462,200,58992
20021467,200,64419
20021491,200,64082
20021502,200,66138
20021517,200,65682
20021560,200,64317
20021583,200,64709
20021606,200,64537
20021694,200,65519
8218534,cache,53293
8218659,cache,29229
8218938,cache,29275
20021626,200,66409
8218624,cache,30382
20020780,200,63000
20020189,200,57700
20020197,200,56586
20020310,200,58481
20021255,200,67150
20020133,200,58323
20020679,200,64131
20021342,200,74098
20021486,200,65806
20021554,200,68142
20021733,200,65285
20021965,200,69907
8219054,cache,64238
20020134,200,57012
20020243,200,60870
20020358,200,56775
20020478,200,57818
20020572,200,57599
20020642,200,58018
20020725,200,57749
20020815,200,62474
20020937,200,64497
20021082,200,67225
20021144,200,64700
20021227,200,65462
20021329,200,68494
20021406,200,63626
20021465,200,62740
20021579,200,70776
20021660,200,63957
20021795,200,65449
20021864,200,70277
20021931,200,65010
20022031,200,68357
20022099,200,61969
20020866,200,63609
20021083,200,64833
20021166,200,66818
20021536,200,64954
20020191,200,58307
20020576,200,57076
20020754,200,64933
20020959,200,62682
20021153,200,63369
20021362,200,65908
20021487,200,62980
20021654,200,64221
20021924,200,67531
20022088,200,63752
20021600,200,83179
20020587,200,60869
20021149,200,62760
20021397,200,62490
20021461,200,67291
20021779,200,62177
20020865,200,71385
20021576,200,67336
20022027,200,69665
20020143,200,57592
20020374,200,58419
20020983,200,189360
20021950,200,64599
8218535,cache,59961
8218565,cache,63454
8218753,cache,110297
8219165,cache,70407
8219277,cache,83526
8219298,cache,31005
8219328,cache,33628
20020153,200,59046
20020355,200,69764
20020543,200,68017
20020718,200,69191
20020914,200,96481
20021127,200,81615
20021315,200,86715
20021466,200,78181
20021630,200,108243
20021790,200,84482
20021919,200,66689
20022068,200,72390
20020235,200,64997
20020401,200,65351
20020470,200,67134
20020648,200,64602
20020919,200,73815
20020929,200,78110
20021233,200,73001
20021425,200,70344
20021618,200,81475
20021732,200,73015
20021881,200,78738
20022017,200,75250
20020544,200,57211
8218641,cache,154905
20021836,200,87499
20020278,200,58080
20020231,200,56596
20020121,200,56026
20021522,200,63810
20021587,200,61766
20021895,200,61807
20020166,200,56503
20020386,200,56859
20021044,200,63941
20021275,200,63753
20021492,200,66864
20021661,200,65098
20021911,200,63764
20022166,200,66087
20021290,200,62848
8219336,cache,50022
8219043,cache,32600
20020154,200,74362
20020393,200,76849
20020573,200,77469
20020786,200,116023
20020956,200,104691
20021174,200,84548
20021351,200,99269
20021518,200,65019
20021563,200,92044
20021676,200,94873
20021727,200,64811
20021821,200,92627
20021933,200,93243
20022098,200,76710
20021868,200,62100
20019881,200,65035
20020188,200,63301
20020362,200,59026
20020442,200,60364
20020501,200,58537
20020569,200,59275
20020773,200,65077
20020830,200,67680
20021121,200,63585
20021154,200,68167
20021571,200,63695
20021614,200,65385
20021778,200,63997
20021887,200,63900
20020263,200,59213
20020568,200,61617
20021248,200,72682
20020644,200,57531
20020792,200,67477
20021007,200,67092
20021172,200,67062
20021434,200,62899
20021691,200,65513
8218540,cache,210058
8218580,cache,378228
8218621,cache,271030
8218662,cache,252734
8218894,cache,386434
8219056,cache,125027
8219131,cache,377094
8219202,cache,352331
8219228,cache,177887
8219266,cache,262575
8219281,cache,325937
8219315,cache,193024
8219343,cache,250142
20020202,200,93077
20020359,200,84905
20020571,200,83640
20020789,200,105426
20020995,200,94965
20021223,200,92691
20021388,200,103029
20021553,200,89036
20021704,200,93421
20021828,200,100507
20021964,200,88432
20022102,200,94915
8218661,cache,52289
8218937,cache,58634
8219044,cache,56960
8219209,cache,60169
8219258,cache,51562
8219272,cache,50983
20020479,200,82636
20020654,200,83227
20020793,200,99017
20021201,200,86542
20021398,200,127689
20021667,200,122787
20021696,200,85413
20021857,200,87079
20021989,200,100856
20022108,200,110077
20021179,200,83274
20021183,200,67119
20021184,200,64245
20020504,200,60071
20020915,200,69518
20021222,200,66324
20021629,200,70506
20021937,200,63989
20022024,200,71590
20022156,200,65540
8218604,cache,36667
8218856,cache,34165
8218936,cache,37516
8219082,cache,34929
8219156,cache,34991
8219317,cache,39779
8218518,cache,558798
8218560,cache,828552
8218597,cache,769890
8218637,cache,608916
8218730,cache,1316065
8218940,cache,2203684
8219068,cache,1073190
8219155,cache,494230
8219207,cache,749423
8219242,cache,1019924
8219275,cache,750092
8219288,cache,978359
8219318,cache,816011
8218527,cache,33493
8218561,cache,53273
20020875,200,67700
8219259,cache,31569
8218548,cache,60118
8218598,cache,61418
8219025,cache,59274
8219130,cache,61721
8219289,cache,63606
8219290,cache,59821
20020152,200,61432
20020391,200,64266
20020559,200,70765
20020774,200,74010
20020955,200,74569
20021156,200,77390
20021338,200,80340
20021477,200,67689
20021669,200,72770
20021812,200,73960
20021929,200,75439
20022086,200,73769
20021415,200,63014
20021968,200,63294
20020369,200,81707
20020473,200,57375
20021052,200,83840
20021252,200,82645
20021550,200,92335
20021962,200,84250
20022081,200,144969
20011775,200,64463
20020179,200,57208
20020775,200,68279
20020989,200,66351
20021367,200,63821
20021503,200,64676
20021699,200,66151
20021816,200,66627
20021838,200,70040
20021967,200,64909
8218599,cache,31125
20020167,200,56913
20020270,200,56638
20020271,200,58641
20020274,200,56740
20020307,200,58038
20020321,200,57101
20020322,200,58188
20020323,200,56633
20020331,200,56661
20020333,200,56998
20020334,200,56763
20020427,200,57453
20020486,200,57719
20020562,200,57854
20020563,200,59427
20020564,200,58204
20020565,200,58824
20020676,200,57959
20020677,200,57555
20020678,200,57334
20020690,200,57168
20020769,200,64992
20020770,200,68623
20020781,200,64443
20020782,200,68155
20020811,200,64124
20020892,200,64411
20020920,200,65537
20021089,200,64595
20021090,200,66865
20021093,200,65158
20021135,200,64371
20021240,200,68373
20021241,200,64812
20021242,200,64830
20021243,200,64841
20021244,200,67030
20021245,200,65745
20021246,200,68026
20021251,200,70408
20021292,200,65299
20021293,200,65004
20021294,200,65324
20021295,200,65354
20021296,200,65341
20021297,200,65375
20021298,200,65327
20021299,200,64675
20021325,200,66519
20021431,200,63947
20021432,200,64458
20021483,200,63304
20021498,200,63613
20021641,200,64877
20021786,200,63825
20021787,200,66089
20021824,200,64888
20021825,200,63586
20021854,200,63593
20021906,200,65219
20021907,200,65391
20021946,200,63938
20021973,200,64456
20021974,200,64659
20022032,200,69221
20022033,200,66149
20022034,200,64498
20022036,200,65417
20022161,200,67639
20022162,200,66456
8219354,cache,59427
20020477,200,57863
20020641,200,57472
20021404,200,64625
20020423,200,109980
20020481,200,85586
20020742,200,60428
20020925,200,88170
20021045,200,71530
20021226,200,82841
20021437,200,65673
20021470,200,273442
20021556,200,64088
20021695,200,158180
20021754,200,103480
20021938,200,135505
20020964,200,70531
