bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,date_confidence,ticker,asset_description,asset_type,sector_gics,etf_proxy,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,provenance,ticker_source,sector_source,occurrence_index,years_in_office
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2014-04-28,2014-05-13,plausible,UNH,UnitedHealth Group Incorporated (NYSE),,Health Care,XLV,Purchase,"$1,001 - $15,000",8000.5,False,Spouse,f1c4bb82-2e7a-481f-afbd-9ac932f02844,https://efdsearch.senate.gov/search/view/ptr/f1c4bb82-2e7a-481f-afbd-9ac932f02844/,9524e0f8567eeab23645a1e551f0be42800084b40a6f5ac19eb61feb986177f4,senate-efd-electronic,explicit,yfinance,0,1
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2014-04-28,2014-05-13,plausible,SRE,Sempra Energy (NYSE),,Utilities,XLU,Sale (Partial),"$1,001 - $15,000",8000.5,False,Spouse,f1c4bb82-2e7a-481f-afbd-9ac932f02844,https://efdsearch.senate.gov/search/view/ptr/f1c4bb82-2e7a-481f-afbd-9ac932f02844/,5c6ed456e26527bb968b5d389f90bb7c6eef0c4561d64608192b9dec82bb3486,senate-efd-electronic,explicit,yfinance,0,1
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2014-04-28,2014-05-13,plausible,XRAY,DENTSPLY International Inc. (NASDAQ),,Health Care,XLV,Sale (Full),"$1,001 - $15,000",8000.5,False,Spouse,f1c4bb82-2e7a-481f-afbd-9ac932f02844,https://efdsearch.senate.gov/search/view/ptr/f1c4bb82-2e7a-481f-afbd-9ac932f02844/,bb6ddaa0ce40b6ad5f07462a3f4b3e0267c28918a8de71f160bfae736da08df0,senate-efd-electronic,explicit,yfinance,0,1
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2014-06-26,2014-07-15,plausible,,Maine Muni Bond - Town of Orono ME GO 3% 11/01/2024,,,,Purchase,"$15,001 - $50,000",32500.5,False,Spouse,f11dbaed-1e04-4841-bd82-38059ef8b55b,https://efdsearch.senate.gov/search/view/ptr/f11dbaed-1e04-4841-bd82-38059ef8b55b/,e3aa37fd06bbd9c9f24e04a5293227ff003b1870a314900b505b499976c64d8f,senate-efd-electronic,none,none,0,1
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2014-07-25,2014-08-25,plausible,RYAM,Rayonier Advanced Materials Inc. (NYSE),,Materials,XLB,Sale (Full),"$1,001 - $15,000",8000.5,False,Spouse,f40d9641-54e9-4ec3-960f-2071ed4d08bf,https://efdsearch.senate.gov/search/view/ptr/f40d9641-54e9-4ec3-960f-2071ed4d08bf/,9f1dd6687adad0d35e7eed6b062081ae564959157159524c9a1a1fdd64ae91e3,senate-efd-electronic,explicit,yfinance,0,1
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2014-07-28,2014-08-25,plausible,,Maine Turnpike Authority Bond 3.00% 07/01/2026,,,,Purchase,"$15,001 - $50,000",32500.5,False,Spouse,f40d9641-54e9-4ec3-960f-2071ed4d08bf,https://efdsearch.senate.gov/search/view/ptr/f40d9641-54e9-4ec3-960f-2071ed4d08bf/,f985471fce64c0a940ee1b761c2e462a64fa1c5e0f73a130911ebd9bc5c98b20,senate-efd-electronic,none,none,0,1
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2014-11-10,2014-12-12,plausible,RYN,Rayonier Inc. (NYSE),,Real Estate,XLRE,Sale (Full),"$1,001 - $15,000",8000.5,False,Spouse,c57b3fd9-3bbd-4f31-8904-9a517aaf43d9,https://efdsearch.senate.gov/search/view/ptr/c57b3fd9-3bbd-4f31-8904-9a517aaf43d9/,74b5ac694bf101d0cef4b6562853664850395c0a97a3af54d7da9cecb28c0a0b,senate-efd-electronic,explicit,yfinance,0,1
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2014-11-14,2014-12-12,plausible,,Me Muni Bond Bk Rev 3% 09/01/2026,,,,Purchase,"$15,001 - $50,000",32500.5,False,Spouse,c57b3fd9-3bbd-4f31-8904-9a517aaf43d9,https://efdsearch.senate.gov/search/view/ptr/c57b3fd9-3bbd-4f31-8904-9a517aaf43d9/,f454d9633e04f4fe8dee090541484955858f08ed6ac73d9657c8a71bf0a45e54,senate-efd-electronic,none,none,0,1
C000141,Benjamin L Cardin,senate,Democrat,MD,,False,2013-10-15,2014-04-15,implausible,,"Meyer M. Cardin Trust, Baltimore, Md. Bond",,,,Sale (Full),"$1,001 - $15,000",8000.5,False,Joint,f08ea534-1963-41e9-9737-ba1e4a86faf6,https://efdsearch.senate.gov/search/view/ptr/f08ea534-1963-41e9-9737-ba1e4a86faf6/,e0aaeafc8ca81424ae7fc788408fe52edf551b53a79f76e866d484b68845c00f,senate-efd-electronic,none,none,0,26
C000141,Benjamin L Cardin,senate,Democrat,MD,,False,2013-11-01,2014-04-15,implausible,,Israel Bond,,,,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,f08ea534-1963-41e9-9737-ba1e4a86faf6,https://efdsearch.senate.gov/search/view/ptr/f08ea534-1963-41e9-9737-ba1e4a86faf6/,cdfd43a602aabc336c440359d281f40249a7b61111f4d84bceabd01ff686afbf,senate-efd-electronic,none,none,0,26
C000141,Benjamin L Cardin,senate,Democrat,MD,,False,2013-11-01,2014-04-15,implausible,,Israel Bond,,,,Sale (Full),"$1,001 - $15,000",8000.5,False,Spouse,f08ea534-1963-41e9-9737-ba1e4a86faf6,https://efdsearch.senate.gov/search/view/ptr/f08ea534-1963-41e9-9737-ba1e4a86faf6/,8d008570b97b679085f7e6d482cee363aef033509dccf9c8447af3517250e902,senate-efd-electronic,none,none,0,26
C000141,Benjamin L Cardin,senate,Democrat,MD,,False,2014-01-01,2014-04-15,implausible,,Israel Bond,,,,Sale (Full),"$15,001 - $50,000",32500.5,False,Spouse,f08ea534-1963-41e9-9737-ba1e4a86faf6,https://efdsearch.senate.gov/search/view/ptr/f08ea534-1963-41e9-9737-ba1e4a86faf6/,67503cc0e06b3815aa624c1bdbdfda4d7f6fff7e4f464f868a606989d29d2a14,senate-efd-electronic,none,none,1,27
C000141,Benjamin L Cardin,senate,Democrat,MD,,False,2014-01-01,2014-04-15,implausible,,Israel Bond,,,,Sale (Full),"$15,001 - $50,000",32500.5,False,Spouse,f08ea534-1963-41e9-9737-ba1e4a86faf6,https://efdsearch.senate.gov/search/view/ptr/f08ea534-1963-41e9-9737-ba1e4a86faf6/,67503cc0e06b3815aa624c1bdbdfda4d7f6fff7e4f464f868a606989d29d2a14,senate-efd-electronic,none,none,0,27
C000141,Benjamin L Cardin,senate,Democrat,MD,,False,2014-02-01,2014-04-15,plausible,,Israel Bond,,,,Purchase,"$15,001 - $50,000",32500.5,False,Self,f08ea534-1963-41e9-9737-ba1e4a86faf6,https://efdsearch.senate.gov/search/view/ptr/f08ea534-1963-41e9-9737-ba1e4a86faf6/,859ab409960faca289e3679206b6ab2331b3bb72422c8e6d615074cae393f5fc,senate-efd-electronic,none,none,0,27
C000141,Benjamin L Cardin,senate,Democrat,MD,,False,2014-02-01,2014-04-15,plausible,,Israel Bond,,,,Purchase,"$15,001 - $50,000",32500.5,False,Spouse,f08ea534-1963-41e9-9737-ba1e4a86faf6,https://efdsearch.senate.gov/search/view/ptr/f08ea534-1963-41e9-9737-ba1e4a86faf6/,f9be64503727bd9163cb575b682df6336f773239a32dcea85d369a9d6de38639,senate-efd-electronic,none,none,0,27
C000141,Benjamin L Cardin,senate,Democrat,MD,,False,2014-11-17,2014-11-29,plausible,NGG,National Grid plc (NYSE),,Utilities,XLU,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,2315722c-3ef7-4724-aef7-80c564b1dbb7,https://efdsearch.senate.gov/search/view/ptr/2315722c-3ef7-4724-aef7-80c564b1dbb7/,a5b5cd7ab57baccef96a33addcb27c8ccf0cd41ba5e90b4c4cfbbf13337e6461,senate-efd-electronic,explicit,yfinance,0,27
C000141,Benjamin L Cardin,senate,Democrat,MD,,False,2014-11-17,2014-11-29,plausible,OLN,Olin Corp. (NYSE),,Materials,XLB,Sale (Full),"$1,001 - $15,000",8000.5,False,Joint,2315722c-3ef7-4724-aef7-80c564b1dbb7,https://efdsearch.senate.gov/search/view/ptr/2315722c-3ef7-4724-aef7-80c564b1dbb7/,0aea72e673cf62936f7775f8991c2ec4de825bf4292edacad6d9a6afe307893c,senate-efd-electronic,explicit,yfinance,0,27
C000141,Benjamin L Cardin,senate,Democrat,MD,,False,2014-11-17,2014-11-29,plausible,MET,"MetLife, Inc. (NYSE)",,Financials,XLF,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,2315722c-3ef7-4724-aef7-80c564b1dbb7,https://efdsearch.senate.gov/search/view/ptr/2315722c-3ef7-4724-aef7-80c564b1dbb7/,143c991f5236282558b2638f0f513ba39017779ec6f0d12ab4eaef61d923c567,senate-efd-electronic,explicit,yfinance,0,27
C000141,Benjamin L Cardin,senate,Democrat,MD,,False,2014-12-01,2014-12-01,plausible,,Israel Bond,,,,Sale (Full),"$1,001 - $15,000",8000.5,False,Joint,45cf909c-75e9-4b12-9786-44138395a6eb,https://efdsearch.senate.gov/search/view/ptr/45cf909c-75e9-4b12-9786-44138395a6eb/,fc0d96e583250a15e7c4822ce99e4b54706d16cbd12325a628cfb3c4ead0d2ba,senate-efd-electronic,none,none,0,27
C001088,Christopher A Coons,senate,Democrat,DE,SSAP02; SSAP16; SSAP20; SSAP22; SSAP23; SSAP24; SSFR02; SSFR09; SSFR14; SSFR15; SSJU04; SSJU22; SSJU26; SSJU28; Senate Committee on Appropriations; Senate Committee on Foreign Relations; Senate Committee on Small Business and Entrepreneurship; Senate Committee on the Judiciary; Senate Select Committee on Ethics,False,2014-05-06,2014-05-21,plausible,,W.L. Gore & Associates Inc.,,,,Sale (Partial),"$250,001 - $500,000",375000.5,False,Spouse,4d53f9d0-7982-4dd7-947f-c77e7b81f481,https://efdsearch.senate.gov/search/view/ptr/4d53f9d0-7982-4dd7-947f-c77e7b81f481/,13404e65d27dd81d3c617b6100c25ef8c17a0967271ba6c95924cde3c895c0fc,senate-efd-electronic,none,none,0,4
B001288,Cory A Booker,senate,Democrat,NJ,"SSAF13; SSAF16; SSAF17; SSFR01; SSFR07; SSFR09; SSJU01; SSJU04; SSJU21; SSJU22; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Foreign Relations; Senate Committee on Small Business and Entrepreneurship; Senate Committee on the Judiciary",False,2014-04-08,2014-05-09,plausible,NFLX,"Netflix, Inc. (NASDAQ)",,Communication Services,XLC,Sale (Full),"$15,001 - $50,000",32500.5,False,Self,29d797a6-e3ff-4d76-9ee9-2e3840adb15b,https://efdsearch.senate.gov/search/view/ptr/29d797a6-e3ff-4d76-9ee9-2e3840adb15b/,7356de8e04952664aeae33f86744ef6f9051bf36f2f4c058cae7c92d5b61305e,senate-efd-electronic,explicit,yfinance,0,1
B001288,Cory A Booker,senate,Democrat,NJ,"SSAF13; SSAF16; SSAF17; SSFR01; SSFR07; SSFR09; SSJU01; SSJU04; SSJU21; SSJU22; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Foreign Relations; Senate Committee on Small Business and Entrepreneurship; Senate Committee on the Judiciary",False,2014-04-08,2014-05-09,plausible,AMT,American Tower Corporation (NYSE),,Real Estate,XLRE,Sale (Full),"$15,001 - $50,000",32500.5,False,Self,29d797a6-e3ff-4d76-9ee9-2e3840adb15b,https://efdsearch.senate.gov/search/view/ptr/29d797a6-e3ff-4d76-9ee9-2e3840adb15b/,d52d00d554e0308abd25a9e102f3eecad74072d58b69459412bf6171b65ddc6f,senate-efd-electronic,explicit,yfinance,0,1
B001288,Cory A Booker,senate,Democrat,NJ,"SSAF13; SSAF16; SSAF17; SSFR01; SSFR07; SSFR09; SSJU01; SSJU04; SSJU21; SSJU22; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Foreign Relations; Senate Committee on Small Business and Entrepreneurship; Senate Committee on the Judiciary",False,2014-08-08,2014-09-07,plausible,AMZN,Amazon.com Inc. (NASDAQ),,Consumer Discretionary,XLY,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,7abb2400-6528-4f7f-9739-248dfedc3ca2,https://efdsearch.senate.gov/search/view/ptr/7abb2400-6528-4f7f-9739-248dfedc3ca2/,ef8927fbd1365b4d5c790a41cb805c45c2082e06fe380ff385e8894b98b5cc66,senate-efd-electronic,explicit,yfinance,0,1
B001288,Cory A Booker,senate,Democrat,NJ,"SSAF13; SSAF16; SSAF17; SSFR01; SSFR07; SSFR09; SSJU01; SSJU04; SSJU21; SSJU22; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Foreign Relations; Senate Committee on Small Business and Entrepreneurship; Senate Committee on the Judiciary",False,2014-08-08,2014-09-07,plausible,NKE,"Nike, Inc. (NYSE)",,Consumer Discretionary,XLY,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,7abb2400-6528-4f7f-9739-248dfedc3ca2,https://efdsearch.senate.gov/search/view/ptr/7abb2400-6528-4f7f-9739-248dfedc3ca2/,13e3880d17faf3c7b804d14a793cf09181c06c348eb83a4ac97164a298135c89,senate-efd-electronic,explicit,yfinance,0,1
B001288,Cory A Booker,senate,Democrat,NJ,"SSAF13; SSAF16; SSAF17; SSFR01; SSFR07; SSFR09; SSJU01; SSJU04; SSJU21; SSJU22; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Foreign Relations; Senate Committee on Small Business and Entrepreneurship; Senate Committee on the Judiciary",False,2014-08-08,2014-09-07,plausible,IRM,Iron Mountain Inc. (NYSE),,Real Estate,XLRE,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,7abb2400-6528-4f7f-9739-248dfedc3ca2,https://efdsearch.senate.gov/search/view/ptr/7abb2400-6528-4f7f-9739-248dfedc3ca2/,7a8c1dc2f9936325f61551246a588cd2a3a388a1e3fbed49fa7950c854dac7b0,senate-efd-electronic,explicit,yfinance,0,1
B001288,Cory A Booker,senate,Democrat,NJ,"SSAF13; SSAF16; SSAF17; SSFR01; SSFR07; SSFR09; SSJU01; SSJU04; SSJU21; SSJU22; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Foreign Relations; Senate Committee on Small Business and Entrepreneurship; Senate Committee on the Judiciary",False,2014-08-08,2014-09-07,plausible,IBM,International Business Machines Corporation (NYSE),,Information Technology,XLK,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,7abb2400-6528-4f7f-9739-248dfedc3ca2,https://efdsearch.senate.gov/search/view/ptr/7abb2400-6528-4f7f-9739-248dfedc3ca2/,0aef04452e69168d0f4d7d78ed15b6a7919964e3c616e8f61fa96402ae5ab3ca,senate-efd-electronic,explicit,yfinance,0,1
B001288,Cory A Booker,senate,Democrat,NJ,"SSAF13; SSAF16; SSAF17; SSFR01; SSFR07; SSFR09; SSJU01; SSJU04; SSJU21; SSJU22; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Foreign Relations; Senate Committee on Small Business and Entrepreneurship; Senate Committee on the Judiciary",False,2014-08-08,2014-09-07,plausible,FB,"Facebook, Inc. (NASDAQ)",,Communication Services,XLC,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,7abb2400-6528-4f7f-9739-248dfedc3ca2,https://efdsearch.senate.gov/search/view/ptr/7abb2400-6528-4f7f-9739-248dfedc3ca2/,4dc0cf6e32b32f006d4b8aafcb24200bbd75c2a102d4d8b36fc82bbedb5c2d37,senate-efd-electronic,explicit,llm,0,1
