doc_id,http_status,bytes
20032062,200,62508
20026537,200,88771
20026727,200,89319
20027927,200,65960
20030316,200,88911
20030502,200,90690
20030608,200,65394
20030850,200,90139
20032052,200,87992
20032204,200,65182
20033415,200,67311
20033589,200,65184
20027810,200,63073
20030397,200,63690
20030976,200,63688
20033492,200,63447
20030646,200,66265
20026517,200,71377
20027932,200,66926
20030262,200,67059
20030746,200,67076
20032200,200,66703
20033325,200,70802
20032149,200,281593
20033379,200,86315
20033579,200,86510
20033694,200,89232
8220747,cache,54738
20024346,200,184813
20027923,200,75575
20027940,200,72217
20029034,200,167705
20029055,200,82061
20030212,200,85846
20030238,200,111960
20030291,200,179249
20030312,200,70253
20030336,200,65425
20030433,200,108846
20030482,200,116212
20030546,200,77106
20030635,200,112062
20030857,200,68665
20030998,200,68145
20032276,200,97774
20033574,200,106266
20027913,200,65441
20030215,200,65170
20030632,200,65209
20033691,200,62818
20031001,200,63600
20026726,200,140098
20027891,200,111509
20029026,200,125375
20030288,200,132935
20030461,200,129491
20030634,200,110009
20030901,200,109821
20031022,200,146355
20032248,200,150857
20033455,200,200405
20033619,200,252075
20032205,200,66672
20033393,200,70700
20026548,200,65141
20028025,200,64732
20030416,200,64812
20031011,200,64592
20033572,200,64973
20026489,200,61956
20026696,200,63531
20027820,200,61449
20027962,200,62195
20029130,200,61923
20029131,200,61929
20030439,200,62187
20030466,200,65151
20030622,200,61912
20030692,200,62200
20031007,200,62601
20018054,200,85172
20026750,200,63355
20030716,200,70849
20026724,200,66741
20030388,200,65255
20027975,200,93408
20029059,200,76654
20030265,200,80551
20030442,200,70224
20030592,200,67101
20030832,200,70952
20031013,200,77333
20032233,200,69508
20033408,200,77340
20033604,200,66483
20026602,200,63079
20027807,200,63609
20027999,200,62831
20029070,200,83561
20030289,200,64032
20030444,200,65857
20030541,200,80789
20030619,200,64053
20030826,200,82081
20030955,200,63356
20032102,200,63944
20032245,200,63056
20033335,200,62692
20033431,200,63192
20033587,200,65717
20033490,200,63015
20026647,200,67292
20029053,200,67987
20029105,200,74844
20026535,200,67925
