bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,ticker,asset_description,asset_type,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,ticker_source,provenance
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2022-04-25,2022-05-16,MDYV,SPDR SER TR S&P 400 MID CAP VA (MDYV),Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218753,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,d8f9b2ae19593afb97ee27c510dda8c62fde6e6357dfb27222d0f7831f2abd4a,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2022-04-25,2022-05-16,XHB,SPDR SER TR S&P HOMEBUILDERS (XHB),Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218753,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,bcc801d12b5026774089ddfc165c26af7a5d5e22a5e48ef2e6fd6bc0caa1373e,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2022-04-25,2022-05-16,XLB,SELECT SECTOR SPDR TR MATLS (XLB),Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218753,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,4a37bd70a02f6708af735b8b533162a1bc24921394697f3b4fd69e7f57c65b16,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2022-04-25,2022-05-16,XLP,SELECT SECTOR SPDR TR CONSUM (XLP),Mutual Fund,Purchase,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218753,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,baa6ce372fdd3b84248d0fe2008db0fab93c12f580912c2a7963c8031fe85cd9,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2022-04-25,2022-05-16,XLE,SELECT SECTOR SPDR TR ENERGY (XLE),Mutual Fund,Purchase,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218753,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,b83fc27803891a20897045851720c6ba5dff241049bfbf0360081cb7e7e9b997,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2022-04-25,2022-05-16,XLF,SELECT SECTOR SPDR TR FINANCIA (XLF),Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218753,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,98b949b1078966fae8bc57321c7af7c71a9a8576cf7d30cb3b9ee9db034e1022,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2022-04-28,2022-05-16,DXJ,WISDOMTREE TR JAPAN HEDGED E (DXJ),Mutual Fund,Purchase,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218753,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,040b9227f235613e94718699b1c9fa500a56ed1bddd3f2364bc09d65a6126220,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2022-01-19,2022-02-11,DKNG,DRAFTKINGS INC CLA (DKNG),Stock,Purchase,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218565,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218565.pdf,5d2e640505bbfbb37d513c5733c1723b766bfb2ff2c7f2626034c57dee5b20e6,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2022-01-24,2022-02-11,PDBC,INVESCO ACTIVELY MANAGED EX (PDBC),,Purchase,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218565,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218565.pdf,240ce6e6cbb518ddc42dac626b351fd2fe4dc02bfce0d8890629906a8725e5fa,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2022-01-24,2022-02-11,IAU,ISHARES GOLD TR ISHARES NEW (IAU),Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218565,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218565.pdf,5f5639a0e3307b2cd5bd8374669282651a21956fb3733f9f803f6de262c8ceca,explicit,house-pdf-ocr
