doc_id,http_status,bytes
20018021,200,56079
20018393,200,62566
20018530,200,58811
20018703,200,56975
20018906,200,58571
20019561,200,56483
20019653,200,57700
20019774,200,57784
20019775,200,57000
20019790,200,57352
20019530,200,134377
20019685,200,59425
20019824,200,61602
20018018,200,56537
20018763,200,57162
20018903,200,56966
20019063,200,58059
20019099,200,58956
20019484,200,59296
20019642,200,60106
20019793,200,57315
20020002,200,61042
20017909,200,70637
20018096,200,72613
20018292,200,70104
20018431,200,75218
20018597,200,64190
20018752,200,67574
20019022,200,69971
20019110,200,63805
20019339,200,64984
20019506,200,70271
20019648,200,64460
20019895,200,65269
20019292,200,57587
8218417,cache,26083
20017979,200,57274
20018142,200,61869
20018321,200,58859
20018338,200,56278
20018506,200,56929
20018685,200,59262
20018812,200,56662
20018819,200,56893
20018890,200,62018
20019026,200,56623
20019221,200,56711
20019364,200,56979
20019438,200,56885
20019580,200,58090
20019618,200,61222
20019619,200,61114
20019771,200,56965
20019869,200,56792
20019979,200,56711
20018077,200,59705
20018204,200,56217
20018223,200,57308
20018605,200,56746
20018822,200,56295
20019066,200,56647
20019249,200,56936
20019626,200,58243
20018041,200,57733
20018280,200,57689
20018648,200,59072
20018836,200,57916
20019269,200,57306
20019641,200,57056
20019726,200,57049
20019844,200,57878
20019995,200,60582
20019001,200,59452
20018712,200,56926
20018726,200,56673
20018706,200,58700
20019152,200,58665
20017966,200,57171
20018237,200,57404
20018576,200,59598
20018921,200,57703
20019168,200,59019
20019181,200,59077
20019640,200,57420
8218196,cache,59737
8218581,cache,58568
20017992,200,111257
20018307,200,62386
20019054,200,57757
20019234,200,58789
20019340,200,77615
20019623,200,72563
20019972,200,56898
20018064,200,66254
20018460,200,59406
20018084,200,58581
20018689,200,57937
20019428,200,58907
20020089,200,57494
20018373,200,62018
20019942,200,59863
20018140,200,57485
20019020,200,73823
20019228,200,64014
20019415,200,61130
20019492,200,59865
20019828,200,61281
20019939,200,57960
20017743,200,59248
20017962,200,59655
20018128,200,61529
20018303,200,57916
20018499,200,59742
20018681,200,58056
20018838,200,57613
20019016,200,61709
20019216,200,60129
20019414,200,59739
20019571,200,58066
20019708,200,59480
20019816,200,57787
20019922,200,58207
20020052,200,57234
20018764,200,57050
20017983,200,57810
20018112,200,56965
20018361,200,58171
20018459,200,57174
20018488,200,57437
20018643,200,57316
20018918,200,57143
20018962,200,58776
20019591,200,56920
20019967,200,58363
20017977,200,59024
20018349,200,57623
20018533,200,57769
20018695,200,57218
20019003,200,57478
20019031,200,58003
20019318,200,57167
20019437,200,54955
20019598,200,54898
20019848,200,56976
20019957,200,57311
20018007,200,60704
20018369,200,58200
20018181,200,58316
20019061,200,60926
20020081,200,58683
20018760,200,93057
20018998,200,76853
20019260,200,59110
20019418,200,61139
20019582,200,64802
20019752,200,65411
20019902,200,58981
20020096,200,58033
8217884,cache,131179
8218027,cache,59091
8218297,cache,60077
8218379,cache,50675
8218380,cache,48859
8218397,cache,51712
8218436,cache,53529
8218505,cache,52592
20017967,200,61488
20018115,200,57469
20018306,200,62575
20018512,200,57993
20018670,200,60404
20018805,200,61386
20019013,200,56843
20019162,200,58145
20019412,200,62153
20019557,200,58587
20019717,200,61502
20019946,200,63054
20018050,200,60722
20018224,200,59353
20018420,200,67559
20018606,200,63908
20018768,200,61003
20018944,200,61555
20019173,200,62098
20019346,200,60153
20019512,200,62903
20019707,200,66539
20020021,200,58117
20020112,200,61569
8218040,cache,55845
20018831,200,56730
8218078,cache,64750
8218110,cache,64198
8218111,cache,56821
8218405,cache,62748
20018466,200,57386
20018529,200,56992
20018802,200,58677
20019056,200,60186
20019736,200,58813
20018671,200,58778
20019082,200,58328
20019692,200,56751
20018238,200,56595
20018545,200,57731
20018821,200,59057
20019045,200,56689
20019814,200,57810
20019863,200,59164
20019893,200,60417
20020090,200,58228
20018126,200,56556
20018383,200,57277
20018548,200,58036
20017973,200,70073
20018160,200,63350
20018333,200,88738
20018534,200,89990
20018699,200,72834
20018854,200,74363
20019076,200,70410
20019257,200,72942
20019479,200,68869
20019593,200,75125
20019761,200,82237
20019961,200,73581
20018091,200,57345
20018259,200,56731
20018587,200,57633
20017867,200,65478
20018065,200,92629
20018359,200,61661
20018471,200,61271
20018526,200,59546
20018586,200,60392
20018602,200,63333
20018709,200,66231
20018758,200,62023
20018798,200,63605
20018933,200,63687
20019043,200,64078
20019349,200,63054
20019435,200,67441
20019543,200,62417
20019606,200,61514
20019654,200,59271
20019780,200,59151
20018727,200,58287
20018905,200,58242
20018935,200,62059
20018953,200,63731
20019231,200,59615
20019266,200,58315
20019421,200,58957
20019547,200,56589
20019691,200,56908
20019872,200,58326
20020046,200,62997
20018243,200,71354
20019091,200,58033
20019140,200,58224
20020029,200,56791
20020062,200,56787
20019676,200,59352
8218296,cache,1464575
8218321,cache,1262547
8218358,cache,452696
8218410,cache,309801
8218478,cache,187056
8218512,cache,257010
20018029,200,83333
20018232,200,82569
20018400,200,83420
20018550,200,84366
20018757,200,85244
20018919,200,103634
20019089,200,90813
20019183,200,57713
20019334,200,77719
20019490,200,67020
20019594,200,76002
20019762,200,67857
20019983,200,91983
20019288,200,57367
20019289,200,56782
20018570,200,58916
20018521,200,63511
8217840,cache,28297
8217902,cache,59105
8217934,cache,57399
8218030,cache,44404
8218112,cache,69657
8218182,cache,78391
8218381,cache,35813
8218433,cache,35559
8218441,cache,33007
8218489,cache,65881
8217905,cache,33310
20018037,200,81311
20018205,200,95844
20018738,200,80349
20018954,200,80600
20019144,200,86654
20019355,200,88669
20019461,200,81725
20019675,200,80619
20019805,200,80116
20018354,200,85198
20018720,200,104077
20018865,200,86499
20019344,200,80343
20018554,200,56995
20018555,200,57146
20018596,200,57181
20018630,200,57398
20018793,200,57720
20018692,200,67321
20019546,200,58847
20018465,200,86939
20018875,200,61983
20019116,200,59447
8217820,cache,35549
8217868,cache,35247
8217939,cache,37780
8218359,cache,36358
8218500,cache,33764
8218506,cache,36791
8218541,cache,35281
8217856,cache,168500
8217894,cache,264901
8217938,cache,155434
8218031,cache,208494
8218109,cache,104048
8218147,cache,133788
8218261,cache,257552
8218338,cache,1611853
8218398,cache,529983
8218426,cache,483817
8218490,cache,642497
8217876,cache,29849
8218126,cache,52030
8218311,cache,30674
8218411,cache,54199
8218477,cache,58961
8217846,cache,54544
8217906,cache,59007
8218028,cache,88895
8218132,cache,89136
8218183,cache,30900
8218370,cache,57947
8218413,cache,58815
8218442,cache,53450
20017921,200,57005
20018127,200,58437
20018308,200,61346
20018522,200,64219
20018638,200,61073
20018852,200,61716
20019035,200,59032
20019333,200,61284
20019445,200,57653
20019600,200,57501
20019734,200,62072
20019949,200,64180
20017980,200,109210
20018168,200,106091
20018329,200,109688
20018528,200,92075
20018701,200,84640
20018866,200,112655
20019023,200,112524
20019238,200,87704
20019426,200,87613
20019513,200,81943
20019586,200,85385
20019647,200,81030
20019743,200,80387
20019458,200,78575
20019592,200,86728
20019744,200,61389
8218114,cache,32484
20017999,200,57851
20018000,200,60102
20018001,200,61471
20018081,200,59606
20018082,200,58824
20018083,200,59392
20018129,200,57750
20018130,200,58037
20018131,200,61824
20018132,200,60179
20018153,200,57942
20018154,200,58179
20018155,200,59938
20018185,200,58068
20018186,200,58330
20018187,200,57837
20018256,200,58209
20018334,200,57690
20018335,200,57986
20018336,200,58682
20018413,200,57436
20018414,200,57419
20018447,200,58016
20018448,200,57602
20018449,200,57039
20018450,200,58024
20018451,200,57013
20018452,200,56777
20018453,200,59055
20018473,200,57242
20018474,200,57241
20018475,200,60235
20018513,200,57518
20018514,200,57238
20018593,200,59546
20018667,200,62793
20018803,200,59535
20018857,200,57740
20018911,200,59282
20018912,200,57288
20018913,200,59068
20019028,200,57291
20019033,200,56949
20019068,200,57790
20019096,200,57760
20019097,200,57610
20019098,200,57941
20019100,200,58026
20019253,200,57284
20019309,200,61496
20019402,200,57889
20019403,200,57796
20019481,200,57654
20019482,200,57450
20019483,200,59820
20019570,200,56693
20019595,200,56995
20019596,200,57810
20019638,200,57506
20019776,200,57807
20019777,200,59428
20019795,200,57216
20019796,200,57813
