year,filing_type,filing_date,doc_id,last_name,first_name,state_dst,pdf_url
2021,P,1/13/2021,20018021,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018021.pdf
2021,P,3/14/2021,20018393,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018393.pdf
2021,P,4/6/2021,20018530,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018530.pdf
2021,P,5/9/2021,20018703,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018703.pdf
2021,P,6/12/2021,20018906,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018906.pdf
2021,P,10/20/2021,20019561,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019561.pdf
2021,P,11/8/2021,20019653,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019653.pdf
2021,P,11/8/2021,20019774,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019774.pdf
2021,P,11/8/2021,20019775,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019775.pdf
2021,P,11/10/2021,20019790,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019790.pdf
2021,P,10/8/2021,20019530,Axne,Cindy,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019530.pdf
2021,P,11/5/2021,20019685,Axne,Cindy,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019685.pdf
2021,P,12/7/2021,20019824,Axne,Cindy,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019824.pdf
2021,P,1/13/2021,20018018,Banks,James E Hon,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018018.pdf
2021,P,5/18/2021,20018763,Banks,James E Hon,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018763.pdf
2021,P,6/11/2021,20018903,Banks,James E Hon,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018903.pdf
2021,P,7/10/2021,20019063,Banks,James E Hon,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019063.pdf
2021,P,7/16/2021,20019099,Banks,James E Hon,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019099.pdf
2021,P,9/14/2021,20019484,Banks,James E Hon,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019484.pdf
2021,P,10/17/2021,20019642,Banks,James E Hon,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019642.pdf
2021,P,11/10/2021,20019793,Banks,James E Hon,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019793.pdf
