year,filing_type,filing_date,doc_id,last_name,first_name,state_dst,pdf_url
2026,P,3/31/2026,20034201,Alford,Mark,MO04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034201.pdf
2026,P,1/15/2026,20033751,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033751.pdf
2026,P,2/17/2026,20033945,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033945.pdf
2026,P,3/11/2026,20034133,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034133.pdf
2026,P,5/4/2026,20034315,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034315.pdf
2026,P,6/5/2026,20034473,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034473.pdf
2026,P,6/16/2026,20034740,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034740.pdf
2026,P,2/19/2026,20034024,Auchincloss,Jake,MA04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034024.pdf
2026,P,5/22/2026,20034622,Auchincloss,Jake,MA04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034622.pdf
2026,P,5/18/2026,20034522,Babin,Brian,TX36,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034522.pdf
2026,P,6/12/2026,20020055,Begich,Nicholas,AK00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20020055.pdf
2026,P,5/9/2026,20034524,Bentz,Cliff,OR02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034524.pdf
2026,P,1/2/2026,20033714,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033714.pdf
2026,P,1/31/2026,20033903,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033903.pdf
2026,P,3/1/2026,20034085,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034085.pdf
2026,P,1/14/2026,20033800,Biggs,Sheri,SC03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033800.pdf
2026,P,2/5/2026,20033927,Biggs,Sheri,SC03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033927.pdf
2026,P,2/17/2026,20034013,Biggs,Sheri,SC03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034013.pdf
2026,P,3/21/2026,20034195,Biggs,Sheri,SC03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034195.pdf
2026,P,4/16/2026,20034346,Biggs,Sheri,SC03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034346.pdf
2026,P,6/9/2026,20034496,Biggs,Sheri,SC03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034496.pdf
2026,P,2/22/2026,20034044,Bresnahan,Rob,PA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034044.pdf
2026,P,3/18/2026,20034202,Bresnahan,Rob,PA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034202.pdf
2026,P,5/8/2026,20034502,Carter,Earl Leroy,GA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034502.pdf
2026,P,3/14/2026,20034176,Case,Ed,HI01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034176.pdf
2026,P,4/6/2026,20034221,Case,Ed,HI01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034221.pdf
