year,filing_type,filing_date,doc_id,last_name,first_name,state_dst,pdf_url
2019,P,8/1/2019,9115214,Abraham,Ralph Lee,LA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9115214.pdf
2019,P,1/29/2019,20011070,Amash,Justin,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011070.pdf
2019,P,5/14/2019,20011679,Amash,Justin,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011679.pdf
2019,P,2/21/2019,9114410,Beatty,Joyce,OH03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9114410.pdf
2019,P,6/12/2019,9115041,Beatty,Joyce,OH03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9115041.pdf
2019,P,12/7/2019,20012722,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012722.pdf
2019,P,12/14/2019,20012723,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012723.pdf
2019,P,10/17/2019,9115481,Bilirakis,Gus M.,FL12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9115481.pdf
2019,P,1/9/2020,8216873,Bilirakis,Gus M.,FL12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/8216873.pdf
2019,P,1/8/2019,20010974,Blum,Rodney Leland,IA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20010974.pdf
2019,P,1/16/2019,20011017,Blumenauer,Earl,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011017.pdf
2019,P,2/11/2019,20011134,Blumenauer,Earl,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011134.pdf
2019,P,3/4/2019,20011241,Blumenauer,Earl,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011241.pdf
2019,P,3/7/2019,9114448,Blumenauer,Earl,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9114448.pdf
2019,P,3/18/2019,20011312,Blumenauer,Earl,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011312.pdf
2019,P,4/11/2019,20011455,Blumenauer,Earl,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011455.pdf
2019,P,5/8/2019,20011632,Blumenauer,Earl,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011632.pdf
2019,P,6/4/2019,20011790,Blumenauer,Earl,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011790.pdf
2019,P,6/4/2019,20011791,Blumenauer,Earl,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011791.pdf
2019,P,7/3/2019,20011929,Blumenauer,Earl,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011929.pdf
2019,P,8/6/2019,20012114,Blumenauer,Earl,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012114.pdf
2019,P,9/4/2019,20012263,Blumenauer,Earl,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012263.pdf
2019,P,10/16/2019,20012474,Blumenauer,Earl,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012474.pdf
2019,P,11/13/2019,20012604,Blumenauer,Earl,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012604.pdf
2019,P,11/25/2019,20012670,Blumenauer,Earl,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012670.pdf
2019,P,12/6/2019,20012709,Blumenauer,Earl,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012709.pdf
2019,P,2/19/2019,20011115,Blunt Rochester,Lisa,DE00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011115.pdf
2019,P,4/26/2019,20011543,Blunt Rochester,Lisa,DE00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011543.pdf
2019,P,3/4/2019,20011243,Brooks,Mo,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011243.pdf
2019,P,4/1/2019,20011369,Brooks,Mo,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011369.pdf
2019,P,5/11/2019,20011659,Brooks,Mo,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011659.pdf
2019,P,5/20/2019,20011708,Brooks,Mo,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011708.pdf
2019,P,8/6/2019,20012115,Brooks,Mo,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012115.pdf
2019,P,9/20/2019,20012346,Brooks,Mo,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012346.pdf
2019,P,10/30/2019,20012524,Brooks,Mo,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012524.pdf
2019,P,6/25/2019,20011878,Brooks,Susan W.,IN05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011878.pdf
2019,P,10/21/2019,20012473,Brooks,Susan W.,IN05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012473.pdf
2019,P,2/26/2019,20011201,Buchanan,Vern,FL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011201.pdf
2019,P,3/28/2019,20011352,Buchanan,Vern,FL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011352.pdf
2019,P,4/11/2019,20011446,Buchanan,Vern,FL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011446.pdf
2019,P,5/23/2019,20011739,Buchanan,Vern,FL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011739.pdf
2019,P,8/8/2019,20012125,Buchanan,Vern,FL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012125.pdf
2019,P,10/7/2019,20012441,Buchanan,Vern,FL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012441.pdf
2019,P,12/29/2019,20013825,Buchanan,Vern,FL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20013825.pdf
2019,P,4/25/2019,20011505,Bustos,Cheri,IL17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011505.pdf
2019,P,5/3/2019,20011589,Bustos,Cheri,IL17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011589.pdf
2019,P,11/8/2019,20012561,Bustos,Cheri,IL17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012561.pdf
2019,P,6/5/2019,20011796,Carter,Earl Leroy,GA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011796.pdf
2019,P,7/19/2019,20012028,Carter,Earl Leroy,GA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012028.pdf
2019,P,8/5/2019,20012110,Carter,Earl Leroy,GA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012110.pdf
2019,P,9/18/2019,20012340,Carter,Earl Leroy,GA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012340.pdf
2019,P,11/4/2019,20012553,Carter,Earl Leroy,GA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012553.pdf
2019,P,1/29/2019,20011059,Castor,Kathy,FL14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011059.pdf
2019,P,8/6/2019,20012112,Castor,Kathy,FL14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012112.pdf
2019,P,8/21/2019,20012202,Castor,Kathy,FL14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012202.pdf
2019,P,1/21/2019,20011005,Chu,Judy,CA27,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011005.pdf
