doc_id,last,first,filing_type,state_district,filing_date_raw,disclosure_date,declarant_name,url_pdf
20034201,Alford,Mark,P,MO04,3/31/2026,2026-03-31,Mark Alford,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034201.pdf
20033751,Allen,Richard W.,P,GA12,1/15/2026,2026-01-15,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033751.pdf
20033945,Allen,Richard W.,P,GA12,2/17/2026,2026-02-17,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033945.pdf
20034133,Allen,Richard W.,P,GA12,3/11/2026,2026-03-11,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034133.pdf
20034315,Allen,Richard W.,P,GA12,5/4/2026,2026-05-04,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034315.pdf
20034473,Allen,Richard W.,P,GA12,6/5/2026,2026-06-05,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034473.pdf
20034740,Allen,Richard W.,P,GA12,6/16/2026,2026-06-16,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034740.pdf
20034024,Auchincloss,Jake,P,MA04,2/19/2026,2026-02-19,Jake Auchincloss,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034024.pdf
20034622,Auchincloss,Jake,P,MA04,5/22/2026,2026-05-22,Jake Auchincloss,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034622.pdf
20034522,Babin,Brian,P,TX36,5/18/2026,2026-05-18,Brian Babin,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034522.pdf
20020055,Begich,Nicholas,P,AK00,6/12/2026,2026-06-12,Nicholas Begich,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20020055.pdf
20034524,Bentz,Cliff,P,OR02,5/9/2026,2026-05-09,Cliff Bentz,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034524.pdf
20033714,Beyer,Donald Sternoff,P,VA08,1/2/2026,2026-01-02,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033714.pdf
20033903,Beyer,Donald Sternoff,P,VA08,1/31/2026,2026-01-31,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033903.pdf
20034085,Beyer,Donald Sternoff,P,VA08,3/1/2026,2026-03-01,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034085.pdf
20033800,Biggs,Sheri,P,SC03,1/14/2026,2026-01-14,Sheri Biggs,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033800.pdf
20033927,Biggs,Sheri,P,SC03,2/5/2026,2026-02-05,Sheri Biggs,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033927.pdf
20034013,Biggs,Sheri,P,SC03,2/17/2026,2026-02-17,Sheri Biggs,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034013.pdf
20034195,Biggs,Sheri,P,SC03,3/21/2026,2026-03-21,Sheri Biggs,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034195.pdf
20034346,Biggs,Sheri,P,SC03,4/16/2026,2026-04-16,Sheri Biggs,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034346.pdf
20034496,Biggs,Sheri,P,SC03,6/9/2026,2026-06-09,Sheri Biggs,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034496.pdf
20034044,Bresnahan,Rob,P,PA08,2/22/2026,2026-02-22,Rob Bresnahan,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034044.pdf
20034202,Bresnahan,Rob,P,PA08,3/18/2026,2026-03-18,Rob Bresnahan,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034202.pdf
20034502,Carter,Earl Leroy,P,GA01,5/8/2026,2026-05-08,Earl Leroy Carter,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034502.pdf
20034176,Case,Ed,P,HI01,3/14/2026,2026-03-14,Ed Case,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034176.pdf
20034221,Case,Ed,P,HI01,4/6/2026,2026-04-06,Ed Case,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034221.pdf
20034668,Case,Ed,P,HI01,5/31/2026,2026-05-31,Ed Case,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034668.pdf
20033762,Cisneros,Gilbert,P,CA31,1/12/2026,2026-01-12,Gilbert Cisneros,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033762.pdf
20033983,Cisneros,Gilbert,P,CA31,2/13/2026,2026-02-13,Gilbert Cisneros,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033983.pdf
20034144,Cisneros,Gilbert,P,CA31,3/9/2026,2026-03-09,Gilbert Cisneros,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034144.pdf
20034285,Cisneros,Gilbert,P,CA31,4/7/2026,2026-04-07,Gilbert Cisneros,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034285.pdf
20034500,Cisneros,Gilbert,P,CA31,5/8/2026,2026-05-08,Gilbert Cisneros,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034500.pdf
20034713,Cisneros,Gilbert,P,CA31,6/8/2026,2026-06-08,Gilbert Cisneros,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034713.pdf
20033754,Cohen,Steve,P,TN09,1/14/2026,2026-01-14,Steve Cohen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033754.pdf
20033813,Cohen,Steve,P,TN09,1/26/2026,2026-01-26,Steve Cohen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033813.pdf
20033889,Cohen,Steve,P,TN09,2/9/2026,2026-02-09,Steve Cohen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033889.pdf
20034119,Cohen,Steve,P,TN09,3/5/2026,2026-03-05,Steve Cohen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034119.pdf
20034167,Cohen,Steve,P,TN09,3/26/2026,2026-03-26,Steve Cohen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034167.pdf
20034368,Cohen,Steve,P,TN09,4/28/2026,2026-04-28,Steve Cohen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034368.pdf
20034452,Cohen,Steve,P,TN09,5/15/2026,2026-05-15,Steve Cohen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034452.pdf
20034589,Cohen,Steve,P,TN09,5/20/2026,2026-05-20,Steve Cohen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034589.pdf
20034796,Cohen,Steve,P,TN09,6/17/2026,2026-06-17,Steve Cohen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20034796.pdf
20033840,Collins,Michael A.,P,GA10,1/20/2026,2026-01-20,Michael A. Collins,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033840.pdf
