bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,ticker,asset_description,asset_type,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,occurrence_index
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-11-13,2020-12-30,PLUG,"Plug Power, Inc.",Stock,Sale,"$1,001 - $15,000",8000.5,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,497c147ca58af30cbd0a5131aa0580ec1bb17296d64a39e13c7bb612825c3961,0
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-12-23,2020-12-30,XOM,Exxon Mobil Corporation,Stock,Sale,"$1,001 - $15,000",8000.5,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,a5449587816612baef4b42f0831931fee86cbbc604c1452390467c4b65b37b79,0
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-11-16,2020-12-30,T,AT&T Inc.,Stock,Purchase,"$15,001",15001.0,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,db9611a5d807833bbc41884695e57a8ee4901ee5d26f5be32ac6a23a4d6f9ff9,0
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-12-07,2020-12-30,BLDP,"ballard Power Systems, Inc. - Common Shares",Stock,Purchase,"$1,001 - $15,000",8000.5,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,4434fc2fc80a73bdef8ec83e408b5f9533a61481842c8a81fc84794e7cfaa085,0
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-12-09,2020-12-30,BLDP,"ballard Power Systems, Inc. - Common Shares",Stock,Sale,"$1,001 - $15,000",8000.5,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,0f24571ad236c500d75a36f4c8221f681273d2174b3d518ae90c926f85bcd3ef,0
C001080,Judy Chu,house,Democrat,CA27,HSWM02; HSWM03; HSWM06; House Committee on Ways and Means; House Committee on the Budget,False,2020-12-23,2020-12-30,ALL,Allstate Corporation,Stock,Sale (Partial),"$15,001",15001.0,False,SELF,20017944,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017944.pdf,3920752df814c04ff07f1cb6bb17e208229c972a0e56be80a9a276b40620fd06,0
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-10-09,2020-12-30,BE,bloom Energy Corporation Class A,Stock,Sale,"$1,001 - $15,000",8000.5,False,SELF,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,4c8f0d531413e2ad92679a1f43ff346b0d4c0173e44cd16216232925b64705e0,0
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-10-30,2020-12-30,BE,bloom Energy Corporation Class A,Stock,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,dc1e0f870a0f1b32348a08c287105c5fa3f0cbef98eacbe49887ffd933a0c26c,0
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-11-09,2020-12-30,BE,bloom Energy Corporation Class A,Stock,Sale,"$1,001 - $15,000",8000.5,False,SELF,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,87032c3a70a329210d62d3ed5726aab71285749ce8ed241006e0643e51d946fa,0
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-12-23,2020-12-30,F,Ford Motor Company,Stock,Purchase,"$1,001 - $15,000",8000.5,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,2a2082a476fbaec32816cfaf371bb650ab01bb7c01ca038bde9faa5a09edc5ff,0
