bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,ticker,asset_description,asset_type,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,occurrence_index
W000797,Debbie Wasserman Schultz,house,Democrat,FL23,HSAP01; HSAP10; HSAP18; House Committee on Appropriations,False,2016-12-23,2016-12-25,AAPL,apple Inc.,,Sale,"$1,001 - $15,000",8000.5,False,DC,20006428,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006428.pdf,93902626a60c74a91f06f5ab29ae45d8ea40fe78a0ed70bc608a4d15a4cd1593,0
W000797,Debbie Wasserman Schultz,house,Democrat,FL23,HSAP01; HSAP10; HSAP18; House Committee on Appropriations,False,2016-12-08,2016-12-25,,Comtech Telecommunications Corp.,,Sale,"$1,001 - $15,000",8000.5,False,DC,20006428,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006428.pdf,75eebf3a69e39613b544e1a6ff89c945700f0529c5c0c2bb5e35043bd1682dc2,0
W000797,Debbie Wasserman Schultz,house,Democrat,FL23,HSAP01; HSAP10; HSAP18; House Committee on Appropriations,False,2016-11-08,2016-12-25,ANGO,"angioDynamics, Inc.",,Sale,"$1,001 - $15,000",8000.5,False,DC,20006428,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006428.pdf,c0f1e324887c055809d1e007f37475eadabebb6cf040b58538c1c84759de64d5,0
W000797,Debbie Wasserman Schultz,house,Democrat,FL23,HSAP01; HSAP10; HSAP18; House Committee on Appropriations,False,2016-11-17,2016-12-25,SGBK,Stonegate Bank,,Sale,"$1,001 - $15,000",8000.5,False,DC,20006428,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006428.pdf,636e59194c0acb088564338ac1de1ee52fc6458b6bdd34de338683c0868a2e69,0
W000797,Debbie Wasserman Schultz,house,Democrat,FL23,HSAP01; HSAP10; HSAP18; House Committee on Appropriations,False,2016-11-17,2016-12-25,NGD,New gold Inc.,,Purchase,"$1,001 - $15,000",8000.5,False,DC,20006428,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006428.pdf,3dff57ae7bf342c706ddf8940a455fd293ac6f27f0fdf280cff38ae1963837da,0
W000797,Debbie Wasserman Schultz,house,Democrat,FL23,HSAP01; HSAP10; HSAP18; House Committee on Appropriations,False,2016-12-12,2016-12-25,,"Medical Properties Trust, Inc. common",,Purchase,"$1,001 - $15,000",8000.5,False,DC,20006428,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006428.pdf,77fa53286c0267307856fe0488c5867626a2b590df216ec02ec076271a1307dc,0
W000797,Debbie Wasserman Schultz,house,Democrat,FL23,HSAP01; HSAP10; HSAP18; House Committee on Appropriations,False,2016-12-12,2016-12-25,KERX,"Keryx Biopharmaceuticals, Inc.",,Purchase,"$1,001 - $15,000",8000.5,False,DC,20006428,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006428.pdf,ca27eb68a115ab5ef77bac37f2b7afa7eb8c7157dae3b20d0d16ff15aeba8e86,0
W000797,Debbie Wasserman Schultz,house,Democrat,FL23,HSAP01; HSAP10; HSAP18; House Committee on Appropriations,False,2016-11-17,2016-12-25,,Frontier Communications Corporation,,Purchase,"$1,001 - $15,000",8000.5,False,DC,20006428,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006428.pdf,91f6cc266066ab6ddcf7b9decb6175b4de9616272f215c28b7144a77e4de16db,0
W000797,Debbie Wasserman Schultz,house,Democrat,FL23,HSAP01; HSAP10; HSAP18; House Committee on Appropriations,False,2016-12-12,2016-12-25,,Frontier Communications Corporation,,Purchase,"$1,001 - $15,000",8000.5,False,DC,20006428,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006428.pdf,e74addb72139be9ec436a31384c48e89e05f185a12d665becfdc478493348bf6,0
R000589,E. Scott Rigell,house,Republican,VA02,,False,2016-11-21,2016-12-23,JNJ,Johnson & Johnson,,Purchase,"$50,001 - $100,000",75000.5,False,SELF,20006425,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006425.pdf,b6b39e346dde5747f4e6419aec0d1290dbebb78f7240c3bbb9bd7fa6ed7011d4,0
R000589,E. Scott Rigell,house,Republican,VA02,,False,2016-11-23,2016-12-23,,VanEck Vectors Junior Gold Miners ETF,,Sale,"$50,001 - $100,000",75000.5,False,SELF,20006425,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006425.pdf,11d18c51b626be4b1ff5dc621c1d0a6c41e909fe17cb1fa2cd0fce6f9660c0b9,0
R000589,E. Scott Rigell,house,Republican,VA02,,False,2016-11-23,2016-12-23,GDX,VanEck Vectors Gold Miners ETF,,Sale,"$15,001 - $50,000",32500.5,False,SELF,20006425,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006425.pdf,2377c272e9c1a1ce279372b16cfbfb39eaf741654ae944e81e1c98858b6fe8c8,0
R000589,E. Scott Rigell,house,Republican,VA02,,False,2016-11-30,2016-12-23,,SPDR Select Sector Fund - Financial,,Purchase,"$15,001 - $50,000",32500.5,False,SELF,20006425,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006425.pdf,ddb658875dcaef01258b4f4b2ba03fb5295c8fa406b35a649eeaebac52700adc,0
R000589,E. Scott Rigell,house,Republican,VA02,,False,2016-11-23,2016-12-23,GLD,SPDR Gold Trust,,Sale,"$100,001 - $250,000",175000.5,False,SELF,20006425,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006425.pdf,4404f5306266d17e7122f741d624a40499359d4cf87abc6cf47cc9d096367bd8,0
R000589,E. Scott Rigell,house,Republican,VA02,,False,2016-11-08,2016-12-23,QCP,"Quality Care Properties, Inc.",,Sale,"$1,001 - $15,000",8000.5,False,SELF,20006425,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006425.pdf,5d84b6917c227e841c6b50f96441d021731fbcb71bc7873c6c29291aa4b4c374,0
R000589,E. Scott Rigell,house,Republican,VA02,,False,2016-11-22,2016-12-23,JPM,JP Morgan Chase & Co.,,Purchase,"$15,001 - $50,000",32500.5,False,SELF,20006425,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006425.pdf,92d77f6dacc4975f97f5fe83d97671b3e5ad829271b71e86d97009215fa12bd1,0
R000589,E. Scott Rigell,house,Republican,VA02,,False,2016-11-11,2016-12-23,,Mainstay Funds Trust High Yield,,Sale,"$15,001 - $50,000",32500.5,False,SELF,20006425,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006425.pdf,249ed3d2c6442e1d47a8ce98e0d56d6ef32cd61eca552aaac3c461810dfdc822,0
R000589,E. Scott Rigell,house,Republican,VA02,,False,2016-11-30,2016-12-23,BA,boeing Company,,Purchase,"$15,001 - $50,000",32500.5,False,SELF,20006425,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006425.pdf,0e977a178cd187f0c08e2a3ad299167354e85df986e818b43af21a0c1a4d7ae6,0
W000804,Robert J. Wittman,house,Republican,VA01,HSAS25; HSAS28; HSII06; HSII13; House Committee on Armed Services; House Committee on Natural Resources; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,True,2016-09-07,2016-12-23,EMC,EMC Corporation,,Exchange,"$1,001 - $15,000",8000.5,False,SELF,20006109,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006109.pdf,a3e91e882c04e5aea7cd162ab9cafb416a3408035bcd7adf039f65209165baac,0
W000804,Robert J. Wittman,house,Republican,VA01,HSAS25; HSAS28; HSII06; HSII13; House Committee on Armed Services; House Committee on Natural Resources; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,True,2016-09-26,2016-12-23,MAR,Marriott International - Class A,,Exchange,"$1,001 - $15,000",8000.5,False,SELF,20006109,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2016/20006109.pdf,272cc65dcf26114a2baf3861812e3ec02e40037b11279f7854bc00585923ba83,0
