scope,field,agreement_pct,n_pairs
digital,sense,98.6,2907
digital,date_traded,99.1,2612
digital,date_filed,1.0,2612
digital,amount_bucket,95.3,2907
ocr,sense,78.2,284
ocr,date_traded,5.8,2168
ocr,date_filed,0.1,2168
ocr,amount_bucket,90.8,284
both,sense,96.8,3191
both,date_traded,56.8,4780
both,date_filed,0.6,4780
both,amount_bucket,94.9,3191
