doc_id,nous,semaine1,delta
20006436,1,1,0
20004888,9,9,0
20004894,3,3,0
20004936,1,1,0
20004937,2,2,0
20004942,3,3,0
20005809,1,1,0
20005791,2,2,0
20005777,1,1,0
20005028,2,2,0
20005036,1,1,0
20005045,1,1,0
20005725,1,1,0
20005721,4,4,0
20005070,2,2,0
20005120,1,1,0
20005824,2,2,0
20005827,1,1,0
20004858,1,1,0
20005427,1,1,0
20004694,1,1,0
20006055,1,1,0
20004713,1,1,0
20004716,1,1,0
20006022,1,1,0
20006016,1,1,0
20006010,1,1,0
20005123,2,2,0
20005941,2,2,0
20005910,1,1,0
20005899,2,2,0
20004795,6,6,0
20005876,3,3,0
20004828,4,4,0
20005863,1,1,0
20004848,1,1,0
20005927,2,2,0
20005700,1,1,0
20005128,1,1,0
20005131,1,1,0
20005288,3,3,0
20005539,6,6,0
20005531,1,1,0
20005320,1,1,0
20005337,1,1,0
20005497,4,4,0
20005348,1,1,0
20005285,1,1,0
20005489,1,1,0
20005387,1,1,0
20005455,1,1,0
20005402,1,1,0
20006432,1,1,0
20005449,3,3,0
20005418,1,1,0
20005438,1,1,0
20005377,1,1,0
20006086,2,2,0
20005282,1,1,0
20005262,1,1,0
20005133,1,1,0
20005154,2,2,0
20005181,3,3,0
20005183,1,1,0
20005689,2,2,0
20005202,2,2,0
20005655,2,2,0
20005541,1,1,0
20005616,3,3,0
20005606,2,2,0
20005243,3,3,0
20005245,1,1,0
20005605,2,2,0
20005596,1,1,0
20005587,3,3,0
20005586,1,1,0
20005608,6,6,0
20006093,1,1,0
20005429,2,2,0
20004608,1,1,0
20004609,2,2,0
20006168,1,1,0
20004485,2,2,0
20004440,2,2,0
20006310,1,1,0
20006390,2,2,0
20006384,1,1,0
20006378,2,2,0
20006309,1,1,0
20006236,6,6,0
20006172,1,1,0
20006191,1,1,0
20006317,3,3,0
20004381,4,4,0
20004503,3,3,0
20004403,2,2,0
20004516,3,3,0
20004419,1,1,0
20006170,1,1,0
20004615,1,1,0
20004430,1,1,0
20006308,2,2,0
