doc_id,extrait
20008873,"Filing ID #20008873 P t r erioDic ranSaction ePort Clerk of the House of Representatives • legislative Resource Center • 135 Cannon Building • Washington, DC 20515 filer information name: Hon. Mo Brooks Status: Member State/District: al05 tranSactionS iD owner asset transaction Date notification amo"
20008699,"Filing ID #20008699 P t r erioDic ranSaction ePort Clerk of the House of Representatives • legislative Resource Center • 135 Cannon Building • Washington, DC 20515 filer information name: Hon. Nancy Pelosi Status: Member State/District: Ca12 tranSactionS iD owner asset transaction Date notification "
20009123,"Filing ID #20009123 P t r erioDic ranSaction ePort Clerk of the House of Representatives • legislative Resource Center • 135 Cannon Building • Washington, DC 20515 filer information name: Hon. Ed Perlmutter Status: Member State/District: CO07 tranSactionS iD owner asset transaction Date notification"
20009299,"Filing ID #20009299 P t r erioDic ranSaction ePort Clerk of the House of Representatives • legislative Resource Center • 135 Cannon Building • Washington, DC 20515 filer information name: Hon. Scott H. Peters Status: Member State/District: Ca52 tranSactionS iD owner asset transaction Date notificati"
