doc_id,last,first,filing_type,state_district,filing_date_raw,disclosure_date,declarant_name,url_pdf
20010021,Amash,Justin,P,MI03,8/2/2018,2018-08-02,Justin Amash,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010021.pdf
20010646,Amash,Justin,P,MI03,11/13/2018,2018-11-13,Justin Amash,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010646.pdf
9113416,Barr,"Garland ""Andy""",P,KY06,6/15/2018,2018-06-15,"Garland ""Andy"" Barr",https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9113416.pdf
9113472,Bilirakis,Gus M.,P,FL12,6/28/2018,2018-06-28,Gus M. Bilirakis,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9113472.pdf
8216835,Bilirakis,Gus M.,P,FL12,1/2/2020,2020-01-02,Gus M. Bilirakis,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/8216835.pdf
9112405,Black,Diane,P,TN06,2/6/2018,2018-02-06,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112405.pdf
9112497,Black,Diane,P,TN06,2/28/2018,2018-02-28,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112497.pdf
9112587,Black,Diane,P,TN06,3/21/2018,2018-03-21,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112587.pdf
9112640,Black,Diane,P,TN06,4/9/2018,2018-04-09,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112640.pdf
9112648,Black,Diane,P,TN06,4/13/2018,2018-04-13,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112648.pdf
9112736,Black,Diane,P,TN06,5/1/2018,2018-05-01,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112736.pdf
9112886,Black,Diane,P,TN06,5/17/2018,2018-05-17,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112886.pdf
9113332,Black,Diane,P,TN06,6/8/2018,2018-06-08,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9113332.pdf
9113456,Black,Diane,P,TN06,6/26/2018,2018-06-26,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9113456.pdf
9113554,Black,Diane,P,TN06,7/23/2018,2018-07-23,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9113554.pdf
9113630,Black,Diane,P,TN06,8/9/2018,2018-08-09,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9113630.pdf
9113729,Black,Diane,P,TN06,8/28/2018,2018-08-28,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9113729.pdf
9113891,Black,Diane,P,TN06,9/19/2018,2018-09-19,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9113891.pdf
