bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,date_confidence,ticker,asset_description,asset_type,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,ticker_source,provenance,occurrence_index
B001273,Diane Black,house,Republican,TN06,,False,2018-01-11,2018-02-06,plausible,MSFT,MICROSOFT CORP,Stock,Sale,"$15,001 - $50,000",32500.0,False,Spouse,9112405,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112405.pdf,dd15bec2a44376c29c163a17bcac3359dababca689610837e0fb868af1f6df16,elec_dict,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2018-01-22,2018-02-06,plausible,PRGO,PERRIGO CO PLC COM STK,Stock,Purchase,"$1,001 - $15,000",8000.0,False,Spouse,9112405,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112405.pdf,c88c1a4e083be4dfde4e467ea43d98c6fa43bf80e536a1f22a55e2fd94b9e42e,llm,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2018-01-23,2018-02-06,plausible,PRGO,PERRIGO CO PLC COM STK,Stock,Purchase,"$1,001 - $15,000",8000.0,False,Spouse,9112405,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112405.pdf,a1c15cb29c79f81e7e4607c06932fb8f85647884e8980c04b412e14315453a14,llm,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2018-01-24,2018-02-06,plausible,NLSN,NIELSEN HOLDINGS PLC FOREIGN STK,Stock,Purchase,"$15,001 - $50,000",32500.0,False,Spouse,9112405,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112405.pdf,a5dc3a3f3b9f44a22964d2ef00f4f237c4eba8bd54607afb4bd5675ec47f8ccb,llm,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2018-01-24,2018-02-06,plausible,MSFT,MICROSOFT CORP,Stock,Sale,"$1,001 - $15,000",8000.0,False,Spouse,9112405,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112405.pdf,2d17d5d147caff20f9f87ed9bf872490538c6ffd60470647ad773c14b4258632,elec_dict,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2018-01-29,2018-02-28,plausible,SABR,SABRE CORP COM STK,Stock,Purchase,"$1,001 - $15,000",8000.0,False,Spouse,9112497,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112497.pdf,ce165306a6eea95d7d53350b930d79e61c50bb86b6ddd826c679c9db3631264c,llm,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2018-01-30,2018-02-28,plausible,GOOGL,ALPHABET INC CL C,Stock,Sale,"$15,001 - $50,000",32500.0,False,Spouse,9112497,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112497.pdf,01c05d5703b66315e47be0c36b0e87756b5ddf06694c952986a7546fe007571f,elec_dict,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2018-02-02,2018-02-28,plausible,MSFT,MICROSOFT CORP,Stock,Sale,"$1,001 - $15,000",8000.0,False,Spouse,9112497,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112497.pdf,f91aff922bd0795a6ce65921c850d8c10bb7d20a39dbcbae170a8f23366c9e3b,elec_dict,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2018-02-02,2018-02-28,plausible,NLSN,NIELSEN HOLDINGS PLC FOREIGN STK,Stock,Purchase,"$1,001 - $15,000",8000.0,False,Spouse,9112497,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112497.pdf,bce846a21782b6e718d0f63305a8ec0ad0474148db19d74bf6a72a946549d809,llm,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2018-02-05,2018-02-28,plausible,SABR,SABRE CORP COM STK,Stock,Purchase,"$15,001 - $50,000",32500.0,False,Spouse,9112497,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112497.pdf,20c61cb160b8cda95d42f5a0a212fd1556a694ba869ff886ffaef31e923a8384,llm,house-pdf-ocr,0
