doc_id,last,first,filing_type,state_district,filing_date_raw,disclosure_date,declarant_name,url_pdf
20021740,Aderholt,Robert B.,P,AL04,9/23/2022,2022-09-23,Robert B. Aderholt,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021740.pdf
20022132,Aderholt,Robert B.,P,AL04,12/13/2022,2022-12-13,Robert B. Aderholt,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022132.pdf
20020448,Allen,Richard W.,P,GA12,2/13/2022,2022-02-13,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020448.pdf
20020585,Allen,Richard W.,P,GA12,3/9/2022,2022-03-09,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020585.pdf
20021681,Allen,Richard W.,P,GA12,9/10/2022,2022-09-10,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021681.pdf
20020708,Auchincloss,Jake,P,MA04,4/10/2022,2022-04-10,Jake Auchincloss,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020708.pdf
20020367,Axne,Cindy,P,IA03,2/8/2022,2022-02-08,Cindy Axne,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020367.pdf
20020474,Axne,Cindy,P,IA03,3/7/2022,2022-03-07,Cindy Axne,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020474.pdf
20021134,Axne,Cindy,P,IA03,6/3/2022,2022-06-03,Cindy Axne,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021134.pdf
20021236,Axne,Cindy,P,IA03,7/2/2022,2022-07-02,Cindy Axne,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021236.pdf
20021555,Axne,Cindy,P,IA03,8/15/2022,2022-08-15,Cindy Axne,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021555.pdf
20021705,Axne,Cindy,P,IA03,9/16/2022,2022-09-16,Cindy Axne,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021705.pdf
20021951,Axne,Cindy,P,IA03,11/15/2022,2022-11-15,Cindy Axne,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021951.pdf
20022042,Axne,Cindy,P,IA03,12/7/2022,2022-12-07,Cindy Axne,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022042.pdf
20022097,Bentz,Cliff,P,OR02,12/7/2022,2022-12-07,Cliff Bentz,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022097.pdf
20020047,Beyer,Donald Sternoff,P,VA08,1/1/2022,2022-01-01,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020047.pdf
20020251,Beyer,Donald Sternoff,P,VA08,2/1/2022,2022-02-01,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf
20020354,Beyer,Donald Sternoff,P,VA08,3/3/2022,2022-03-03,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020354.pdf
20020618,Beyer,Donald Sternoff,P,VA08,4/1/2022,2022-04-01,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020618.pdf
20020868,Beyer,Donald Sternoff,P,VA08,5/1/2022,2022-05-01,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020868.pdf
20021091,Beyer,Donald Sternoff,P,VA08,6/1/2022,2022-06-01,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021091.pdf
20021193,Beyer,Donald Sternoff,P,VA08,7/3/2022,2022-07-03,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021193.pdf
20021447,Beyer,Donald Sternoff,P,VA08,7/29/2022,2022-07-29,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021447.pdf
20022048,Beyer,Donald Sternoff,P,VA08,12/1/2022,2022-12-01,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022048.pdf
20022070,Bishop,Dan Daniel,P,NC09,12/1/2022,2022-12-01,Dan Daniel Bishop,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022070.pdf
20020168,Blumenauer,Earl,P,OR03,1/6/2022,2022-01-06,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020168.pdf
20020399,Blumenauer,Earl,P,OR03,2/7/2022,2022-02-07,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020399.pdf
20020574,Blumenauer,Earl,P,OR03,3/7/2022,2022-03-07,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020574.pdf
