doc_id,url,status,has_text,bucket,doc_prefix
20021740,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021740.pdf,ok,True,lisible,2
20022132,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022132.pdf,ok,True,lisible,2
20020448,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020448.pdf,ok,True,lisible,2
20020585,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020585.pdf,ok,True,lisible,2
20021681,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021681.pdf,ok,True,lisible,2
20020708,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020708.pdf,ok,True,lisible,2
20020367,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020367.pdf,ok,True,lisible,2
20020474,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020474.pdf,ok,True,lisible,2
20021134,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021134.pdf,ok,True,lisible,2
20021236,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021236.pdf,ok,True,lisible,2
20021555,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021555.pdf,ok,True,lisible,2
20021705,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021705.pdf,ok,True,lisible,2
20021951,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021951.pdf,ok,True,lisible,2
20022042,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022042.pdf,ok,True,lisible,2
20022097,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022097.pdf,ok,True,lisible,2
20020047,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020047.pdf,ok,True,lisible,2
20020251,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,ok,True,lisible,2
20020354,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020354.pdf,ok,True,lisible,2
20020618,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020618.pdf,ok,True,lisible,2
20020868,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020868.pdf,ok,True,lisible,2
20021091,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021091.pdf,ok,True,lisible,2
20021193,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021193.pdf,ok,True,lisible,2
20021447,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021447.pdf,ok,True,lisible,2
20022048,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022048.pdf,ok,True,lisible,2
