doc_id,nous,semaine1,delta
20021515,3,3,0
20021902,1,1,0
20021643,1,1,0
20021153,1,1,0
20021911,1,1,0
20021641,2,2,0
20020564,3,3,0
20021932,1,1,0
20021946,1,1,0
20021950,1,1,0
20021962,2,2,0
20020492,2,2,0
20021589,1,1,0
20021236,1,1,0
20021779,1,1,0
20021973,2,2,0
20020458,3,3,0
20021974,2,2,0
20021252,1,1,0
20022032,3,3,0
20021275,1,1,0
20020414,1,1,0
20020413,1,1,0
20022034,2,2,0
20021277,2,2,0
20020396,4,4,0
20021279,1,1,0
20021290,1,1,0
20020576,1,1,0
20022051,2,2,0
20020585,2,2,0
20021895,1,1,0
20021782,1,1,0
20020873,1,1,0
20020813,1,1,0
20020895,3,3,0
20021509,1,1,0
20021743,1,1,0
20021740,1,1,0
20021727,1,1,0
20021716,1,1,0
20020959,1,1,0
20020753,3,3,0
20021816,2,2,0
20020733,1,1,0
20020998,1,1,0
20021044,1,1,0
20020712,4,4,0
20021052,1,1,0
20021681,1,1,0
20021093,2,2,0
20021661,2,2,0
20021120,2,2,0
20020644,1,1,0
20021124,1,1,0
20021129,3,3,0
20020632,1,1,0
20021654,1,1,0
20021890,2,2,0
20021142,4,4,0
20022063,1,1,0
20020866,1,1,0
20021438,1,1,0
20021367,1,1,0
20021405,3,3,0
20021543,1,1,0
20022132,1,1,0
20022087,4,4,0
20022088,1,1,0
20020305,1,1,0
20021487,1,1,0
20020143,2,2,0
20021443,3,3,0
20020166,1,1,0
20021374,3,3,0
20021518,1,1,0
20022162,3,3,0
20020237,1,1,0
20021332,1,1,0
20020104,2,2,0
20021522,1,1,0
20011775,1,1,0
20020344,1,1,0
20020334,1,1,0
20021503,1,1,0
20022161,4,4,0
20021431,2,2,0
20020333,1,1,0
20021432,1,1,0
20020323,1,1,0
20021536,1,1,0
20021496,2,2,0
20020315,2,2,0
20020331,1,1,0
20021096,1,0,1
20021121,1,0,1
20021675,1,0,1
20021465,1,0,1
20021091,1,0,1
20021099,1,0,1
20021089,1,0,1
20021083,1,0,1
20021447,1,0,1
20021050,1,0,1
20021298,1,0,1
20021467,1,0,1
20021504,1,0,1
20020892,1,0,1
20021762,1,0,1
20021498,1,0,1
20021759,1,0,1
20021752,2,1,1
20020916,1,0,1
20020917,1,0,1
20020920,1,0,1
20020925,6,5,1
20021492,3,2,1
20021733,1,0,1
20021491,1,0,1
20021486,1,0,1
20020973,1,0,1
20021483,1,0,1
20020987,1,0,1
20021477,3,2,1
20020989,3,2,1
20021517,1,0,1
20021691,1,0,1
20021689,1,0,1
20021699,3,2,1
20021406,1,0,1
20021434,1,0,1
20021587,1,0,1
20021555,1,0,1
20021238,1,0,1
20021241,1,0,1
20021342,11,10,1
20021243,1,0,1
20021556,1,0,1
20021244,3,2,1
20021246,5,4,1
20021583,1,0,1
20021571,1,0,1
20021560,1,0,1
