doc_id,prefix,first,last,suffix,state_dist,year,filing_date
20010021,Hon.,Justin,Amash,,MI03,2018,8/2/2018
20010646,Hon.,Justin,Amash,,MI03,2018,11/13/2018
9113416,Hon.,"Garland ""Andy""",Barr,,KY06,2018,6/15/2018
9113472,Hon.,Gus M.,Bilirakis,,FL12,2018,6/28/2018
8216835,Hon.,Gus M.,Bilirakis,,FL12,2018,1/2/2020
9112405,Hon.,Diane,Black,,TN06,2018,2/6/2018
9112497,Hon.,Diane,Black,,TN06,2018,2/28/2018
9112587,Hon.,Diane,Black,,TN06,2018,3/21/2018
9112640,Hon.,Diane,Black,,TN06,2018,4/9/2018
9112648,Hon.,Diane,Black,,TN06,2018,4/13/2018
9112736,Hon.,Diane,Black,,TN06,2018,5/1/2018
9112886,Hon.,Diane,Black,,TN06,2018,5/17/2018
9113332,Hon.,Diane,Black,,TN06,2018,6/8/2018
9113456,Hon.,Diane,Black,,TN06,2018,6/26/2018
9113554,Hon.,Diane,Black,,TN06,2018,7/23/2018
9113630,Hon.,Diane,Black,,TN06,2018,8/9/2018
9113729,Hon.,Diane,Black,,TN06,2018,8/28/2018
9113891,Hon.,Diane,Black,,TN06,2018,9/19/2018
9114074,Hon.,Diane,Black,,TN06,2018,10/10/2018
9114137,Hon.,Diane,Black,,TN06,2018,11/1/2018
9114199,Hon.,Diane,Black,,TN06,2018,11/27/2018
9114243,Hon.,Diane,Black,,TN06,2018,12/18/2018
9114272,Hon.,Diane,Black,,TN06,2018,1/3/2019
20008963,Hon.,Rodney Leland,Blum,,IA01,2018,2/13/2018
20010478,Hon.,Rodney Leland,Blum,,IA01,2018,10/13/2018
20008676,Hon.,Earl,Blumenauer,,OR03,2018,1/4/2018
20008925,Hon.,Earl,Blumenauer,,OR03,2018,2/8/2018
20009000,Hon.,Earl,Blumenauer,,OR03,2018,2/20/2018
20009092,Hon.,Earl,Blumenauer,,OR03,2018,3/6/2018
20009235,Hon.,Earl,Blumenauer,,OR03,2018,4/5/2018
20009528,Hon.,Earl,Blumenauer,,OR03,2018,5/11/2018
20009788,Hon.,Earl,Blumenauer,,OR03,2018,6/25/2018
20009802,Hon.,Earl,Blumenauer,,OR03,2018,6/26/2018
20009879,Hon.,Earl,Blumenauer,,OR03,2018,7/12/2018
20010109,Hon.,Earl,Blumenauer,,OR03,2018,8/15/2018
20010133,Hon.,Earl,Blumenauer,,OR03,2018,8/20/2018
20010365,Hon.,Earl,Blumenauer,,OR03,2018,9/27/2018
20010620,Hon.,Earl,Blumenauer,,OR03,2018,11/6/2018
20010770,Hon.,Earl,Blumenauer,,OR03,2018,12/4/2018
