doc_id,prefix,first,last,suffix,state_dist,year,filing_date
20022986,Hon.,Richard W.,Allen,,GA12,2023,6/2/2023
20023082,Hon.,Richard W.,Allen,,GA12,2023,8/10/2023
20023622,Hon.,Richard W.,Allen,,GA12,2023,9/8/2023
20023812,Hon.,Richard W.,Allen,,GA12,2023,10/5/2023
20024001,Hon.,Richard W.,Allen,,GA12,2023,11/16/2023
20024101,Hon.,Richard W.,Allen,,GA12,2023,12/19/2023
20022202,Hon.,Cindy,Axne,,IA03,2023,1/2/2023
20005641,Hon.,Brian,Babin,,TX36,2023,6/9/2023
20023168,Hon.,James E Hon,Banks,,IN03,2023,6/21/2023
20022850,Hon.,Cliff,Bentz,,OR02,2023,5/3/2023
20022418,Hon.,Donald Sternoff,Beyer,Jr,VA08,2023,3/3/2023
20022603,Hon.,Donald Sternoff,Beyer,Jr,VA08,2023,4/5/2023
20022807,Hon.,Donald Sternoff,Beyer,Jr,VA08,2023,4/29/2023
20023129,Hon.,Donald Sternoff,Beyer,Jr,VA08,2023,7/1/2023
20023758,Hon.,Donald Sternoff,Beyer,Jr,VA08,2023,10/1/2023
20023437,Hon.,Stephanie,Bice,,OK05,2023,8/12/2023
20022126,Hon.,Dan Daniel,Bishop,,NC08,2023,5/4/2023
20022876,Hon.,Dan Daniel,Bishop,,NC08,2023,5/7/2023
20023712,Hon.,Dan Daniel,Bishop,,NC08,2023,9/15/2023
20023903,Hon.,Dan Daniel,Bishop,,NC08,2023,10/27/2023
20022225,Hon.,Earl,Blumenauer,,OR03,2023,1/4/2023
20022271,Hon.,Earl,Blumenauer,,OR03,2023,1/12/2023
20022521,Hon.,Earl,Blumenauer,,OR03,2023,3/6/2023
20022546,Hon.,Earl,Blumenauer,,OR03,2023,3/9/2023
20022667,Hon.,Earl,Blumenauer,,OR03,2023,4/5/2023
20023073,Hon.,Earl,Blumenauer,,OR03,2023,6/8/2023
20023218,Hon.,Earl,Blumenauer,,OR03,2023,7/12/2023
20023435,Hon.,Earl,Blumenauer,,OR03,2023,8/4/2023
20023615,Hon.,Earl,Blumenauer,,OR03,2023,9/6/2023
20023955,Hon.,Earl,Blumenauer,,OR03,2023,11/7/2023
20024076,Hon.,Earl,Blumenauer,,OR03,2023,12/4/2023
20022259,Hon.,Michael C.,Burgess,,TX26,2023,1/25/2023
20022391,Hon.,Michael C.,Burgess,,TX26,2023,2/9/2023
20022499,Hon.,Michael C.,Burgess,,TX26,2023,3/3/2023
20022541,Hon.,Michael C.,Burgess,,TX26,2023,3/14/2023
20022685,Hon.,Michael C.,Burgess,,TX26,2023,4/14/2023
20023153,Hon.,Michael C.,Burgess,,TX26,2023,6/15/2023
20023340,Hon.,Michael C.,Burgess,,TX26,2023,7/18/2023
20023382,Hon.,Michael C.,Burgess,,TX26,2023,8/8/2023
20023612,Hon.,Michael C.,Burgess,,TX26,2023,9/5/2023
20023623,Hon.,Michael C.,Burgess,,TX26,2023,9/6/2023
20023786,Hon.,Michael C.,Burgess,,TX26,2023,10/3/2023
20024169,Hon.,Michael C.,Burgess,,TX26,2023,12/18/2023
8219414,Hon.,Eric,Burlison,,MO07,2023,3/1/2023
20022894,Hon.,Earl Leroy,Carter,,GA01,2023,5/9/2023
20022509,Hon.,Katherine M.,Clark,,MA05,2023,3/6/2023
20022917,Hon.,Katherine M.,Clark,,MA05,2023,6/8/2023
20023950,Hon.,Katherine M.,Clark,,MA05,2023,11/6/2023
20022368,Hon.,Steve,Cohen,,TN09,2023,2/4/2023
20022428,Hon.,Steve,Cohen,,TN09,2023,2/13/2023
20023162,Hon.,Steve,Cohen,,TN09,2023,6/26/2023
20023392,Hon.,Steve,Cohen,,TN09,2023,7/28/2023
8219430,Hon.,Tom,Cole,,OK04,2023,3/7/2023
8219893,Hon.,Tom,Cole,,OK04,2023,8/10/2023
20024042,Hon.,Michael A.,Collins,,GA10,2023,12/22/2023
20022309,Hon.,Gerald E.,Connolly,,VA11,2023,1/24/2023
20022660,Hon.,Gerald E.,Connolly,,VA11,2023,4/4/2023
20023575,Hon.,Gerald E.,Connolly,,VA11,2023,8/25/2023
20024004,Hon.,Gerald E.,Connolly,,VA11,2023,11/14/2023
20022770,Hon.,Daniel,Crenshaw,,TX02,2023,4/20/2023
20022249,Hon.,John,Curtis,,UT03,2023,1/10/2023
20022423,Hon.,John,Curtis,,UT03,2023,2/13/2023
20022561,Hon.,John,Curtis,,UT03,2023,3/13/2023
20022624,Hon.,John,Curtis,,UT03,2023,3/27/2023
20022721,Hon.,John,Curtis,,UT03,2023,5/10/2023
20023061,Hon.,John,Curtis,,UT03,2023,6/2/2023
20023444,Hon.,John,Curtis,,UT03,2023,8/7/2023
20023799,Hon.,John,Curtis,,UT03,2023,10/4/2023
20023867,Hon.,John,Curtis,,UT03,2023,11/16/2023
20024152,Hon.,John,Curtis,,UT03,2023,12/15/2023
20022183,Hon.,Suzan K.,DelBene,,WA01,2023,1/2/2023
20022288,Hon.,Suzan K.,DelBene,,WA01,2023,1/21/2023
20022355,Hon.,Suzan K.,DelBene,,WA01,2023,2/6/2023
20022453,Hon.,Suzan K.,DelBene,,WA01,2023,2/19/2023
20022498,Hon.,Suzan K.,DelBene,,WA01,2023,3/7/2023
20022589,Hon.,Suzan K.,DelBene,,WA01,2023,3/20/2023
20022655,Hon.,Suzan K.,DelBene,,WA01,2023,4/10/2023
20022828,Hon.,Suzan K.,DelBene,,WA01,2023,5/6/2023
20022975,Hon.,Suzan K.,DelBene,,WA01,2023,5/25/2023
20023052,Hon.,Suzan K.,DelBene,,WA01,2023,6/7/2023
20023100,Hon.,Suzan K.,DelBene,,WA01,2023,6/14/2023
20023183,Hon.,Suzan K.,DelBene,,WA01,2023,6/23/2023
20023238,Hon.,Suzan K.,DelBene,,WA01,2023,7/7/2023
20023349,Hon.,Suzan K.,DelBene,,WA01,2023,7/25/2023
20023421,Hon.,Suzan K.,DelBene,,WA01,2023,8/8/2023
20023610,Hon.,Suzan K.,DelBene,,WA01,2023,9/11/2023
20023721,Hon.,Suzan K.,DelBene,,WA01,2023,9/25/2023
20023788,Hon.,Suzan K.,DelBene,,WA01,2023,10/10/2023
20023930,Hon.,Suzan K.,DelBene,,WA01,2023,11/8/2023
20024016,Hon.,Suzan K.,DelBene,,WA01,2023,11/26/2023
20024080,Hon.,Suzan K.,DelBene,,WA01,2023,12/13/2023
20024173,Hon.,Suzan K.,DelBene,,WA01,2023,12/23/2023
20022528,Hon.,Debbie,Dingell,,MI06,2023,3/8/2023
20022585,Hon.,Debbie,Dingell,,MI06,2023,3/15/2023
20022749,Hon.,Debbie,Dingell,,MI06,2023,4/19/2023
20022957,Hon.,Debbie,Dingell,,MI06,2023,5/15/2023
20024143,Hon.,Debbie,Dingell,,MI06,2023,12/14/2023
20022184,Hon.,Debbie,Dingell,,MI12,2023,1/1/2023
20022293,Hon.,Debbie,Dingell,,MI12,2023,1/19/2023
20022228,Hon.,Lloyd,Doggett,,TX35,2023,1/5/2023
20022517,Hon.,Lloyd,Doggett,,TX37,2023,3/6/2023
20022697,Hon.,Lloyd,Doggett,,TX37,2023,4/10/2023
20022859,Hon.,Lloyd,Doggett,,TX37,2023,5/4/2023
20023097,Hon.,Lloyd,Doggett,,TX37,2023,6/7/2023
20023279,Hon.,Lloyd,Doggett,,TX37,2023,7/10/2023
20023456,Hon.,Lloyd,Doggett,,TX37,2023,8/7/2023
20023652,Hon.,Lloyd,Doggett,,TX37,2023,9/8/2023
20023810,Hon.,Lloyd,Doggett,,TX37,2023,10/5/2023
20023962,Hon.,Lloyd,Doggett,,TX37,2023,11/6/2023
20024166,Hon.,Lloyd,Doggett,,TX37,2023,12/18/2023
20022361,Hon.,"Neal Patrick MD, Facs",Dunn,,FL02,2023,2/17/2023
20023022,Hon.,"Neal Patrick MD, Facs",Dunn,,FL02,2023,5/26/2023
20023779,Hon.,Ron,Estes,,KS04,2023,9/30/2023
20022547,Hon.,Dwight,Evans,,PA03,2023,3/9/2023
20023246,Hon.,Dwight,Evans,,PA03,2023,7/5/2023
8219359,Hon.,"Charles J. ""Chuck""",Fleischmann,,TN03,2023,2/13/2023
8219527,Hon.,"Charles J. ""Chuck""",Fleischmann,,TN03,2023,5/9/2023
8219919,Hon.,"Charles J. ""Chuck""",Fleischmann,,TN03,2023,8/14/2023
8220049,Hon.,"Charles J. ""Chuck""",Fleischmann,,TN03,2023,11/17/2023
20022861,Hon.,Mike,Flood,,NE01,2023,5/4/2023
20022211,Hon.,Virginia,Foxx,,NC05,2023,1/3/2023
20022213,Hon.,Virginia,Foxx,,NC05,2023,1/3/2023
20022352,Hon.,Virginia,Foxx,,NC05,2023,2/3/2023
20022504,Hon.,Virginia,Foxx,,NC05,2023,3/3/2023
20022646,Hon.,Virginia,Foxx,,NC05,2023,4/4/2023
20022822,Hon.,Virginia,Foxx,,NC05,2023,5/1/2023
20023059,Hon.,Virginia,Foxx,,NC05,2023,6/2/2023
20023237,Hon.,Virginia,Foxx,,NC05,2023,7/7/2023
20023393,Hon.,Virginia,Foxx,,NC05,2023,7/28/2023
20023613,Hon.,Virginia,Foxx,,NC05,2023,9/5/2023
20023809,Hon.,Virginia,Foxx,,NC05,2023,10/6/2023
20023946,Hon.,Virginia,Foxx,,NC05,2023,11/7/2023
20024072,Hon.,Virginia,Foxx,,NC05,2023,12/5/2023
20022218,Hon.,Lois,Frankel,,FL21,2023,1/6/2023
20022357,Hon.,Lois,Frankel,,FL22,2023,2/3/2023
20022557,Hon.,Lois,Frankel,,FL22,2023,3/13/2023
20022571,Hon.,Lois,Frankel,,FL22,2023,4/3/2023
20022805,Hon.,Lois,Frankel,,FL22,2023,4/28/2023
20022974,Hon.,Lois,Frankel,,FL22,2023,5/19/2023
20023194,Hon.,Lois,Frankel,,FL22,2023,6/24/2023
20023369,Hon.,Lois,Frankel,,FL22,2023,7/28/2023
20023573,Hon.,Lois,Frankel,,FL22,2023,8/26/2023
20023816,Hon.,Lois,Frankel,,FL22,2023,10/10/2023
20023847,Hon.,C. Scott,Franklin,,FL18,2023,10/12/2023
20022530,Hon.,Scott Mr,Franklin,,FL18,2023,3/7/2023
20022987,Hon.,Scott Mr,Franklin,,FL18,2023,5/23/2023
20022919,Hon.,Russ,Fulcher,,ID01,2023,5/12/2023
20022325,Hon.,Michael,Garcia,,CA27,2023,1/26/2023
20023182,Hon.,Michael,Garcia,,CA27,2023,6/20/2023
20023553,Hon.,Michael,Garcia,,CA27,2023,8/17/2023
20024110,Hon.,Michael,Garcia,,CA27,2023,12/7/2023
20022407,Hon.,Daniel,Goldman,,NY10,2023,2/24/2023
20022480,Hon.,Daniel,Goldman,,NY10,2023,3/20/2023
20022653,Hon.,Daniel,Goldman,,NY10,2023,4/17/2023
20022948,Hon.,Daniel,Goldman,,NY10,2023,5/19/2023
20023065,Hon.,Daniel,Goldman,,NY10,2023,6/15/2023
20023253,Hon.,Daniel,Goldman,,NY10,2023,7/24/2023
20023404,Hon.,Daniel,Goldman,,NY10,2023,8/13/2023
20023677,Hon.,Daniel,Goldman,,NY10,2023,9/17/2023
20022219,Hon.,Josh,Gottheimer,,NJ05,2023,1/13/2023
20022412,Hon.,Josh,Gottheimer,,NJ05,2023,2/17/2023
20022531,Hon.,Josh,Gottheimer,,NJ05,2023,3/17/2023
20022683,Hon.,Josh,Gottheimer,,NJ05,2023,4/20/2023
20022877,Hon.,Josh,Gottheimer,,NJ05,2023,5/19/2023
20023087,Hon.,Josh,Gottheimer,,NJ05,2023,6/11/2023
20023257,Hon.,Josh,Gottheimer,,NJ05,2023,7/11/2023
20023500,Hon.,Josh,Gottheimer,,NJ05,2023,8/21/2023
20023651,Hon.,Josh,Gottheimer,,NJ05,2023,9/16/2023
20023833,Hon.,Josh,Gottheimer,,NJ05,2023,10/15/2023
20023973,Hon.,Josh,Gottheimer,,NJ05,2023,11/11/2023
20024097,Hon.,Josh,Gottheimer,,NJ05,2023,12/8/2023
20022193,Hon.,Mark Dr,Green,,TN07,2023,1/9/2023
