doc_id,prefix,first,last,suffix,state_dist,year,filing_date
20016985,Hon.,Richard W.,Allen,,GA12,2020,7/20/2020
20017164,Hon.,Richard W.,Allen,,GA12,2020,8/18/2020
20017470,Hon.,Richard W.,Allen,,GA12,2020,10/6/2020
20016417,Hon.,Justin,Amash,,MI03,2020,4/15/2020
20016981,Hon.,James E.,Banks,,IN03,2020,7/20/2020
20017133,Hon.,James E.,Banks,,IN03,2020,8/12/2020
20017201,Hon.,James E.,Banks,,IN03,2020,8/17/2020
20017359,Hon.,James E.,Banks,,IN03,2020,9/15/2020
20017471,Hon.,James E.,Banks,,IN03,2020,10/6/2020
20017843,Hon.,James E.,Banks,,IN03,2020,12/17/2020
20013832,Hon.,Donald Sternoff,Beyer,Jr,VA08,2020,1/2/2020
20016099,Hon.,Donald Sternoff,Beyer,Jr,VA08,2020,2/22/2020
20016101,Hon.,Donald Sternoff,Beyer,Jr,VA08,2020,2/22/2020
20016371,Hon.,Donald Sternoff,Beyer,Jr,VA08,2020,4/7/2020
20016572,Hon.,Donald Sternoff,Beyer,Jr,VA08,2020,5/9/2020
20016587,Hon.,Donald Sternoff,Beyer,Jr,VA08,2020,5/12/2020
20016686,Hon.,Donald Sternoff,Beyer,Jr,VA08,2020,5/31/2020
20016885,Hon.,Donald Sternoff,Beyer,Jr,VA08,2020,7/3/2020
20017058,Hon.,Donald Sternoff,Beyer,Jr,VA08,2020,8/9/2020
20017313,Hon.,Donald Sternoff,Beyer,Jr,VA08,2020,9/6/2020
20017435,Hon.,Donald Sternoff,Beyer,Jr,VA08,2020,10/1/2020
20017648,Hon.,Donald Sternoff,Beyer,Jr,VA08,2020,11/5/2020
20017748,Hon.,Donald Sternoff,Beyer,Jr,VA08,2020,12/1/2020
8217571,Hon.,Gus M.,Bilirakis,,FL12,2020,8/20/2020
8217762,Hon.,Gus M.,Bilirakis,,FL12,2020,12/9/2020
20013901,Hon.,Earl,Blumenauer,,OR03,2020,1/10/2020
20016125,Hon.,Earl,Blumenauer,,OR03,2020,2/27/2020
20016347,Hon.,Earl,Blumenauer,,OR03,2020,4/16/2020
20016588,Hon.,Earl,Blumenauer,,OR03,2020,5/20/2020
20016707,Hon.,Earl,Blumenauer,,OR03,2020,6/3/2020
20016784,Hon.,Earl,Blumenauer,,OR03,2020,6/15/2020
20016979,Hon.,Earl,Blumenauer,,OR03,2020,7/17/2020
20017141,Hon.,Earl,Blumenauer,,OR03,2020,8/10/2020
20017242,Hon.,Earl,Blumenauer,,OR03,2020,8/24/2020
20017336,Hon.,Earl,Blumenauer,,OR03,2020,9/10/2020
20017489,Hon.,Earl,Blumenauer,,OR03,2020,10/7/2020
20017631,Hon.,Earl,Blumenauer,,OR03,2020,11/3/2020
20017821,Hon.,Earl,Blumenauer,,OR03,2020,12/7/2020
