doc_id,prefix,first,last,suffix,state_dist,year,filing_date
20002776,,Brad,Ashford,,NE02,2015,3/24/2015
20002949,Hon.,Brad,Ashford,,NE02,2015,4/30/2015
20002963,Hon.,Brad,Ashford,,NE02,2015,4/30/2015
20002964,Hon.,Brad,Ashford,,NE02,2015,4/30/2015
20003185,Hon.,Brad,Ashford,,NE02,2015,5/29/2015
20003367,Hon.,Brad,Ashford,,NE02,2015,7/8/2015
20003528,Hon.,Brad,Ashford,,NE02,2015,8/3/2015
20003534,Hon.,Brad,Ashford,,NE02,2015,8/4/2015
20003708,Hon.,Brad,Ashford,,NE02,2015,9/2/2015
20003994,Hon.,Brad,Ashford,,NE02,2015,10/27/2015
9106294,Hon.,Brian,Babin,,TX36,2015,4/16/2015
20002550,Hon.,Lou,Barletta,,PA11,2015,2/19/2015
20002827,Hon.,Lou,Barletta,,PA11,2015,11/6/2015
20004311,Hon.,Lou,Barletta,,PA11,2015,12/28/2015
9107279,Hon.,"Garland ""Andy""",Barr,,KY06,2015,7/15/2015
9107923,Hon.,"Garland ""Andy""",Barr,,KY06,2015,11/18/2015
9106404,Hon.,Dan,Benishek,,MI01,2015,5/6/2015
9106320,Hon.,Gus M.,Bilirakis,,FL12,2015,4/16/2015
9107245,Hon.,Gus M.,Bilirakis,,FL12,2015,7/8/2015
9107544,Hon.,Gus M.,Bilirakis,,FL12,2015,8/27/2015
9108029,Hon.,Gus M.,Bilirakis,,FL12,2015,12/10/2015
9105971,Hon.,Diane,Black,,TN06,2015,2/5/2015
9106102,Hon.,Diane,Black,,TN06,2015,2/25/2015
9106101,Hon.,Diane,Black,,TN06,2015,3/2/2015
9106213,Hon.,Diane,Black,,TN06,2015,3/27/2015
9106250,Hon.,Diane,Black,,TN06,2015,4/7/2015
9106265,Hon.,Diane,Black,,TN06,2015,4/13/2015
9106293,Hon.,Diane,Black,,TN06,2015,4/14/2015
9106372,Hon.,Diane,Black,,TN06,2015,4/28/2015
9106899,Hon.,Diane,Black,,TN06,2015,5/28/2015
9107123,Hon.,Diane,Black,,TN06,2015,6/10/2015
9107243,Hon.,Diane,Black,,TN06,2015,7/8/2015
9107331,Hon.,Diane,Black,,TN06,2015,7/21/2015
9107348,Hon.,Diane,Black,,TN06,2015,7/28/2015
9107495,Hon.,Diane,Black,,TN06,2015,8/18/2015
9107496,Hon.,Diane,Black,,TN06,2015,8/18/2015
9107551,Hon.,Diane,Black,,TN06,2015,8/31/2015
9107572,Hon.,Diane,Black,,TN06,2015,9/9/2015
9107664,Hon.,Diane,Black,,TN06,2015,9/25/2015
9107696,Hon.,Diane,Black,,TN06,2015,10/9/2015
9107988,Hon.,Diane,Black,,TN06,2015,11/25/2015
9108065,Hon.,Diane,Black,,TN06,2015,12/15/2015
9108105,Hon.,Diane,Black,,TN06,2015,1/5/2016
9110279,Hon.,Diane,Black,,TN06,2015,12/9/2016
9110280,Hon.,Diane,Black,,TN06,2015,12/9/2016
9110281,Hon.,Diane,Black,,TN06,2015,12/9/2016
9110282,Hon.,Diane,Black,,TN06,2015,12/9/2016
9110283,Hon.,Diane,Black,,TN06,2015,12/9/2016
9110284,Hon.,Diane,Black,,TN06,2015,12/9/2016
9106131,,Rodney Leland,Blum,,IA01,2015,3/11/2015
20002585,Hon.,Earl,Blumenauer,,OR03,2015,2/17/2015
20002777,Hon.,Earl,Blumenauer,,OR03,2015,3/24/2015
20002778,Hon.,Earl,Blumenauer,,OR03,2015,3/24/2015
20003142,Hon.,Earl,Blumenauer,,OR03,2015,5/19/2015
20003355,Hon.,Earl,Blumenauer,,OR03,2015,7/7/2015
20003664,Hon.,Earl,Blumenauer,,OR03,2015,8/25/2015
