bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,date_confidence,ticker,asset_description,asset_type,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,ticker_source,provenance,occurrence_index
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2020-11-11,2020-12-09,plausible,TRREX,T ROWE PRICE REAL ESTATE (TRREX),,Sale,"$15,001 - $50,000",32500.0,False,Dependent Child,8217763,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217763.pdf,248bb814c1ce4aee955b51b212fbf10d13999bac74ab28a18a476679735fc4c3,explicit,house-pdf-ocr,0
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2020-11-12,2020-12-09,plausible,DFREX,DFA REAL ESTATE SECURITIES F (DFREX),,Purchase,"$15,001 - $50,000",32500.0,False,Dependent Child,8217763,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217763.pdf,f5a8dcf95bfe4355621d7b4b6eecdf61ad6349d75d47a0f9e677e9555328df74,explicit,house-pdf-ocr,0
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2020-07-23,2020-08-18,plausible,SPHQ,Invesco S&P 500 Quality ETF (SPHQ),Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8217559,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217559.pdf,3e6838fe5a2135a915676617a8d71f989797b0de20ad8babd145edd56d4731b0,explicit,house-pdf-ocr,0
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2020-07-23,2020-08-18,plausible,SLV,iShares Silver Trust (SLV),Mutual Fund,Purchase,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8217559,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217559.pdf,b7a61c5a6854ed4cff5370b0c9e471064023fe0d21841b440c6b12ddf8e86451,explicit,house-pdf-ocr,0
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2020-07-23,2020-08-18,plausible,LQD,iShares iBoxx $ Inv Grade Corporate Bo (LQD),Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8217559,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217559.pdf,06089d5f3c3449420db57a884d8c5d2b9f6684963ac5c032f03a91527db2346c,explicit,house-pdf-ocr,0
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2020-07-23,2020-08-18,plausible,TLT,iShares 20+ Year Treasury Bond ETF,Gov Security,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8217559,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217559.pdf,c507f6c98908da906648f596f03886865c9939a1ebb3fcb5d7591985ae9b7c5a,elec_dict,house-pdf-ocr,0
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2020-07-23,2020-08-18,plausible,MBB,iShares MBS ETF,Mutual Fund,Purchase,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8217559,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217559.pdf,68b98397bca02833f3609cfcdf3f8a47751da3dd09f7311cffb6d42d9c31c2fe,llm,house-pdf-ocr,0
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2020-07-23,2020-08-18,plausible,IGLB,iShares Long-Term Corporate Bond ET (IGLB),Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8217559,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217559.pdf,75603b6b441f9048df40077962bdc7eb4e83234f4fa2e2821e99347d5eaffabc,explicit,house-pdf-ocr,0
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2020-07-23,2020-08-18,plausible,IBDN,iShares iBonds Dec 2022 Term Corpor (IBDN),Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8217559,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217559.pdf,bd9b2cc4934cd03ca27ed4c7ed302b559424afd4910f7a5d17a6a5bd991c7c2e,explicit,house-pdf-ocr,0
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2020-07-23,2020-08-18,plausible,IBDM,iShares iBonds Dec 2021 Term Corpor (IBDM),Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8217559,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217559.pdf,c313b26bcc284db1282356c064a7da095d87d9aab23d6579b49acebce28cccd7,explicit,house-pdf-ocr,0
