year,doc_id,local_path,n_pages,text_chars_first_pages,contains_periodic_transaction_report,contains_filer_information,contains_transactions,contains_amount,text_extractable_flag,quality_status,error_message
2025,9115684,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/9115684.pdf,5,1,False,False,False,False,False,no_text,
2025,8221228,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/8221228.pdf,9,1,False,False,False,False,False,no_text,
2025,8221263,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/8221263.pdf,2,1,False,False,False,False,False,no_text,
2025,8221302,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/8221302.pdf,5,1,False,False,False,False,False,no_text,
2025,20030891,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20030891.pdf,81,2752,False,False,False,True,True,ok_text,
2025,20030932,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20030932.pdf,17,2830,False,False,False,True,True,ok_text,
2025,20032129,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20032129.pdf,12,2900,False,False,False,True,True,ok_text,
2025,8221212,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/8221212.pdf,14,1,False,False,False,False,False,no_text,
2025,20033446,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20033446.pdf,53,2762,False,False,False,True,True,ok_text,
2025,20030699,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20030699.pdf,5,2585,False,False,False,True,True,ok_text,
2025,20032255,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20032255.pdf,2,1516,True,False,True,True,True,ok_text,
2025,20033610,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20033610.pdf,3,2419,False,False,False,True,True,ok_text,
2025,20016861,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20016861.pdf,1,1024,True,False,True,True,True,ok_text,
2025,20030509,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20030509.pdf,1,1009,True,False,True,True,True,ok_text,
2025,20030620,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20030620.pdf,2,1312,True,False,True,True,True,ok_text,
2025,20030884,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20030884.pdf,1,1210,True,False,True,True,True,ok_text,
2025,20030922,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20030922.pdf,2,2296,True,False,True,True,True,ok_text,
2025,20029135,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20029135.pdf,3,2851,False,False,False,True,True,ok_text,
2025,20026684,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20026684.pdf,2,1425,True,False,True,True,True,ok_text,
2025,20027838,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20027838.pdf,1,1180,True,False,True,True,True,ok_text,
2025,20029035,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20029035.pdf,1,1050,True,False,True,True,True,ok_text,
2025,20030236,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20030236.pdf,1,1054,True,False,True,True,True,ok_text,
2025,20030401,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20030401.pdf,1,1029,True,False,True,True,True,ok_text,
2025,20030585,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20030585.pdf,2,1631,True,False,True,True,True,ok_text,
2025,20030742,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20030742.pdf,1,1239,True,False,True,True,True,ok_text,
2025,20030989,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20030989.pdf,1,1055,True,False,True,True,True,ok_text,
2025,20032187,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20032187.pdf,2,1733,True,False,True,True,True,ok_text,
2025,20029100,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20029100.pdf,1,998,True,False,True,True,True,ok_text,
