doc_id,nous,semaine1,delta
20017944,1,1,0
20017652,1,1,0
20017590,1,1,0
20017091,1,1,0
20017470,1,1,0
20014986,1,1,0
20017441,1,1,0
20016811,1,1,0
20017389,1,1,0
20015002,4,4,0
20017387,1,1,0
20017376,1,1,0
20015008,1,1,0
20017330,1,1,0
20014936,1,1,0
20016866,3,3,0
20016163,1,1,0
20017265,3,3,0
20017247,1,1,0
20016922,1,1,0
20016143,3,3,0
20016128,2,2,0
20017201,1,1,0
20016981,4,4,0
20016066,1,1,0
20016067,1,1,0
20017133,1,1,0
20017123,1,1,0
20017042,2,2,0
20017318,1,1,0
20016706,1,1,0
20017077,1,1,0
20016477,1,1,0
20016423,2,2,0
20017815,1,1,0
20016417,3,3,0
20016360,2,2,0
20016551,4,4,0
20017877,1,1,0
20016570,1,1,0
20013833,3,3,0
20017750,1,1,0
20017842,1,1,0
20017878,1,1,0
20016579,1,1,0
20016593,2,2,0
20013817,1,1,0
20017910,1,1,0
20017734,2,2,0
20017928,1,1,0
20017718,1,1,0
20016992,1,0,1
20017074,1,0,1
20016902,2,1,1
20016913,2,1,1
20016917,1,0,1
20016358,1,0,1
20017020,1,0,1
20017017,2,1,1
20016359,1,0,1
20016997,1,0,1
20016969,1,0,1
20016429,1,0,1
20016699,2,1,1
20016870,1,0,1
20016673,1,0,1
20016715,1,0,1
20016716,1,0,1
20016722,1,0,1
20016723,3,2,1
20016672,4,3,1
20016736,1,0,1
20016737,1,0,1
20016767,2,1,1
20016784,1,0,1
20016799,2,1,1
20016803,1,0,1
20016856,2,1,1
20016548,1,0,1
20016535,1,0,1
20016504,1,0,1
20016500,1,0,1
20016703,3,2,1
20016430,1,0,1
20016871,1,0,1
20016766,1,0,1
20017209,1,0,1
20017104,1,0,1
20017628,1,0,1
20017653,1,0,1
20017659,2,1,1
20017674,1,0,1
20017693,2,1,1
20017699,1,0,1
20017729,1,0,1
20017730,2,1,1
20017741,4,3,1
20017772,2,1,1
20017785,3,2,1
20017786,1,0,1
20017793,2,1,1
20017794,2,1,1
20017829,1,0,1
20017832,2,1,1
20017834,2,1,1
20017843,1,0,1
20017861,1,0,1
20017873,1,0,1
20017874,1,0,1
20017879,3,2,1
20017915,1,0,1
20017626,5,4,1
20017095,1,0,1
20017612,2,1,1
20017535,1,0,1
20017126,2,1,1
20017129,2,1,1
20017166,1,0,1
20017173,2,1,1
20017174,1,0,1
20017207,1,0,1
20017208,1,0,1
20016357,4,3,1
20017225,3,2,1
20017238,1,0,1
20017242,1,0,1
20017245,2,1,1
20017289,4,3,1
20017295,1,0,1
20017308,2,1,1
20017327,1,0,1
20017403,1,0,1
20017425,1,0,1
20017436,2,1,1
20017449,1,0,1
20017460,1,0,1
20017498,1,0,1
20017534,1,0,1
20017566,3,2,1
20016327,4,3,1
20005968,1,0,1
20016259,1,0,1
20014935,1,0,1
20016215,1,0,1
20016170,1,0,1
20016216,1,0,1
20016074,1,0,1
20016256,1,0,1
20016217,1,0,1
20016218,1,0,1
20016219,1,0,1
20016220,1,0,1
20015061,1,0,1
20015060,2,1,1
20016096,1,0,1
20015044,1,0,1
20016221,1,0,1
20016247,1,0,1
20015009,1,0,1
20016246,1,0,1
20016222,1,0,1
20016223,1,0,1
20014996,1,0,1
20014982,1,0,1
20014984,1,0,1
20014985,1,0,1
20016225,1,0,1
20016224,1,0,1
20014972,1,0,1
20013914,4,3,1
20014990,1,0,1
20016125,1,0,1
20016184,1,0,1
20016121,1,0,1
20016155,1,0,1
20016276,1,0,1
20013855,1,0,1
20016116,1,0,1
20013837,2,1,1
20016280,2,1,1
20013909,1,0,1
20013811,3,2,1
20016162,3,1,2
20017324,2,0,2
20016943,2,0,2
20016939,5,3,2
20016841,2,0,2
20016819,2,0,2
20016869,4,2,2
20017351,4,2,2
20014991,2,0,2
20016583,3,1,2
20017424,2,0,2
20016889,3,1,2
20017378,5,3,2
20016839,2,0,2
20017359,5,3,2
20016613,2,0,2
20017090,4,2,2
20017266,2,0,2
20016281,4,2,2
20016095,2,0,2
20016094,2,0,2
20016718,4,2,2
20017068,4,2,2
20017109,2,0,2
20017029,2,0,2
20016088,2,0,2
20017125,2,0,2
20017310,2,0,2
20016742,2,0,2
20016752,2,0,2
20016996,2,0,2
20017164,3,1,2
20015069,2,0,2
20017188,2,0,2
20016984,2,0,2
20015066,2,0,2
20016183,2,0,2
20016731,3,1,2
20016743,2,0,2
20016829,2,0,2
20017426,2,0,2
20016354,3,1,2
20016329,2,0,2
20013841,3,1,2
20016365,2,0,2
20013884,3,1,2
20017629,3,1,2
20017631,2,0,2
20017779,2,0,2
20013901,4,2,2
20013862,2,0,2
20016431,3,1,2
20017635,2,0,2
20016428,2,0,2
20017636,2,0,2
20013869,2,0,2
20017428,2,0,2
20016408,2,0,2
20017821,3,1,2
20014937,3,1,2
20016401,2,0,2
20017700,4,2,2
20017701,4,2,2
20017615,2,0,2
20013913,2,0,2
20017597,3,1,2
20014965,2,0,2
20017443,2,0,2
20016546,2,0,2
20012154,2,0,2
20017489,2,0,2
20017917,2,0,2
20016265,4,2,2
20017509,2,0,2
20017880,3,1,2
20017513,9,7,2
20017526,3,1,2
20016456,2,0,2
20016326,2,0,2
20016501,2,0,2
20017540,3,1,2
20017563,2,0,2
20016465,2,0,2
20016464,2,0,2
20016260,2,0,2
20016363,5,3,2
20016463,3,1,2
20017575,2,0,2
20017587,2,0,2
20017731,4,2,2
20016985,3,0,3
20016986,3,0,3
20014989,4,1,3
20016979,4,1,3
20016973,3,0,3
20013849,4,1,3
20016150,4,1,3
20016906,5,2,3
20017875,3,0,3
20017902,6,3,3
20017795,4,1,3
20016147,3,0,3
20017642,4,1,3
20017075,5,2,3
20017390,4,1,3
20017380,4,1,3
20017492,3,0,3
20017377,3,0,3
20017532,3,0,3
20014974,3,0,3
20015025,4,1,3
20017284,10,7,3
20013885,3,0,3
20014943,9,6,3
20015067,3,0,3
20015068,3,0,3
20017141,5,2,3
20016073,5,2,3
20017127,4,1,3
20017637,3,0,3
20017118,3,0,3
20017661,3,0,3
20017186,3,0,3
20016854,6,3,3
20016282,3,0,3
20016523,4,1,3
20016614,3,0,3
20016432,3,0,3
20016619,3,0,3
20016796,4,1,3
20016651,3,0,3
20016735,3,0,3
20016462,3,0,3
20016251,3,0,3
20016690,3,0,3
20016552,4,1,3
20016539,4,1,3
20016397,3,0,3
20016837,6,3,3
20016695,4,1,3
20016392,6,2,4
20013906,5,1,4
20016675,4,0,4
20017306,6,2,4
20017187,6,2,4
20016106,6,2,4
20017285,4,0,4
20017024,4,0,4
20017025,5,1,4
20016693,4,0,4
20016653,5,1,4
20014934,4,0,4
20017040,4,0,4
20017677,7,3,4
20017687,8,4,4
20017070,7,3,4
20017771,4,0,4
20017240,4,0,4
20016694,5,1,4
20016674,4,0,4
20016656,7,3,4
20016705,4,0,4
20016261,5,1,4
20016383,4,0,4
20013886,4,0,4
20016213,4,0,4
20016717,4,0,4
20013915,4,0,4
20017194,4,0,4
20017307,4,0,4
20016852,5,1,4
20016765,6,2,4
20017555,6,2,4
20017465,6,2,4
20016905,5,1,4
20017541,5,1,4
20017533,4,0,4
20016890,5,1,4
20016296,5,1,4
20016522,5,1,4
20016876,4,0,4
20016875,4,0,4
20016288,4,0,4
20016872,4,0,4
20016165,4,0,4
20017519,5,1,4
20016167,4,0,4
20015023,8,4,4
20016328,4,0,4
20016553,4,0,4
20017402,6,2,4
20016587,5,1,4
20017356,4,0,4
20017855,6,2,4
20014952,5,1,4
20017610,11,7,4
20016334,5,1,4
20016400,4,0,4
20016171,5,1,4
20017391,4,0,4
20017399,4,0,4
20016533,7,2,5
20017527,6,1,5
20013916,5,0,5
20016569,5,0,5
20017592,6,1,5
20016565,8,3,5
20016657,7,2,5
20015042,5,0,5
20017740,5,0,5
20015024,5,0,5
20017676,8,3,5
20016853,5,0,5
20017172,10,5,5
20016524,5,0,5
20016764,6,1,5
20016104,8,3,5
20017853,7,2,5
20016340,5,0,5
20016994,7,2,5
20016812,7,2,5
20013840,5,0,5
20017831,5,0,5
20016152,5,0,5
20017894,5,0,5
20016297,5,0,5
20016805,8,2,6
20016995,6,0,6
20016348,7,1,6
20014938,9,3,6
20017001,6,0,6
20016885,7,1,6
20017148,10,4,6
20016547,6,0,6
20016958,7,1,6
20017591,6,0,6
20016655,8,2,6
20016566,6,0,6
20017711,7,1,6
20016726,9,3,6
20017471,13,6,7
20016586,7,0,7
20016692,11,4,7
20016438,10,3,7
20017911,13,6,7
20016923,7,0,7
20017413,7,0,7
20016959,7,0,7
20016914,9,2,7
20017160,14,7,7
20017216,14,7,7
20016707,8,1,7
20015064,9,2,7
20017080,7,0,7
20017716,10,3,7
20016355,8,1,7
20016353,8,1,7
20017789,8,1,7
20017182,10,2,8
20016532,8,0,8
20017111,18,10,8
20016823,12,4,8
20016564,14,6,8
20017404,10,2,8
20016100,11,3,8
20016416,8,0,8
20017336,10,2,8
20016445,11,3,8
20017820,8,0,8
20013879,8,0,8
20016961,9,1,8
20016896,10,1,9
20016710,9,0,9
20017435,10,1,9
20017556,13,4,9
20017016,13,4,9
20016189,9,0,9
20016320,9,0,9
20016834,9,0,9
20016459,11,2,9
20016738,9,0,9
20016934,10,1,9
20016254,11,1,10
20017128,16,6,10
20017791,15,5,10
20017816,10,0,10
20016912,10,0,10
20017668,20,10,10
20016588,10,0,10
20014949,10,0,10
20016840,10,0,10
20016927,13,3,10
20016466,17,7,10
20017502,14,4,10
20016214,11,1,10
20013881,11,0,11
20016514,13,2,11
20016444,12,1,11
20017819,16,5,11
20016369,12,1,11
20017625,12,1,11
20017388,11,0,11
20017073,11,0,11
20017340,15,4,11
20015005,12,1,11
20016607,13,2,11
20017373,11,0,11
20016661,12,1,11
20017309,14,2,12
20012366,15,3,12
20014978,13,1,12
20017620,21,9,12
20017691,19,6,13
20016229,16,3,13
20017317,22,9,13
20016758,24,11,13
20014994,15,2,13
20016371,16,3,13
20016419,13,0,13
20017648,20,6,14
20017076,14,0,14
20016440,16,2,14
20017355,25,11,14
20017335,26,12,14
20017905,18,4,14
20017475,18,4,14
20016929,15,1,14
20017313,20,5,15
20015059,18,3,15
20016457,20,5,15
20015037,19,4,15
20016678,16,1,15
20016069,15,0,15
20016151,18,3,15
20016827,23,8,15
20016983,17,1,16
20017929,18,2,16
20016198,21,5,16
20017738,19,2,17
