bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,ticker,asset_description,asset_type,sector_gics,etf_proxy,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,occurrence_index,provenance,date_confidence,ticker_source,sector_source,years_in_office
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-11-13,2020-12-30,PLUG,"Plug Power, Inc.",Stock,Industrials,XLI,Sale,"$1,001 - $15,000",8000.5,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,497c147ca58af30cbd0a5131aa0580ec1bb17296d64a39e13c7bb612825c3961,0.0,house-pdf-electronic,,,yfinance,9
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-12-23,2020-12-30,XOM,Exxon Mobil Corporation,Stock,Energy,XLE,Sale,"$1,001 - $15,000",8000.5,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,a5449587816612baef4b42f0831931fee86cbbc604c1452390467c4b65b37b79,0.0,house-pdf-electronic,,,yfinance,9
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-11-16,2020-12-30,T,AT&T Inc.,Stock,Communication Services,XLC,Purchase,"$15,001",15001.0,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,db9611a5d807833bbc41884695e57a8ee4901ee5d26f5be32ac6a23a4d6f9ff9,0.0,house-pdf-electronic,,,yfinance,9
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-12-07,2020-12-30,BLDP,"ballard Power Systems, Inc. - Common Shares",Stock,Industrials,XLI,Purchase,"$1,001 - $15,000",8000.5,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,4434fc2fc80a73bdef8ec83e408b5f9533a61481842c8a81fc84794e7cfaa085,0.0,house-pdf-electronic,,,yfinance,9
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-12-09,2020-12-30,BLDP,"ballard Power Systems, Inc. - Common Shares",Stock,Industrials,XLI,Sale,"$1,001 - $15,000",8000.5,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,0f24571ad236c500d75a36f4c8221f681273d2174b3d518ae90c926f85bcd3ef,0.0,house-pdf-electronic,,,yfinance,9
C001080,Judy Chu,house,Democrat,CA27,HSWM02; HSWM03; HSWM06; House Committee on Ways and Means; House Committee on the Budget,False,2020-12-23,2020-12-30,ALL,Allstate Corporation,Stock,Financials,XLF,Sale (Partial),"$15,001",15001.0,False,SELF,20017944,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017944.pdf,3920752df814c04ff07f1cb6bb17e208229c972a0e56be80a9a276b40620fd06,0.0,house-pdf-electronic,,,yfinance,11
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-10-09,2020-12-30,BE,bloom Energy Corporation Class A,Stock,Industrials,XLI,Sale,"$1,001 - $15,000",8000.5,False,SELF,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,4c8f0d531413e2ad92679a1f43ff346b0d4c0173e44cd16216232925b64705e0,0.0,house-pdf-electronic,,,yfinance,9
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-10-30,2020-12-30,BE,bloom Energy Corporation Class A,Stock,Industrials,XLI,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,dc1e0f870a0f1b32348a08c287105c5fa3f0cbef98eacbe49887ffd933a0c26c,0.0,house-pdf-electronic,,,yfinance,9
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-11-09,2020-12-30,BE,bloom Energy Corporation Class A,Stock,Industrials,XLI,Sale,"$1,001 - $15,000",8000.5,False,SELF,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,87032c3a70a329210d62d3ed5726aab71285749ce8ed241006e0643e51d946fa,0.0,house-pdf-electronic,,,yfinance,9
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-12-23,2020-12-30,F,Ford Motor Company,Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,2a2082a476fbaec32816cfaf371bb650ab01bb7c01ca038bde9faa5a09edc5ff,0.0,house-pdf-electronic,,,yfinance,9
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-12-23,2020-12-30,FCEL,"FuelCell Energy, Inc.",Stock,Industrials,XLI,Sale,"$1,001 - $15,000",8000.5,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,eb858738b17f7ea12efeb9a2b85c75e42c53d7b75a329a296caede5d5deafadc,0.0,house-pdf-electronic,,,yfinance,9
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-11-16,2020-12-30,PLUG,"Plug Power, Inc.",Stock,Industrials,XLI,Sale,"$15,001",15001.0,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,ed4498d2997e5d02b4ada332cb47d82bafd18762e2cb9ee96c43ff57e6d355f9,0.0,house-pdf-electronic,,,yfinance,9
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-12-23,2020-12-30,GE,General Electric Company,Stock,Industrials,XLI,Purchase,"$1,001 - $15,000",8000.5,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,625f87318e6c32f3c366cd25778499fd9fdaa7846ba45095a30ba875b66bf1c1,0.0,house-pdf-electronic,,,yfinance,9
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-10-28,2020-12-30,GE,General Electric Company,Stock,Industrials,XLI,Sale,"$1,001 - $15,000",8000.5,False,SELF,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,1628d4567719e4a4e9bdd9f6c096c124ee3240020ae265b02e81c59a5e1a0bb0,0.0,house-pdf-electronic,,,yfinance,9
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-10-09,2020-12-30,GE,General Electric Company,Stock,Industrials,XLI,Sale,"$1,001 - $15,000",8000.5,False,SELF,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,6ccb34442bd03dbdeca047b583ae68295045be505746fb6f57c7386ca8a1ce9b,0.0,house-pdf-electronic,,,yfinance,9
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-11-16,2020-12-30,FCEL,"FuelCell Energy, Inc.",Stock,Industrials,XLI,Sale,"$1,001 - $15,000",8000.5,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,7e6a7168723bfee98e465ef3e65033105fb4a1c8e9e05da33ecc2de2de2f3cb0,0.0,house-pdf-electronic,,,yfinance,9
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-11-09,2020-12-30,FCEL,"FuelCell Energy, Inc.",Stock,Industrials,XLI,Sale,"$1,001 - $15,000",8000.5,False,SELF,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,c11d4397426ef45d183031b7707ad61c09ba671764c305fae3614acbceb3e87d,0.0,house-pdf-electronic,,,yfinance,9
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-10-30,2020-12-30,FCEL,"FuelCell Energy, Inc.",Stock,Industrials,XLI,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,d0b8130eaee4c73c725e09a3014d9787c350464cc4a63f7bc8f018822c46cbb3,0.0,house-pdf-electronic,,,yfinance,9
H001072,James French Hill,house,Republican,AR02,HLIG02; HLIG06; House Committee on Financial Services; House Permanent Select Committee on Intelligence,True,2020-11-30,2020-12-30,T,AT&T Inc.,Stock,Communication Services,XLC,Sale,"$1,001 - $15,000",8000.5,False,DC,20017855,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017855.pdf,7745eb84ac57b794a519eacebb3803fb704a4b53844ff1482b9b8d1089fef0c0,0.0,house-pdf-electronic,,,yfinance,5
S001189,Austin Scott,house,Republican,GA08,HLIG01; HLIG02; HLIG06; HSAG03; HSAG16; HSAG22; HSAS03; HSAS26; HSRU04; House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,True,2020-11-24,2020-12-30,FCEL,"FuelCell Energy, Inc.",Stock,Industrials,XLI,Sale,"$15,001",15001.0,False,SP,20017929,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017929.pdf,710df84e55d15f4622af8e2e98f3ceee0d7fe2d1490c83dec98b801ee8ae1999,0.0,house-pdf-electronic,,,yfinance,9
H001072,James French Hill,house,Republican,AR02,HLIG02; HLIG06; House Committee on Financial Services; House Permanent Select Committee on Intelligence,True,2020-11-30,2020-12-30,SWN,Southwestern Energy Company,Stock,Energy,XLE,Sale,"$1,001 - $15,000",8000.5,False,SP,20017855,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017855.pdf,63b3fbc6f0503bb69b4b4cb204862fa4dfefe856ce89f555df4298d7eb7518d3,0.0,house-pdf-electronic,,,llm,5
H001072,James French Hill,house,Republican,AR02,HLIG02; HLIG06; House Committee on Financial Services; House Permanent Select Committee on Intelligence,True,2020-11-30,2020-12-30,FVD,First Trust VL Dividend,Stock,Financials,XLF,Purchase,"$15,001",15001.0,False,SP,20017855,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017855.pdf,7f06a7ef83aedcbc2de1f15c1e942b68c5631f8b7bf21092b94ab1ca7d6a4eb7,0.0,house-pdf-electronic,,,llm,5
H001072,James French Hill,house,Republican,AR02,HLIG02; HLIG06; House Committee on Financial Services; House Permanent Select Committee on Intelligence,True,2020-11-30,2020-12-30,XOM,"Exxon Mobil Corporation   $50,000",Stock,Energy,XLE,Sale,"$15,001",15001.0,False,SP,20017855,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017855.pdf,22701b0d1a1a7675c68c85dfc5f22f3455675f9af87b79ecd3481c511e621899,0.0,house-pdf-electronic,,,yfinance,5
