bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,date_confidence,ticker,asset_description,asset_type,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,ticker_source,provenance
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2021-07-22,2021-08-17,plausible,MBB,ISHARES TR MBS ETF (MBB),Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218297,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,7912887cd6dca1daa1633027bb5ff8f932ff85b444a76f7e763408610833b802,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2021-07-22,2021-08-17,plausible,IGLB,ISHARES TR 10+ YR INVT GRADE CO (IGLB),Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218297,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,2360365f4697c45b1d1163bfd3860f7a6f399bb0e584d565c1a61ff245c32165,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2021-07-22,2021-08-17,plausible,IEMG,ISHARES INC CORE MSCI EMERGIN (IEMG),Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218297,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,e93ae69d06576ee8b2d610a1632f3791a09ed178a2efe6652f2178595583d1fb,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2021-07-22,2021-08-17,plausible,EMXC,ISHARES INC MSCI EMERGING MKT (EMXC),Mutual Fund,Purchase,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218297,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,21b318773936f00804f6795d943461f0d02b259d16024e68ce9eeb30b3d983d7,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2021-07-22,2021-08-17,plausible,IBDP,ISHARES TR IBONDS DEC 2024 TER (IBDP),Mutual Fund,Purchase,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218297,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,d8cf3b01037323440961c0da246eadbcd2406efdd5ab8af4d846f69064306f8a,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2021-07-22,2021-08-17,plausible,IBTD,ISHARES IBONDS DEC 2023 TERM T (IBTD),Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218297,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,c04f935ac34ef993c1142178456b620dca0bd7c3bd3343384c4f87e5aea8667b,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2021-07-22,2021-08-17,plausible,MDYG,SPDR SER TR S&P 400 MID CAP GR (MDYG),Mutual Fund,Purchase,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218297,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,77ac13906d8c9111228bc27993e9f4b8d6633944782099e6a7e89c85ae02b1b8,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2021-07-22,2021-08-17,plausible,MDYV,SPDR SER TR S&P 400 MID CAP VA (MDYV),Mutual Fund,Purchase,"$1,001 - $15,000",8000.0,False,Joint Tenancy,8218297,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,c56227176d5200ec5792445974cebe52d00b16217aaa3586d10735c8cd50942f,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2021-07-29,2021-08-17,plausible,LCGFX,WILLIAM BLAIR LARGE CAP GROW (LCGFX),,Purchase,"$50,001 - $100,000",75000.0,False,Dependent Child,8218297,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,953e0f68066b8dc1ff1c837bb98dc993fe0956a1a9616fee850f707614727b13,explicit,house-pdf-ocr
F000459,"Charles J. ""Chuck"" Fleischmann",house,Republican,TN03,"HSAP02; HSAP07; HSAP10; HSSY20; House Committee on Appropriations; House Committee on Science, Space, and Technology",False,2021-07-29,2021-08-17,plausible,SGIIX,FIRST EAGLE GLOBAL FUND CLASS (SGIIX),Mutual Fund,Sale,"$50,001 - $100,000",75000.0,False,Dependent Child,8218297,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,3eea6e9f0a30a982817e2d3ba8c1991196db5d27c05e2ab13540d52731fa282a,explicit,house-pdf-ocr
