doc_id,last,first,filing_type,state_district,filing_date_raw,disclosure_date,declarant_name,url_pdf
20032062,Aderholt,Robert B.,P,AL04,9/10/2025,2025-09-10,Robert B. Aderholt,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20032062.pdf
20026537,Allen,Richard W.,P,GA12,1/16/2025,2025-01-16,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20026537.pdf
20026727,Allen,Richard W.,P,GA12,2/20/2025,2025-02-20,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20026727.pdf
20027927,Allen,Richard W.,P,GA12,3/12/2025,2025-03-12,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027927.pdf
20030316,Allen,Richard W.,P,GA12,5/15/2025,2025-05-15,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030316.pdf
20030502,Allen,Richard W.,P,GA12,6/18/2025,2025-06-18,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030502.pdf
20030608,Allen,Richard W.,P,GA12,7/15/2025,2025-07-15,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030608.pdf
20030850,Allen,Richard W.,P,GA12,8/11/2025,2025-08-11,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030850.pdf
20032052,Allen,Richard W.,P,GA12,9/12/2025,2025-09-12,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20032052.pdf
20032204,Allen,Richard W.,P,GA12,10/7/2025,2025-10-07,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20032204.pdf
20033415,Allen,Richard W.,P,GA12,11/13/2025,2025-11-13,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20033415.pdf
