bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,date_confidence,ticker,asset_description,asset_type,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,ticker_source,provenance,occurrence_index
B001273,Diane Black,house,Republican,TN06,,False,2013-12-13,2014-01-08,plausible,EOG,EOG Resources,,Purchase,"$50,001 - $100,000",75000.0,False,Spouse,8213778,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8213778.pdf,5b9ca934b0f33d77155a3c5b26e77422b2169da3f0dbd6ce4aad918649cec6fd,elec_dict,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2013-12-17,2014-01-08,plausible,,BBH Limited Duration,,Sale,"$500,001 - $1,000,000",750000.0,False,Spouse,8213778,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8213778.pdf,efce7c08bbbf1783d6daf2c718214df1cd6308a4c6a33340902484eec058c065,none,house-pdf-ocr,0
B001257,Gus M. Bilirakis,house,Republican,FL12,HSIF14; HSIF16; HSIF17; House Committee on Energy and Commerce; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,False,2014-10-03,2014-10-27,plausible,RAD,Rite Aid,,Purchase,"$1,001 - $15,000",8000.0,False,Dependent Child,9105569,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/9105569.pdf,750d0571940eb1db0dbee2a6260dea1d38289c7a57060d9709cd2b6405fa3e54,llm,house-pdf-ocr,0
B001257,Gus M. Bilirakis,house,Republican,FL12,HSIF14; HSIF16; HSIF17; House Committee on Energy and Commerce; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,False,2014-01-06,2014-01-31,plausible,PRU,Prudential Financial,,Sale,,,False,Joint Tenancy,8213944,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8213944.pdf,952ce910497f4d5e462a5d37dcec1c129e4c61d800b79998c4c31d35c718a093,elec_dict,house-pdf-ocr,0
B001257,Gus M. Bilirakis,house,Republican,FL12,HSIF14; HSIF16; HSIF17; House Committee on Energy and Commerce; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,False,2014-01-06,2014-01-31,plausible,STI,"SunTrust Banks, Inc.",Mutual Fund,Sale,,,False,Joint Tenancy,8213944,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8213944.pdf,8d9c3fa69382488dabf3c722163a98192accd151cbfdd7cb2a5a4922564ccd0f,llm,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2014-11-21,2014-12-08,plausible,AAPL,APPLE INC,Stock,Purchase,"$15,001 - $50,000",32500.0,False,Joint Tenancy,9105721,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/9105721.pdf,e5c08596cce3f970cf5462eae66a75cdcbbc26c93a79303ca030d462a52ffbe4,elec_dict,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2014-11-21,2014-12-08,plausible,,3D Systems Nov $50 PUT,,Purchase,"$1,001 - $15,000",8000.0,False,Joint Tenancy,9105721,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/9105721.pdf,cc9ff97e47b07fa856edbac0ca8dbaf9e2d654a6eb4355e507a743929fc66933,none,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2014-11-21,2014-12-08,plausible,VTR,VENTAS INC,Stock,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,9105721,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/9105721.pdf,4c811ae941c5a4acde89336155f440086cbd076a90f792928dbd79d99069ee06,elec_dict,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2014-11-25,2014-12-08,plausible,CAT,CATERPILLAR INC,Stock,Purchase,"$15,001 - $50,000",32500.0,False,Joint Tenancy,9105721,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/9105721.pdf,5fd7accd20899e3b2688040e7f13a8c0b7198f01c788607953c9100d1d2c8778,elec_dict,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2014-11-25,2014-12-08,plausible,HFC,Holly Frontier Corporatio,Stock,Purchase,"$1,001 - $15,000",8000.0,False,Joint Tenancy,9105721,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/9105721.pdf,04de5d4d92fe9c6b8ef1a1e33f2670ddc81f99ece423142d41d541d3195ba05a,llm,house-pdf-ocr,0
