doc_id,last,first,filing_type,state_district,filing_date_raw,disclosure_date,declarant_name,url_pdf
20000077,Andrews,Robert E.,P,NJ01,1/13/2014,2014-01-13,Robert E. Andrews,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/20000077.pdf
20000998,Barletta,Lou,P,PA11,5/22/2014,2014-05-22,Lou Barletta,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/20000998.pdf
20001787,Barletta,Lou,P,PA11,10/3/2014,2014-10-03,Lou Barletta,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/20001787.pdf
20001934,Barletta,Lou,P,PA11,10/22/2014,2014-10-22,Lou Barletta,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/20001934.pdf
8214211,Barr,"Garland ""Andy""",P,KY06,3/5/2014,2014-03-05,"Garland ""Andy"" Barr",https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8214211.pdf
8213944,Bilirakis,Gus M.,P,FL12,1/31/2014,2014-01-31,Gus M. Bilirakis,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8213944.pdf
9105569,Bilirakis,Gus M.,P,FL12,10/27/2014,2014-10-27,Gus M. Bilirakis,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/9105569.pdf
9105721,Black,Diane,P,TN06,12/8/2014,2014-12-08,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/9105721.pdf
9105722,Black,Diane,P,TN06,12/10/2014,2014-12-10,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/9105722.pdf
9105778,Black,Diane,P,TN06,12/22/2014,2014-12-22,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/9105778.pdf
8213778,Black,Diane,P,TN06,1/8/2014,2014-01-08,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8213778.pdf
8213806,Black,Diane,P,TN06,1/13/2014,2014-01-13,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8213806.pdf
8213900,Black,Diane,P,TN06,1/22/2014,2014-01-22,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8213900.pdf
8214020,Black,Diane,P,TN06,2/7/2014,2014-02-07,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8214020.pdf
8214152,Black,Diane,P,TN06,2/20/2014,2014-02-20,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8214152.pdf
8214213,Black,Diane,P,TN06,3/5/2014,2014-03-05,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8214213.pdf
9105101,Black,Diane,P,TN06,3/12/2014,2014-03-12,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/9105101.pdf
8214362,Black,Diane,P,TN06,3/28/2014,2014-03-28,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8214362.pdf
8214530,Black,Diane,P,TN06,4/17/2014,2014-04-17,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8214530.pdf
8215964,Black,Diane,P,TN06,7/14/2014,2014-07-14,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8215964.pdf
8216477,Black,Diane,P,TN06,9/4/2014,2014-09-04,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8216477.pdf
8216478,Black,Diane,P,TN06,9/4/2014,2014-09-04,Diane Black,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2014/8216478.pdf
