bioguide,ticker,date,sense
B000574,PART INTEREST,2013-11-01,Purchase
B000589,CAH,2014-02-27,Sale
B000589,DO,2014-02-06,Sale
B000589,MRK,2014-02-07,Purchase
B000589,WMT,2014-02-25,Sale
B001248,GE,2014-03-10,Sale
B001248,MSFT,2014-03-10,Sale
B001248,PFE,2014-03-10,Sale
B001248,UPS,2014-03-10,Sale
B001248,VZ,2014-03-10,Sale
B001269,DNKN,2014-05-22,Sale
B001269,GIMO,2014-05-22,Sale
B001274,MWO,2014-05-05,Sale
C001046,CPHD,2014-01-16,Sale
C001046,DIS,2014-01-16,Sale
C001046,MRH,2014-01-16,Sale
C001046,MSB,2014-01-16,Purchase
C001046,SLB,2014-01-16,Sale
C001046,STI,2014-01-16,Sale
C001046,WY,2014-01-16,Sale
C001062,AMZN,2014-05-06,Sale
C001062,AON,2014-03-12,Sale
C001062,ASML,2014-09-16,Purchase
C001062,AZN,2014-05-07,Sale
C001062,BA,2014-04-22,Sale
C001062,BABA,2014-10-27,Purchase
C001062,BIIB,2014-01-13,Sale
C001062,BUD,2014-01-17,Sale
C001062,CCI,2014-09-23,Sale
C001062,CCI,2014-09-24,Sale
C001062,COP,2014-05-15,Sale
C001062,DAL,2014-08-28,Sale
C001062,DLPH,2014-04-01,Purchase
C001062,DLPH,2014-09-16,Sale
C001062,EBAY,2014-01-17,Sale
C001062,EW,2014-02-14,Sale
C001062,FDX,2014-02-10,Sale
C001062,FDX,2014-02-25,Sale
C001062,GM,2014-04-11,Sale
C001062,GOOG,2014-08-27,Sale
C001062,HOT,2014-06-17,Purchase
C001062,HOT,2014-06-18,Purchase
C001062,IBM,2014-01-30,Sale
C001062,INTC,2014-07-15,Sale
C001062,INTC,2014-08-26,Sale
C001062,INTC,2014-08-29,Sale
C001062,JNJ,2014-10-03,Sale
C001062,JNJ,2014-10-27,Sale
C001062,KMI,2014-06-17,Sale
C001062,KMI,2014-06-18,Sale
C001062,KO,2014-03-10,Sale
C001062,KORS,2014-06-16,Sale
C001062,KRFT,2014-09-18,Sale
C001062,LH,2014-04-03,Purchase
C001062,LMT,2014-11-17,Sale
C001062,LYB,2014-02-11,Purchase
C001062,MON,2014-09-30,Sale
C001062,MSFT,2014-07-23,Sale
C001062,MSFT,2014-10-21,Sale
C001062,NLSN,2014-09-24,Sale
C001062,NWL,2014-03-06,Sale
C001062,ORCL,2014-09-05,Sale
C001062,ORCL,2014-09-23,Sale
C001062,OXY,2014-06-24,Purchase
C001062,PEG,2014-10-10,Purchase
C001062,PM,2014-03-11,Sale
C001062,PPG,2014-09-16,Sale
C001062,PPG,2014-09-17,Sale
C001062,PRGO,2014-02-28,Purchase
