BioGuideID,Name,ticker,traded,Transaction
L000579,Alan S. Lowenthal,TEVA,2014-12-12,Purchase
L000579,Alan S. Lowenthal,DLPH,2014-12-10,Sale
H001051,Richard L. Hanna,SNY,2014-11-28,Purchase
F000461,Bill Flores,PAGP,2014-11-21,Purchase
S000583,Lamar Smith,PRGO,2014-11-21,Purchase
S000583,Lamar Smith,FBHS,2014-11-14,Sale
H001051,Richard L. Hanna,DISCA,2014-11-13,Purchase
H001051,Richard L. Hanna,AUY,2014-11-13,Purchase
H001051,Richard L. Hanna,SNI,2014-11-11,Sale
S000583,Lamar Smith,TMH,2014-11-07,Sale
S000583,Lamar Smith,WAGE,2014-11-05,Purchase
C001101,Katherine M. Clark,MRK,2014-10-28,Sale
C001101,Katherine M. Clark,LYB,2014-10-27,Sale
P000197,Ms. Nancy Pelosi,SFLY,2014-10-23,Sale
P000197,Ms. Nancy Pelosi,AA,2014-10-23,Sale
P000197,Ms. Nancy Pelosi,DOW,2014-10-23,Sale
P000197,Ms. Nancy Pelosi,BCOR,2014-10-23,Sale
P000197,Ms. Nancy Pelosi,BRCM,2014-10-23,Sale
P000197,Ms. Nancy Pelosi,ELX,2014-10-23,Sale
P000197,Ms. Nancy Pelosi,ENTR,2014-10-23,Sale
L000579,Mr. Alan S. Lowenthal,CMCSK,2014-10-22,Purchase
L000579,Mr. Alan S. Lowenthal,DLPH,2014-10-22,Purchase
L000579,Mr. Alan S. Lowenthal,GOOG,2014-10-22,Purchase
H001051,Mr. Richard L. Hanna,SNI,2014-10-17,Purchase
F000461,Mr. Bill Flores,CVX,2014-10-17,Sale
F000461,Mr. Bill Flores,IBM,2014-10-17,Purchase
F000461,Mr. Bill Flores,ACN,2014-10-17,Purchase
S000583,Mr. Lamar Smith,TW,2014-10-16,Purchase
H001051,Mr. Richard L. Hanna,OXY,2014-10-15,Sale
S001148,Mr. Michael K. Simpson,LYSFF,2014-10-15,Sale
F000461,Mr. Bill Flores,CDK,2014-10-07,Sale
S001148,Mr. Michael K. Simpson,GARPF,2014-10-07,Sale
S001148,Mr. Michael K. Simpson,GARPF,2014-10-02,Sale
S001148,Mr. Michael K. Simpson,ASBRF,2014-09-30,Sale
P000197,Ms. Nancy Pelosi,MGRC,2014-09-22,Sale
P000197,Ms. Nancy Pelosi,RHI,2014-09-22,Sale
C001101,Katherine M. Clark,PNC,2014-09-17,Purchase
C001101,Katherine M. Clark,ACN,2014-09-17,Sale
H001051,Mr. Richard L. Hanna,SCZ,2014-09-11,Sale
S000583,Mr. Lamar Smith,MJN,2014-08-28,Sale
C001101,Katherine M. Clark,MRK,2014-08-26,Purchase
F000461,Mr. Bill Flores,TRGP,2014-08-22,Sale
F000461,Mr. Bill Flores,WMB,2014-08-22,Sale
F000461,Mr. Bill Flores,OKE,2014-08-22,Sale
F000461,Mr. Bill Flores,SEMG,2014-08-22,Sale
H001051,Mr. Richard L. Hanna,RYAM,2014-08-19,Sale
