doc_id,prefix,first,last,suffix,state_dist,year,filing_date
20024277,Hon.,Richard W.,Allen,,GA12,2024,1/11/2024
20024458,Hon.,Richard W.,Allen,,GA12,2024,2/16/2024
20025031,Hon.,Richard W.,Allen,,GA12,2024,5/14/2024
20025287,Hon.,Richard W.,Allen,,GA12,2024,6/21/2024
20025411,Hon.,Richard W.,Allen,,GA12,2024,7/10/2024
20025601,Hon.,Richard W.,Allen,,GA12,2024,8/8/2024
20025875,Hon.,Richard W.,Allen,,GA12,2024,9/20/2024
20026031,Hon.,Richard W.,Allen,,GA12,2024,10/18/2024
20026191,Hon.,Richard W.,Allen,,GA12,2024,11/14/2024
20025708,Hon.,Jake,Auchincloss,,MA04,2024,8/21/2024
20026246,Hon.,Jake,Auchincloss,,MA04,2024,11/21/2024
20025626,Hon.,James E Hon,Banks,,IN03,2024,8/12/2024
20024750,Hon.,Nanette,Barragan,,CA44,2024,3/27/2024
20024923,Hon.,Nanette,Barragan,,CA44,2024,4/25/2024
20024492,Hon.,Cliff,Bentz,,OR02,2024,2/13/2024
20024769,Hon.,Donald Sternoff,Beyer,Jr,VA08,2024,3/31/2024
20025133,Hon.,Donald Sternoff,Beyer,Jr,VA08,2024,6/6/2024
20025776,Hon.,Donald Sternoff,Beyer,Jr,VA08,2024,9/4/2024
20026134,Hon.,Donald Sternoff,Beyer,Jr,VA08,2024,11/3/2024
20026353,Hon.,Donald Sternoff,Beyer,Jr,VA08,2024,12/7/2024
20025620,Hon.,Stephanie,Bice,,OK05,2024,8/10/2024
20024254,Hon.,Earl,Blumenauer,,OR03,2024,1/4/2024
20024580,Hon.,Earl,Blumenauer,,OR03,2024,3/2/2024
20024671,Hon.,Earl,Blumenauer,,OR03,2024,3/12/2024
20024797,Hon.,Earl,Blumenauer,,OR03,2024,4/4/2024
20024984,Hon.,Earl,Blumenauer,,OR03,2024,5/4/2024
20025194,Hon.,Earl,Blumenauer,,OR03,2024,6/6/2024
20025219,Hon.,Earl,Blumenauer,,OR03,2024,6/6/2024
20025403,Hon.,Earl,Blumenauer,,OR03,2024,7/6/2024
20025603,Hon.,Earl,Blumenauer,,OR03,2024,8/6/2024
20025787,Hon.,Earl,Blumenauer,,OR03,2024,9/6/2024
20025970,Hon.,Earl,Blumenauer,,OR03,2024,10/8/2024
20026141,Hon.,Earl,Blumenauer,,OR03,2024,11/5/2024
20026347,Hon.,Earl,Blumenauer,,OR03,2024,12/7/2024
20024265,Hon.,Michael C.,Burgess,,TX26,2024,1/8/2024
20024330,Hon.,Michael C.,Burgess,,TX26,2024,1/22/2024
20024437,Hon.,Michael C.,Burgess,,TX26,2024,2/5/2024
20024627,Hon.,Michael C.,Burgess,,TX26,2024,3/7/2024
20024722,Hon.,Michael C.,Burgess,,TX26,2024,3/22/2024
20024838,Hon.,Michael C.,Burgess,,TX26,2024,4/10/2024
20024966,Hon.,Michael C.,Burgess,,TX26,2024,5/2/2024
20025548,Hon.,Michael C.,Burgess,,TX26,2024,7/31/2024
20025605,Hon.,Michael C.,Burgess,,TX26,2024,8/12/2024
20025791,Hon.,Michael C.,Burgess,,TX26,2024,9/24/2024
20025942,Hon.,Michael C.,Burgess,,TX26,2024,10/1/2024
20025257,Hon.,Earl Leroy,Carter,,GA01,2024,6/12/2024
20025349,Hon.,Earl Leroy,Carter,,GA01,2024,6/28/2024
20025499,Hon.,Earl Leroy,Carter,,GA01,2024,7/24/2024
20023805,Hon.,Sean,Casten,,IL06,2024,1/16/2024
20025384,Hon.,Sean,Casten,,IL06,2024,8/9/2024
20025700,Hon.,Sean,Casten,,IL06,2024,8/27/2024
20024754,Hon.,Kathy,Castor,,FL14,2024,3/28/2024
20025475,Hon.,Kathy,Castor,,FL14,2024,7/15/2024
20024347,Hon.,Judy,Chu,,CA28,2024,1/21/2024
20024435,Hon.,Katherine M.,Clark,,MA05,2024,2/12/2024
20024588,Hon.,Katherine M.,Clark,,MA05,2024,3/5/2024
20024795,Hon.,Katherine M.,Clark,,MA05,2024,4/4/2024
20024188,Hon.,Steve,Cohen,,TN09,2024,1/4/2024
20024540,Hon.,Steve,Cohen,,TN09,2024,2/28/2024
20024275,Hon.,Michael A.,Collins,,GA10,2024,1/9/2024
20025282,Hon.,Michael A.,Collins,,GA10,2024,6/14/2024
20025446,Hon.,Michael A.,Collins,,GA10,2024,7/11/2024
20025729,Hon.,Michael A.,Collins,,GA10,2024,8/25/2024
20026127,Hon.,Michael A.,Collins,,GA10,2024,11/7/2024
20026303,Hon.,Michael A.,Collins,,GA10,2024,12/2/2024
20024728,Hon.,Gerald E.,Connolly,,VA11,2024,3/22/2024
20025404,Hon.,Gerald E.,Connolly,,VA11,2024,7/5/2024
20026009,Hon.,Gerald E.,Connolly,,VA11,2024,10/11/2024
20024317,Hon.,Suzan K.,DelBene,,WA01,2024,1/22/2024
20024425,Hon.,Suzan K.,DelBene,,WA01,2024,2/5/2024
20024495,Hon.,Suzan K.,DelBene,,WA01,2024,2/21/2024
20024581,Hon.,Suzan K.,DelBene,,WA01,2024,3/8/2024
20025178,Hon.,Suzan K.,DelBene,,WA01,2024,6/10/2024
20025312,Hon.,Suzan K.,DelBene,,WA01,2024,6/20/2024
20025379,Hon.,Suzan K.,DelBene,,WA01,2024,7/11/2024
20025568,Hon.,Suzan K.,DelBene,,WA01,2024,8/6/2024
20025705,Hon.,Suzan K.,DelBene,,WA01,2024,8/23/2024
20025768,Hon.,Suzan K.,DelBene,,WA01,2024,9/9/2024
20025940,Hon.,Suzan K.,DelBene,,WA01,2024,10/4/2024
20026123,Hon.,Suzan K.,DelBene,,WA01,2024,11/7/2024
20026238,Hon.,Suzan K.,DelBene,,WA01,2024,11/21/2024
20026423,Hon.,Suzan K.,DelBene,,WA01,2024,12/23/2024
20024270,Hon.,Debbie,Dingell,,MI06,2024,2/15/2024
20025056,Hon.,Debbie,Dingell,,MI06,2024,5/16/2024
20025306,Hon.,Debbie,Dingell,,MI06,2024,6/24/2024
20026160,Hon.,Debbie,Dingell,,MI06,2024,11/9/2024
20024268,Hon.,Lloyd,Doggett,,TX37,2024,1/8/2024
20024611,Hon.,Lloyd,Doggett,,TX37,2024,3/5/2024
20024839,Hon.,Lloyd,Doggett,,TX37,2024,4/9/2024
20024997,Hon.,Lloyd,Doggett,,TX37,2024,5/6/2024
20025202,Hon.,Lloyd,Doggett,,TX37,2024,6/5/2024
20025397,Hon.,Lloyd,Doggett,,TX37,2024,7/3/2024
20025592,Hon.,Lloyd,Doggett,,TX37,2024,8/5/2024
20025822,Hon.,Lloyd,Doggett,,TX37,2024,9/9/2024
20026002,Hon.,Lloyd,Doggett,,TX37,2024,10/10/2024
20026151,Hon.,Lloyd,Doggett,,TX37,2024,11/5/2024
20026322,Hon.,Lloyd,Doggett,,TX37,2024,12/4/2024
20026099,Hon.,Byron,Donalds,,FL19,2024,11/7/2024
8220682,Hon.,Byron,Donalds,,FL19,2024,11/8/2024
8221334,Hon.,Byron,Donalds,,FL19,2024,2/19/2026
20000788,Hon.,Jeff,Duncan,,SC03,2024,5/23/2024
20025104,Hon.,Neal Patrick,"Dunn, MD, FACS",,FL02,2024,5/22/2024
20026140,Hon.,Neal Patrick,"Dunn, MD, FACS",,FL02,2024,11/7/2024
20026250,Hon.,Neal Patrick,"Dunn, MD, FACS",,FL02,2024,12/16/2024
20024324,Hon.,Dwight,Evans,,PA03,2024,1/17/2024
8220147,Hon.,"Charles J. ""Chuck""",Fleischmann,,TN03,2024,2/9/2024
8220317,Hon.,"Charles J. ""Chuck""",Fleischmann,,TN03,2024,5/15/2024
8220617,Hon.,"Charles J. ""Chuck""",Fleischmann,,TN03,2024,8/16/2024
8220683,Hon.,"Charles J. ""Chuck""",Fleischmann,,TN03,2024,11/12/2024
20024230,Hon.,Virginia,Foxx,,NC05,2024,1/4/2024
20024424,Hon.,Virginia,Foxx,,NC05,2024,2/5/2024
20024596,Hon.,Virginia,Foxx,,NC05,2024,3/7/2024
20024825,Hon.,Virginia,Foxx,,NC05,2024,4/10/2024
20024996,Hon.,Virginia,Foxx,,NC05,2024,5/6/2024
20025200,Hon.,Virginia,Foxx,,NC05,2024,6/6/2024
20025588,Hon.,Virginia,Foxx,,NC05,2024,8/6/2024
20025771,Hon.,Virginia,Foxx,,NC05,2024,9/4/2024
20026032,Hon.,Virginia,Foxx,,NC05,2024,10/21/2024
20026124,Hon.,Virginia,Foxx,,NC05,2024,11/12/2024
20026376,Hon.,Virginia,Foxx,,NC05,2024,12/11/2024
20025035,Hon.,Lois,Frankel,,FL22,2024,5/14/2024
20024916,Hon.,C. Scott,Franklin,,FL18,2024,4/23/2024
20025170,Hon.,C. Scott,Franklin,,FL18,2024,6/2/2024
20025711,Hon.,C. Scott,Franklin,,FL18,2024,8/20/2024
20026020,Hon.,C. Scott,Franklin,,FL18,2024,10/15/2024
20025670,Hon.,Ruben,Gallego,,AZ03,2024,8/13/2024
20024673,Hon.,Michael,Garcia,,CA27,2024,3/12/2024
20025632,Hon.,Michael,Garcia,,CA27,2024,8/9/2024
20025806,Hon.,Lance,Gooden,,TX05,2024,9/6/2024
20026382,Hon.,Lance,Gooden,,TX05,2024,12/12/2024
20024248,Hon.,Josh,Gottheimer,,NJ05,2024,1/7/2024
20024461,Hon.,Josh,Gottheimer,,NJ05,2024,2/15/2024
20024612,Hon.,Josh,Gottheimer,,NJ05,2024,3/7/2024
20024801,Hon.,Josh,Gottheimer,,NJ05,2024,4/7/2024
20025020,Hon.,Josh,Gottheimer,,NJ05,2024,5/15/2024
20025207,Hon.,Josh,Gottheimer,,NJ05,2024,6/8/2024
20025419,Hon.,Josh,Gottheimer,,NJ05,2024,7/9/2024
20025678,Hon.,Josh,Gottheimer,,NJ05,2024,8/15/2024
20025804,Hon.,Josh,Gottheimer,,NJ05,2024,9/11/2024
20025953,Hon.,Josh,Gottheimer,,NJ05,2024,10/3/2024
20026154,Hon.,Josh,Gottheimer,,NJ05,2024,11/6/2024
20026314,Hon.,Josh,Gottheimer,,NJ05,2024,12/5/2024
20024517,Hon.,Garret,Graves,,LA06,2024,2/15/2024
20024062,Hon.,Mark Dr,Green,,TN07,2024,1/17/2024
