doc_id,prefix,first,last,suffix,state_dist,year,filing_date
20000077,Mr.,Robert E.,Andrews,,NJ01,2014,1/13/2014
20000998,Mr.,Lou,Barletta,,PA11,2014,5/22/2014
20001787,Mr.,Lou,Barletta,,PA11,2014,10/3/2014
20001934,Mr.,Lou,Barletta,,PA11,2014,10/22/2014
8214211,Mr.,"Garland ""Andy""",Barr,,KY06,2014,3/5/2014
8213944,Mr.,Gus M.,Bilirakis,,FL12,2014,1/31/2014
9105569,Mr.,Gus M.,Bilirakis,,FL12,2014,10/27/2014
9105721,Hon.,Diane,Black,,TN06,2014,12/8/2014
9105722,Hon.,Diane,Black,,TN06,2014,12/10/2014
9105778,Hon.,Diane,Black,,TN06,2014,12/22/2014
9105798,Hon.,Diane,Black,,TN06,2014,1/5/2015
8213778,Mrs.,Diane,Black,,TN06,2014,1/8/2014
8213806,Mrs.,Diane,Black,,TN06,2014,1/13/2014
8213900,Mrs.,Diane,Black,,TN06,2014,1/22/2014
8214020,Mrs.,Diane,Black,,TN06,2014,2/7/2014
8214152,Mrs.,Diane,Black,,TN06,2014,2/20/2014
8214213,Mrs.,Diane,Black,,TN06,2014,3/5/2014
9105101,Mrs.,Diane,Black,,TN06,2014,3/12/2014
8214362,Mrs.,Diane,Black,,TN06,2014,3/28/2014
8214530,Mrs.,Diane,Black,,TN06,2014,4/17/2014
8215964,Mrs.,Diane,Black,,TN06,2014,7/14/2014
8216477,Mrs.,Diane,Black,,TN06,2014,9/4/2014
8216478,Mrs.,Diane,Black,,TN06,2014,9/4/2014
8216515,Mrs.,Diane,Black,,TN06,2014,9/15/2014
9105442,Mrs.,Diane,Black,,TN06,2014,9/29/2014
9105543,Mrs.,Diane,Black,,TN06,2014,10/22/2014
9105658,Mrs.,Diane,Black,,TN06,2014,11/13/2014
8214151,Mr.,Earl,Blumenauer,,OR03,2014,2/26/2014
20000710,Mr.,Earl,Blumenauer,,OR03,2014,4/14/2014
20000800,Mr.,Earl,Blumenauer,,OR03,2014,5/6/2014
20000987,Mr.,Earl,Blumenauer,,OR03,2014,5/20/2014
20001572,Mr.,Earl,Blumenauer,,OR03,2014,8/21/2014
20002073,Mr.,Earl,Blumenauer,,OR03,2014,11/19/2014
20000284,Hon.,John A.,Boehner,,OH08,2014,2/7/2014
20000404,Hon.,John A.,Boehner,,OH08,2014,3/4/2014
20001087,Hon.,John A.,Boehner,,OH08,2014,6/10/2014
20001259,Hon.,John A.,Boehner,,OH08,2014,7/9/2014
20001575,Hon.,John A.,Boehner,,OH08,2014,8/28/2014
20001747,Hon.,John A.,Boehner,,OH08,2014,9/24/2014
20001843,Hon.,John A.,Boehner,,OH08,2014,10/10/2014
20002095,Hon.,John A.,Boehner,,OH08,2014,11/21/2014
20000606,Mr.,Mo,Brooks,,AL05,2014,7/9/2014
20001609,Mr.,Mo,Brooks,,AL05,2014,9/2/2014
20001769,Mr.,Mo,Brooks,,AL05,2014,9/26/2014
20001977,Mr.,Mo,Brooks,,AL05,2014,10/30/2014
20002031,Mr.,Mo,Brooks,,AL05,2014,11/11/2014
20000780,Mrs.,Susan W.,Brooks,,IN05,2014,4/28/2014
20001428,Mrs.,Susan W.,Brooks,,IN05,2014,8/4/2014
20002180,Hon.,Vern,Buchanan,,FL16,2014,12/10/2014
8214214,Mr.,Vern,Buchanan,,FL16,2014,2/28/2014
8214582,Mr.,Vern,Buchanan,,FL16,2014,4/25/2014
20000933,Mr.,Vern,Buchanan,,FL16,2014,5/13/2014
20001090,Mr.,Vern,Buchanan,,FL16,2014,6/12/2014
20001312,Mr.,Vern,Buchanan,,FL16,2014,7/14/2014
20001674,Mr.,Vern,Buchanan,,FL16,2014,9/15/2014
20001885,Mr.,Vern,Buchanan,,FL16,2014,10/15/2014
20002042,Mr.,Vern,Buchanan,,FL16,2014,11/13/2014
20000708,Mr.,Michael C.,Burgess,,TX26,2014,4/14/2014
20000868,Mr.,Michael C.,Burgess,,TX26,2014,8/1/2014
9106006,Hon.,Dave,Camp,,MI04,2014,2/6/2015
8214023,Mr.,Dave,Camp,,MI04,2014,2/11/2014
8214104,Mr.,Dave,Camp,,MI04,2014,2/14/2014
9105131,Mr.,Dave,Camp,,MI04,2014,3/20/2014
8214531,Mr.,Dave,Camp,,MI04,2014,4/21/2014
8215761,Mr.,Dave,Camp,,MI04,2014,6/19/2014
8216015,Mr.,Dave,Camp,,MI04,2014,7/16/2014
8216364,Mr.,Dave,Camp,,MI04,2014,8/19/2014
9105443,Mr.,Dave,Camp,,MI04,2014,10/1/2014
9105521,Mr.,Dave,Camp,,MI04,2014,10/15/2014
9105642,Mr.,Dave,Camp,,MI04,2014,11/18/2014
20000165,Mr.,Eric,Cantor,,VA07,2014,1/24/2014
20000228,Mr.,Eric,Cantor,,VA07,2014,2/3/2014
8216259,Hon.,Shelley Moore,Capito,,WV02,2014,8/12/2014
9105657,Hon.,Shelley Moore,Capito,,WV02,2014,11/14/2014
9105891,Hon.,Shelley Moore,Capito,,WV02,2014,1/29/2015
8213946,Mrs.,Shelley Moore,Capito,,WV02,2014,2/4/2014
8213947,Mrs.,Shelley Moore,Capito,,WV02,2014,2/4/2014
8214215,Mrs.,Shelley Moore,Capito,,WV02,2014,3/5/2014
8213779,Mr.,Matt,Cartwright,,PA17,2014,1/8/2014
20002184,Hon.,William M.,Cassidy,,LA06,2014,12/11/2014
8214216,Ms.,Kathy,Castor,,FL14,2014,2/28/2014
8214217,Ms.,Kathy,Castor,,FL14,2014,3/4/2014
8214327,Ms.,Kathy,Castor,,FL14,2014,3/25/2014
20001015,Ms.,Kathy,Castor,,FL14,2014,5/23/2014
20001540,Ms.,Kathy,Castor,,FL14,2014,8/18/2014
20001777,Ms.,Kathy,Castor,,FL14,2014,9/29/2014
20002231,Hon.,Katherine M.,Clark,,MA05,2014,12/19/2014
20002247,Hon.,Katherine M.,Clark,,MA05,2014,12/19/2014
8216098,,Curtis J.,Clawson,,FL19,2014,7/24/2014
8216365,,Curtis J.,Clawson,,FL19,2014,8/13/2014
8216519,,Curtis J.,Clawson,,FL19,2014,9/11/2014
9105822,,Curtis J.,Clawson,,FL19,2014,1/7/2015
8215696,Hon.,Howard,Coble,,NC06,2014,6/11/2014
8215815,Hon.,Howard,Coble,,NC06,2014,6/23/2014
8215898,Hon.,Howard,Coble,,NC06,2014,7/7/2014
8215965,Hon.,Howard,Coble,,NC06,2014,7/11/2014
8216123,Hon.,Howard,Coble,,NC06,2014,7/30/2014
8216480,Hon.,Howard,Coble,,NC06,2014,9/2/2014
9105544,Hon.,Howard,Coble,,NC06,2014,10/17/2014
9105776,Hon.,Steve,Cohen,,TN09,2014,12/22/2014
9105804,Hon.,Steve,Cohen,,TN09,2014,1/6/2015
8213807,Mr.,Steve,Cohen,,TN09,2014,1/13/2014
9105797,Hon.,Chris,Collins,,NY27,2014,1/6/2015
8214395,Mr.,Chris,Collins,,NY27,2014,4/7/2014
8215241,Mr.,Chris,Collins,,NY27,2014,5/19/2014
9105491,Mr.,Chris,Collins,,NY27,2014,10/8/2014
9105624,Mr.,Chris,Collins,,NY27,2014,11/12/2014
20002132,Hon.,K. Michael,Conaway,,TX11,2014,12/2/2014
8213782,Mr.,K. Michael,Conaway,,TX11,2014,1/8/2014
20000317,Mr.,K. Michael,Conaway,,TX11,2014,2/12/2014
20000621,Mr.,K. Michael,Conaway,,TX11,2014,4/9/2014
20001081,Mr.,K. Michael,Conaway,,TX11,2014,6/4/2014
20001407,Mr.,K. Michael,Conaway,,TX11,2014,7/26/2014
20001539,Mr.,K. Michael,Conaway,,TX11,2014,8/18/2014
20001614,Mr.,K. Michael,Conaway,,TX11,2014,9/2/2014
20001785,Mr.,K. Michael,Conaway,,TX11,2014,10/2/2014
20001994,Mr.,K. Michael,Conaway,,TX11,2014,11/6/2014
8213809,Mr.,Gerald E.,Connolly,,VA11,2014,1/14/2014
20000790,Mr.,Gerald E.,Connolly,,VA11,2014,4/29/2014
20001352,Mr.,Gerald E.,Connolly,,VA11,2014,7/18/2014
20001925,Mr.,Gerald E.,Connolly,,VA11,2014,10/20/2014
20001402,Mrs.,Susan A.,Davis,,CA53,2014,7/24/2014
9105683,Hon.,John K.,Delaney,,MD06,2014,11/20/2014
9105796,Hon.,John K.,Delaney,,MD06,2014,1/5/2015
9105823,Hon.,John K.,Delaney,,MD06,2014,1/8/2015
8213810,Mr.,John K.,Delaney,,MD06,2014,1/9/2014
8213811,Mr.,John K.,Delaney,,MD06,2014,1/9/2014
9105037,Mr.,John K.,Delaney,,MD06,2014,1/22/2014
8213917,Mr.,John K.,Delaney,,MD06,2014,1/29/2014
8214024,Mr.,John K.,Delaney,,MD06,2014,2/10/2014
9105105,Mr.,John K.,Delaney,,MD06,2014,3/11/2014
8214328,Mr.,John K.,Delaney,,MD06,2014,3/25/2014
8214461,Mr.,John K.,Delaney,,MD06,2014,4/9/2014
8214583,Mr.,John K.,Delaney,,MD06,2014,4/29/2014
8214713,Mr.,John K.,Delaney,,MD06,2014,5/7/2014
8215242,Mr.,John K.,Delaney,,MD06,2014,5/21/2014
8215707,Mr.,John K.,Delaney,,MD06,2014,6/10/2014
8216099,Mr.,John K.,Delaney,,MD06,2014,7/23/2014
8216428,Mr.,John K.,Delaney,,MD06,2014,8/20/2014
8216520,Mr.,John K.,Delaney,,MD06,2014,9/9/2014
9105522,Mr.,John K.,Delaney,,MD06,2014,10/16/2014
9105623,Mr.,John K.,Delaney,,MD06,2014,11/12/2014
20002136,Hon.,Suzan K.,DelBene,,WA01,2014,12/11/2014
8213783,Ms.,Suzan K.,DelBene,,WA01,2014,1/8/2014
8214103,Ms.,Suzan K.,DelBene,,WA01,2014,2/14/2014
9105133,Ms.,Suzan K.,DelBene,,WA01,2014,3/14/2014
8214462,Ms.,Suzan K.,DelBene,,WA01,2014,4/10/2014
8214811,Ms.,Suzan K.,DelBene,,WA01,2014,5/12/2014
20001077,Ms.,Suzan K.,DelBene,,WA01,2014,6/12/2014
20001223,Ms.,Suzan K.,DelBene,,WA01,2014,7/9/2014
20001466,Ms.,Suzan K.,DelBene,,WA01,2014,8/17/2014
20001619,Ms.,Suzan K.,DelBene,,WA01,2014,9/21/2014
20001809,Ms.,Suzan K.,DelBene,,WA01,2014,10/20/2014
20001988,Ms.,Suzan K.,DelBene,,WA01,2014,11/20/2014
20002239,Hon.,John D.,Dingell,,MI12,2014,12/18/2014
8213812,Mr.,John D.,Dingell,,MI12,2014,1/9/2014
8213883,Mr.,John D.,Dingell,,MI12,2014,1/16/2014
8213949,Mr.,John D.,Dingell,,MI12,2014,2/6/2014
8214219,Mr.,John D.,Dingell,,MI12,2014,3/5/2014
8214329,Mr.,John D.,Dingell,,MI12,2014,3/26/2014
8214463,Mr.,John D.,Dingell,,MI12,2014,4/10/2014
8215695,Mr.,John D.,Dingell,,MI12,2014,6/11/2014
8215900,Mr.,John D.,Dingell,,MI12,2014,7/10/2014
8216102,Mr.,John D.,Dingell,,MI12,2014,7/24/2014
20001781,Mr.,John D.,Dingell,,MI12,2014,10/1/2014
20002126,Hon.,Lloyd,Doggett,,TX35,2014,12/1/2014
8213784,Mr.,Lloyd,Doggett,,TX35,2014,1/6/2014
9105065,Mr.,Lloyd,Doggett,,TX35,2014,3/7/2014
20000629,Mr.,Lloyd,Doggett,,TX35,2014,4/10/2014
20001114,Mr.,Lloyd,Doggett,,TX35,2014,6/11/2014
20001612,Mr.,Lloyd,Doggett,,TX35,2014,9/2/2014
20001837,Mr.,Lloyd,Doggett,,TX35,2014,10/8/2014
20000923,Ms.,Tammy,Duckworth,,IL08,2014,7/8/2014
20001671,Ms.,Tammy,Duckworth,,IL08,2014,9/23/2014
8213813,Hon.,John J.,Duncan,Jr.,TN02,2014,1/9/2014
8214330,Hon.,John J.,Duncan,Jr.,TN02,2014,3/27/2014
8215712,Hon.,John J.,Duncan,Jr.,TN02,2014,6/12/2014
9105835,Hon.,Sam,Farr,,CA20,2014,1/15/2015
20001219,Mr.,Sam,Farr,,CA20,2014,7/9/2014
20000082,Mr.,Michael G.,Fitzpatrick,,PA08,2014,1/14/2014
20000318,Mr.,Michael G.,Fitzpatrick,,PA08,2014,2/13/2014
20000420,Mr.,Michael G.,Fitzpatrick,,PA08,2014,4/5/2014
20000599,Mr.,Michael G.,Fitzpatrick,,PA08,2014,4/8/2014
20001271,Mr.,Michael G.,Fitzpatrick,,PA08,2014,7/9/2014
20001644,Mr.,Michael G.,Fitzpatrick,,PA08,2014,9/8/2014
20001844,Mr.,Michael G.,Fitzpatrick,,PA08,2014,10/10/2014
20002034,Mr.,Michael G.,Fitzpatrick,,PA08,2014,11/11/2014
9105890,Hon.,"Charles J. ""Chuck""",Fleischmann,,TN03,2014,1/27/2015
8216260,Mr.,"Charles J. ""Chuck""",Fleischmann,,TN03,2014,8/13/2014
8216522,Mr.,"Charles J. ""Chuck""",Fleischmann,,TN03,2014,9/8/2014
9105493,Mr.,"Charles J. ""Chuck""",Fleischmann,,TN03,2014,10/9/2014
9105641,Mr.,"Charles J. ""Chuck""",Fleischmann,,TN03,2014,11/13/2014
20002146,Hon.,Bill,Flores,,TX17,2014,12/4/2014
20000036,Mr.,Bill,Flores,,TX17,2014,1/7/2014
20000313,Mr.,Bill,Flores,,TX17,2014,2/12/2014
20000471,Mr.,Bill,Flores,,TX17,2014,3/12/2014
20000628,Mr.,Bill,Flores,,TX17,2014,4/10/2014
20000909,Mr.,Bill,Flores,,TX17,2014,5/9/2014
20000910,Mr.,Bill,Flores,,TX17,2014,6/12/2014
20001276,Mr.,Bill,Flores,,TX17,2014,7/10/2014
20001516,Mr.,Bill,Flores,,TX17,2014,8/12/2014
20001653,Mr.,Bill,Flores,,TX17,2014,9/10/2014
20001820,Mr.,Bill,Flores,,TX17,2014,10/5/2014
20002029,Mr.,Bill,Flores,,TX17,2014,11/10/2014
8213785,Ms.,Virginia,Foxx,,NC05,2014,1/7/2014
8214028,Ms.,Virginia,Foxx,,NC05,2014,2/6/2014
20000864,Ms.,Virginia,Foxx,,NC05,2014,5/7/2014
20001099,Ms.,Virginia,Foxx,,NC05,2014,6/10/2014
20001225,Ms.,Virginia,Foxx,,NC05,2014,7/8/2014
20001468,Ms.,Virginia,Foxx,,NC05,2014,8/7/2014
20001812,Ms.,Virginia,Foxx,,NC05,2014,10/8/2014
20001995,Ms.,Virginia,Foxx,,NC05,2014,11/6/2014
20002242,Hon.,Lois,Frankel,,FL22,2014,12/26/2014
8213908,Ms.,Lois,Frankel,,FL22,2014,1/27/2014
8214101,Ms.,Lois,Frankel,,FL22,2014,2/14/2014
9105135,Ms.,Lois,Frankel,,FL22,2014,3/18/2014
8214535,Ms.,Lois,Frankel,,FL22,2014,4/18/2014
20000927,Ms.,Lois,Frankel,,FL22,2014,5/15/2014
20000991,Ms.,Lois,Frankel,,FL22,2014,5/21/2014
20001158,Ms.,Lois,Frankel,,FL22,2014,6/18/2014
20001350,Ms.,Lois,Frankel,,FL22,2014,7/18/2014
20001544,Ms.,Lois,Frankel,,FL22,2014,8/25/2014
20001689,Ms.,Lois,Frankel,,FL22,2014,9/23/2014
20001930,Ms.,Lois,Frankel,,FL22,2014,10/21/2014
20002106,Ms.,Lois,Frankel,,FL22,2014,11/24/2014
9105687,Hon.,Rodney P.,Frelinghuysen,,NJ11,2014,12/2/2014
8213786,Mr.,Rodney P.,Frelinghuysen,,NJ11,2014,1/8/2014
8214087,Mr.,Rodney P.,Frelinghuysen,,NJ11,2014,2/12/2014
8214536,Mr.,Rodney P.,Frelinghuysen,,NJ11,2014,4/17/2014
8214715,Mr.,Rodney P.,Frelinghuysen,,NJ11,2014,5/5/2014
8215902,Mr.,Rodney P.,Frelinghuysen,,NJ11,2014,7/8/2014
8215966,Mr.,Rodney P.,Frelinghuysen,,NJ11,2014,7/15/2014
8216178,Mr.,Rodney P.,Frelinghuysen,,NJ11,2014,8/5/2014
8216367,Mr.,Rodney P.,Frelinghuysen,,NJ11,2014,8/19/2014
8216368,Mr.,Rodney P.,Frelinghuysen,,NJ11,2014,8/19/2014
8216481,Mr.,Rodney P.,Frelinghuysen,,NJ11,2014,9/3/2014
8216525,Mr.,Rodney P.,Frelinghuysen,,NJ11,2014,9/16/2014
9105524,Mr.,Rodney P.,Frelinghuysen,,NJ11,2014,10/10/2014
8213952,Mr.,John,Garamendi,,CA03,2014,1/28/2014
9105618,Mr.,John,Garamendi,,CA03,2014,11/13/2014
20002288,Hon.,Bob,Gibbs,,OH07,2014,12/30/2014
20000022,Mr.,Bob,Gibbs,,OH07,2014,1/3/2014
20000032,Mr.,Bob,Gibbs,,OH07,2014,1/7/2014
20000034,Mr.,Bob,Gibbs,,OH07,2014,1/7/2014
20000134,Mr.,Bob,Gibbs,,OH07,2014,1/22/2014
20000753,Mr.,Bob,Gibbs,,OH07,2014,4/22/2014
20000754,Mr.,Bob,Gibbs,,OH07,2014,5/15/2014
20000967,Mr.,Bob,Gibbs,,OH07,2014,5/15/2014
20001065,Mr.,Bob,Gibbs,,OH07,2014,6/3/2014
20001237,Mr.,Bob,Gibbs,,OH07,2014,7/3/2014
20001261,Mr.,Bob,Gibbs,,OH07,2014,7/8/2014
20001928,Mr.,Bob,Gibbs,,OH07,2014,10/21/2014
20001932,Mr.,Bob,Gibbs,,OH07,2014,10/22/2014
20001965,Mr.,Bob,Gibbs,,OH07,2014,10/28/2014
20001983,Mr.,Bob,Gibbs,,OH07,2014,11/3/2014
8215445,Mr.,Bob,Goodlatte,,VA06,2014,5/23/2014
9105444,Mr.,Bob,Goodlatte,,VA06,2014,9/30/2014
9105788,Hon.,Alan,Grayson,,FL09,2014,12/31/2014
9105865,Hon.,Alan,Grayson,,FL09,2014,1/22/2015
8213814,Mr.,Alan,Grayson,,FL09,2014,1/10/2014
8214089,Mr.,Alan,Grayson,,FL09,2014,2/11/2014
9105136,Mr.,Alan,Grayson,,FL09,2014,3/14/2014
8214584,Mr.,Alan,Grayson,,FL09,2014,4/25/2014
8216124,Mr.,Alan,Grayson,,FL09,2014,7/30/2014
9105401,Mr.,Alan,Grayson,,FL09,2014,9/19/2014
9105571,Mr.,Alan,Grayson,,FL09,2014,10/27/2014
20000236,Mr.,Raúl M.,Grijalva,,AZ03,2014,2/5/2014
20000400,Mr.,Raúl M.,Grijalva,,AZ03,2014,3/3/2014
8214717,Mr.,Raúl M.,Grijalva,,AZ03,2014,5/8/2014
20001110,Mr.,Raúl M.,Grijalva,,AZ03,2014,6/11/2014
20001226,Mr.,Raúl M.,Grijalva,,AZ03,2014,7/1/2014
20001267,Mr.,Raúl M.,Grijalva,,AZ03,2014,7/9/2014
20001268,Mr.,Raúl M.,Grijalva,,AZ03,2014,7/9/2014
20001483,Mr.,Raúl M.,Grijalva,,AZ03,2014,8/7/2014
20001484,Mr.,Raúl M.,Grijalva,,AZ03,2014,8/7/2014
20001621,Mr.,Raúl M.,Grijalva,,AZ03,2014,9/3/2014
20001827,Mr.,Raúl M.,Grijalva,,AZ03,2014,10/6/2014
20002038,Mr.,Raúl M.,Grijalva,,AZ03,2014,11/12/2014
9107462,Hon.,Luis V.,Gutierrez,,IL04,2014,8/12/2015
8213918,Mr.,Luis V.,Gutierrez,,IL04,2014,1/30/2014
8213919,Mr.,Luis V.,Gutierrez,,IL04,2014,1/31/2014
8213955,Mr.,Luis V.,Gutierrez,,IL04,2014,2/5/2014
8214100,Mr.,Luis V.,Gutierrez,,IL04,2014,2/14/2014
8214224,Mr.,Luis V.,Gutierrez,,IL04,2014,3/6/2014
9105138,Mr.,Luis V.,Gutierrez,,IL04,2014,3/18/2014
20000612,Mr.,Luis V.,Gutierrez,,IL04,2014,4/10/2014
20002218,Hon.,Richard L.,Hanna,,NY22,2014,12/12/2014
20000070,Mr.,Richard L.,Hanna,,NY22,2014,1/15/2014
20000320,Mr.,Richard L.,Hanna,,NY22,2014,2/14/2014
20000422,Mr.,Richard L.,Hanna,,NY22,2014,3/28/2014
20000617,Mr.,Richard L.,Hanna,,NY22,2014,4/9/2014
20000882,Mr.,Richard L.,Hanna,,NY22,2014,5/19/2014
20001107,Mr.,Richard L.,Hanna,,NY22,2014,6/11/2014
20001247,Mr.,Richard L.,Hanna,,NY22,2014,7/15/2014
20001510,Mr.,Richard L.,Hanna,,NY22,2014,8/13/2014
20001665,Mr.,Richard L.,Hanna,,NY22,2014,9/16/2014
20001882,Mr.,Richard L.,Hanna,,NY22,2014,10/15/2014
20002032,Mr.,Richard L.,Hanna,,NY22,2014,11/11/2014
8216527,Mr.,Andy,Harris,,MD01,2014,9/17/2014
8213886,Mr.,Denny,Heck,,WA10,2014,1/16/2014
8214102,Mr.,Denny,Heck,,WA10,2014,2/14/2014
9105825,Hon.,James A.,Himes,,CT04,2014,1/8/2015
20000037,Mr.,Rubén,Hinojosa,,TX15,2014,1/7/2014
20000229,Mr.,Rubén,Hinojosa,,TX15,2014,2/4/2014
20000399,Mr.,Rubén,Hinojosa,,TX15,2014,3/3/2014
20000611,Mr.,Rubén,Hinojosa,,TX15,2014,4/7/2014
20000758,Mr.,Rubén,Hinojosa,,TX15,2014,4/23/2014
20000981,Mr.,Rubén,Hinojosa,,TX15,2014,6/13/2014
20001308,Mr.,Rubén,Hinojosa,,TX15,2014,7/12/2014
9105834,Hon.,George,Holding,,NC13,2014,1/12/2015
8213957,Mr.,George,Holding,,NC13,2014,2/5/2014
8215704,Mr.,George,Holding,,NC13,2014,6/10/2014
9105525,Mr.,George,Holding,,NC13,2014,10/16/2014
8213815,Mr.,Robert,Hurt,,VA05,2014,1/14/2014
9105691,Hon.,David P.,Joyce,,OH14,2014,12/2/2014
9106005,Hon.,David P.,Joyce,,OH14,2014,2/11/2015
9105615,Mr.,David P.,Joyce,,OH14,2014,11/13/2014
8214538,Mr.,William R.,Keating,,MA09,2014,4/23/2014
9105729,Hon.,Mike,Kelly,,PA03,2014,12/11/2014
9105826,Hon.,Mike,Kelly,,PA03,2014,1/9/2015
8213817,Mr.,Mike,Kelly,,PA03,2014,1/15/2014
8213818,Mr.,Mike,Kelly,,PA03,2014,1/15/2014
8214090,Mr.,Mike,Kelly,,PA03,2014,2/12/2014
9105107,Mr.,Mike,Kelly,,PA03,2014,3/12/2014
8214467,Mr.,Mike,Kelly,,PA03,2014,4/10/2014
8214718,Mr.,Mike,Kelly,,PA03,2014,5/8/2014
8215814,Mr.,Mike,Kelly,,PA03,2014,6/23/2014
8216017,Mr.,Mike,Kelly,,PA03,2014,7/16/2014
8216380,Mr.,Mike,Kelly,,PA03,2014,8/19/2014
8216532,Mr.,Mike,Kelly,,PA03,2014,9/17/2014
9105526,Mr.,Mike,Kelly,,PA03,2014,10/15/2014
9105656,Mr.,Mike,Kelly,,PA03,2014,11/14/2014
9105756,Hon.,Doug,Lamborn,,CO05,2014,12/12/2014
9105827,Hon.,Doug,Lamborn,,CO05,2014,1/8/2015
8214098,Mr.,Doug,Lamborn,,CO05,2014,2/14/2014
8214469,Mr.,Doug,Lamborn,,CO05,2014,4/8/2014
8216125,Mr.,Doug,Lamborn,,CO05,2014,7/30/2014
8216533,Mr.,Doug,Lamborn,,CO05,2014,9/10/2014
9105447,Mr.,Doug,Lamborn,,CO05,2014,10/1/2014
9105655,Mr.,Doug,Lamborn,,CO05,2014,11/14/2014
20002214,Hon.,James R.,Langevin,,RI02,2014,12/12/2014
8213819,Mr.,James R.,Langevin,,RI02,2014,1/14/2014
20001270,Mr.,James R.,Langevin,,RI02,2014,7/9/2014
