doc_id,http_status,bytes
20000077,200,66751
20000998,200,68119
20001787,200,68017
20001934,200,67478
8214211,200,18349
8213944,200,17473
9105569,200,52521
9105721,200,57057
9105722,200,32910
9105778,200,31407
8213778,200,20386
8213806,200,33564
8213900,200,20334
8214020,200,34067
8214152,200,66993
8214213,200,21622
9105101,200,31119
8214362,200,54272
8214530,200,55684
8215964,200,47108
8216477,200,28429
8216478,200,48628
8216515,200,33430
9105442,200,46287
9105543,200,55266
9105658,200,53824
8214151,200,32510
20000710,200,66741
20000800,200,68063
20000987,200,67826
20001572,200,67521
20002073,200,67828
20000284,200,67228
20000404,200,70377
20001087,200,68646
20001259,200,68190
20001575,200,70225
20001747,200,68736
20001843,200,69811
20002095,200,68547
20000606,200,71228
20001609,200,68036
20001769,200,67359
20001977,200,67353
20002031,200,66616
20000780,200,68079
20001428,200,70506
20002180,200,80928
8214214,200,37652
8214582,200,54314
20000933,200,67754
20001090,200,70820
20001312,200,68082
20001674,200,69665
20001885,200,68407
20002042,200,71953
20000708,200,70869
20000868,200,69566
8214023,200,97112
8214104,200,175695
9105131,200,196966
8214531,200,294744
8215761,200,277626
8216015,200,442930
8216364,200,98933
9105443,200,98791
9105521,200,420215
9105642,200,206213
20000165,200,71971
20000228,200,68322
8216259,200,28519
9105657,200,30939
8213946,200,20181
8213947,200,23132
8214215,200,19759
8213779,200,19555
20002184,200,67203
8214216,200,23575
8214217,200,21273
8214327,200,29804
20001015,200,67552
20001540,200,67216
20001777,200,66782
20002231,200,182487
20002247,200,69257
8216098,200,129917
8216365,200,53996
8216519,200,128496
8215696,200,61714
8215815,200,33555
8215898,200,34094
8215965,200,33524
8216123,200,33462
8216480,200,34704
9105544,200,32541
9105776,200,32282
8213807,200,36510
8214395,200,29999
8215241,200,34897
9105491,200,28538
9105624,200,29554
20002132,200,70085
8213782,200,18931
20000317,200,67642
20000621,200,70228
20001081,200,71513
20001407,200,72683
20001539,200,97788
20001614,200,74369
20001785,200,81534
20001994,200,78908
8213809,200,22205
20000790,200,67693
20001352,200,67604
20001925,200,66769
20001402,200,66412
9105683,200,30438
8213810,200,43346
8213811,200,33524
9105037,200,55592
8213917,200,59013
8214024,200,20086
9105105,200,46819
8214328,200,27993
8214461,200,26667
8214583,200,66147
8214713,200,30327
8215242,200,27145
8215707,200,26705
8216099,200,26379
8216428,200,28486
8216520,200,27488
9105522,200,27702
9105623,200,30576
20002136,200,74388
8213783,200,22398
8214103,200,23067
9105133,200,45044
8214462,200,30939
8214811,200,31486
20001077,200,88833
20001223,200,73206
20001466,200,72578
20001619,200,69091
20001809,200,74217
20001988,200,82078
20002239,200,71857
8213812,200,22643
8213883,200,21953
8213949,200,23858
8214219,200,22497
8214329,200,36704
8214463,200,34325
8215695,200,35179
8215900,200,35795
8216102,200,32782
20001781,200,67331
20002126,200,68104
8213784,200,22548
9105065,200,39283
20000629,200,67345
20001114,200,67303
20001612,200,68813
20001837,200,68131
20000923,200,75607
20001671,200,73942
8213813,200,21148
8214330,200,31260
8215712,200,27320
20001219,200,69201
20000082,200,70345
20000318,200,68278
20000420,200,73770
20000599,200,68480
20001271,200,69602
20001644,200,68986
20001844,200,69903
20002034,200,68559
8216260,200,53012
8216522,200,46454
9105493,200,28233
9105641,200,76967
20002146,200,68261
20000036,200,89963
20000313,200,73939
20000471,200,86220
20000628,200,75237
20000909,200,74916
20000910,200,68348
20001276,200,77298
20001516,200,74942
20001653,200,79497
20001820,200,68854
20002029,200,73194
8213785,200,41212
8214028,200,25531
20000864,200,67735
20001099,200,69086
20001225,200,69010
20001468,200,74754
20001812,200,70927
20001995,200,70432
20002242,200,78166
8213908,200,36757
8214101,200,55775
9105135,200,56488
8214535,200,106095
20000927,200,69169
20000991,200,82155
20001158,200,118981
20001350,200,72008
20001544,200,77917
20001689,200,74508
20001930,200,77762
20002106,200,74535
9105687,200,33298
8213786,200,20402
8214087,200,24021
8214536,200,31785
8214715,200,32260
8215902,200,33189
8215966,200,34054
8216178,200,32927
8216367,200,55629
8216368,200,33856
8216481,200,32505
8216525,200,31757
9105524,200,33811
8213952,200,27929
9105618,200,28237
20002288,200,69123
20000022,200,67994
20000032,200,67343
20000034,200,66357
20000134,200,66675
20000753,200,67437
20000754,200,68108
20000967,200,67657
20001065,200,67466
20001237,200,68156
20001261,200,67706
20001928,200,67668
20001932,200,67838
20001965,200,68383
20001983,200,68065
8215445,200,23424
9105444,200,31204
9105788,200,78463
8213814,200,35369
8214089,200,39299
9105136,200,54313
8214584,200,58714
8216124,200,77292
9105401,200,80406
9105571,200,34509
20000236,200,71510
20000400,200,68727
8214717,200,30161
20001110,200,70931
20001226,200,68243
20001267,200,76943
20001268,200,68927
20001483,200,75668
20001484,200,68484
20001621,200,69983
20001827,200,69233
20002038,200,68977
8213918,200,18896
8213919,200,19290
8213955,200,20056
8214100,200,23646
8214224,200,20458
9105138,200,28304
20000612,200,67352
20002218,200,72514
20000070,200,84226
20000320,200,78444
20000422,200,76317
20000617,200,73498
20000882,200,75597
20001107,200,73853
20001247,200,72848
20001510,200,79198
20001665,200,76838
20001882,200,71902
20002032,200,77028
8216527,200,32637
8213886,200,22655
8214102,200,20685
20000037,200,73362
20000229,200,75548
20000399,200,72980
20000611,200,71998
20000758,200,71332
20000981,200,70154
20001308,200,70862
8213957,200,23205
8215704,200,21516
9105525,200,55809
8213815,200,18904
9105691,200,73632
9105615,200,154295
8214538,200,57016
9105729,200,36897
8213817,200,42553
8213818,200,44287
8214090,200,32997
9105107,200,55961
8214467,200,129613
8214718,200,52259
8215814,200,84513
8216017,200,81998
8216380,200,83705
8216532,200,95168
9105526,200,113848
9105656,200,60175
9105756,200,56751
8214098,200,42591
8214469,200,30356
8216125,200,29440
8216533,200,55379
9105447,200,56013
9105655,200,33233
20002214,200,68077
8213819,200,20636
20001270,200,67632
9105680,200,30118
8214085,200,21614
8214225,200,33425
8214334,200,30157
8214397,200,32275
8215595,200,30445
8215812,200,29801
8215906,200,51912
9105497,200,31288
9105498,200,30975
9105597,200,30197
9105596,200,30399
8213820,200,22435
8213821,200,30765
9105732,200,32967
8215698,200,61060
9105456,200,30829
9105549,200,31330
9105614,200,59193
20002133,200,68092
20002217,200,71620
20002281,200,68228
20000085,200,66343
20000168,200,67153
20000325,200,67779
20000453,200,67929
20000501,200,67243
20000598,200,66833
20000717,200,66044
20000741,200,66403
20000742,200,68859
20000922,200,70320
20000945,200,70011
20001056,200,67427
20001146,200,69319
20001217,200,68250
20001406,200,68357
20001525,200,67803
20001832,200,67163
20001919,200,68162
20001963,200,70892
20002020,200,67154
20000162,200,66585
20000709,200,66460
20001673,200,66955
9105731,200,137885
8214032,200,305491
8214228,200,248508
8214470,200,848747
8214720,200,723902
8215646,200,176595
8215907,200,157933
8216180,200,139649
8216575,200,139973
9105500,200,170089
9105605,200,166229
8213959,200,21856
8215970,200,31360
9105774,200,300676
8213892,200,351110
8214091,200,285949
9105109,200,476442
8214471,200,744570
8214814,200,341904
8215703,200,426322
8215971,200,527621
8216381,200,406711
8216577,200,391028
9105528,200,374674
9105643,200,343434
20002188,200,70566
20000087,200,68549
20000394,200,68466
20000626,200,69363
20000858,200,70619
20001112,200,74709
20001347,200,68890
20001883,200,69683
8213744,200,28062
20001601,200,111577
8214336,200,56039
8214337,200,58577
8214338,200,36285
20000083,200,67739
20000959,200,68188
8214241,200,23939
8214083,200,37359
20000813,200,69020
20000567,200,68173
20001345,200,73825
20002233,200,103312
20002237,200,102819
20002287,200,105806
20000757,200,68538
20001019,200,104069
20001101,200,102118
20001179,200,68460
20001537,200,102996
20001568,200,102967
20001811,200,70316
9105111,200,30211
20001409,200,67856
20000495,200,69640
20001024,200,73254
20001503,200,68699
20002063,200,68020
9105735,200,31216
8213903,200,44294
20000990,200,80592
20001274,200,70498
20001378,200,68707
20001386,200,68163
20001650,200,83473
20002022,200,67534
9105695,200,34219
9105736,200,32388
8215910,200,59679
8216105,200,104977
8216584,200,32606
9105451,200,54906
9105551,200,34652
20002236,200,69996
20001991,200,72852
20002238,200,71211
8213895,200,41968
8214034,200,20252
8214372,200,30404
20000869,200,71695
20001017,200,71273
20001082,200,67500
20001244,200,68802
20001655,200,68865
20001899,200,68140
20002072,200,69838
20002212,200,66979
9105035,200,29162
8214150,200,21378
9105144,200,31267
8214613,200,50737
8215250,200,97227
8215710,200,75042
8216020,200,49823
20001511,200,72196
20001523,200,67437
20001643,200,70362
9105750,200,31046
8213746,200,22659
8213825,200,34011
8214473,200,35461
9105676,200,28939
9105749,200,88160
8213826,200,111830
8214094,200,48885
8214149,200,72333
9105145,200,67789
8214492,200,130198
8215251,200,92745
8215598,200,30879
8215715,200,118900
8215973,200,89525
8216195,200,146594
8216585,200,92254
9105502,200,89419
9105652,200,86866
20001269,200,68452
20001851,200,70134
20001876,200,67307
9105651,200,166989
8213791,200,20801
8214148,200,44496
20002178,200,68338
8213827,200,25244
20000287,200,75187
20000456,200,75556
20000605,200,68493
20000889,200,67931
20001109,200,67927
20001507,200,70904
20001849,200,71167
20002021,200,68260
9105675,200,293158
9105737,200,536323
9105779,200,300568
9105033,200,234147
8214035,200,347963
8214147,200,325721
9105146,200,526320
8214474,200,468129
8214615,200,437258
8215453,200,402233
8215649,200,122394
8215912,200,218448
8216059,200,310629
8216181,200,334576
8216437,200,311145
8216586,200,124121
9105409,200,291161
9105471,200,264841
9105557,200,362950
9105626,200,384108
9105738,200,57770
8213828,200,74931
8214036,200,85696
9105147,200,112341
8214493,200,32363
8215009,200,400091
8215750,200,429294
8216376,200,61895
8216587,200,61426
9105554,200,60151
9105739,200,70805
8213829,200,31352
8214095,200,32757
9105148,200,53227
8214475,200,71387
8214816,200,74020
8215811,200,75764
8215974,200,71905
8216218,200,31152
8216588,200,76314
9105503,200,62705
9105650,200,70277
8213924,200,21343
9105149,200,32033
20000684,200,68761
8213967,200,22664
20001992,200,68220
8215252,200,33618
9105698,200,28844
9105741,200,29092
8214616,200,28740
8215767,200,29637
8215768,200,30349
8215915,200,32049
8216589,200,48179
9105612,200,31294
20002222,200,76523
8213830,200,26161
8214096,200,267579
9105113,200,62855
8214477,200,75010
8215010,200,53534
8215701,200,56480
8215916,200,36348
8216378,200,152925
8216379,200,34889
8216590,200,209075
9105529,200,63083
9105645,200,114431
9105742,200,175923
8213831,200,85629
8214099,200,62076
8214235,200,40641
8214478,200,139365
8214725,200,30668
8215700,200,181615
8215914,200,113798
8216377,200,108051
8216591,200,113376
9105530,200,108762
9105611,200,161096
8213832,200,57319
9105114,200,216098
8215917,200,332604
20001602,200,70565
9105531,200,188732
8215253,200,54105
8215599,200,30990
20002230,200,68676
20000473,200,67716
20000715,200,74154
20000826,200,68530
20001273,200,72824
20001526,200,68429
20001668,200,67838
20002033,200,70600
20001831,200,68153
20000409,200,67974
20001104,200,67741
20001654,200,67976
20002138,200,75739
20000029,200,75841
20000237,200,76809
20000406,200,75849
20000587,200,74659
20000863,200,77026
20001067,200,72061
20001111,200,74785
20001429,200,78882
20001469,200,73327
20001622,200,76230
20001826,200,74081
20001990,200,75340
9105587,200,44318
8214146,200,22731
8214399,200,49450
20000815,200,66636
8213795,200,19863
8213969,200,20242
8214238,200,20422
8214727,200,28723
8215752,200,30296
8215919,200,32504
8216594,200,30591
9105504,200,32566
8213927,200,20227
8213928,200,21920
9105704,200,28877
8213797,200,22214
8213971,200,21497
8214240,200,21249
8214400,200,30110
8214620,200,30701
8215651,200,32230
8216182,200,31349
8216596,200,31953
9105455,200,30688
9105603,200,30003
20001663,200,67962
20002141,200,67283
20002179,200,67747
8213835,200,33272
8214038,200,34820
9105064,200,33454
8214480,200,32037
20000881,200,74240
20001059,200,71456
20001250,200,67587
20001482,200,72506
20001669,200,68023
20001791,200,73114
20002039,200,68809
9105673,200,59904
20002262,200,68890
20001597,200,70608
9105412,200,245689
20002235,200,69820
9105413,200,95810
20001915,200,67722
8214818,200,33523
8215809,200,31526
