last,first,filing_type,state_dist,filing_date,doc_id,year
Amash,Justin,P,MI03,8/2/2018,20010021,2018
Amash,Justin,P,MI03,11/13/2018,20010646,2018
Barr,"Garland ""Andy""",P,KY06,6/15/2018,9113416,2018
Bilirakis,Gus M.,P,FL12,6/28/2018,9113472,2018
Bilirakis,Gus M.,P,FL12,1/2/2020,8216835,2018
Black,Diane,P,TN06,2/6/2018,9112405,2018
Black,Diane,P,TN06,2/28/2018,9112497,2018
Black,Diane,P,TN06,3/21/2018,9112587,2018
Black,Diane,P,TN06,4/9/2018,9112640,2018
Black,Diane,P,TN06,4/13/2018,9112648,2018
Black,Diane,P,TN06,5/1/2018,9112736,2018
Black,Diane,P,TN06,5/17/2018,9112886,2018
Black,Diane,P,TN06,6/8/2018,9113332,2018
Black,Diane,P,TN06,6/26/2018,9113456,2018
Black,Diane,P,TN06,7/23/2018,9113554,2018
Black,Diane,P,TN06,8/9/2018,9113630,2018
Black,Diane,P,TN06,8/28/2018,9113729,2018
Black,Diane,P,TN06,9/19/2018,9113891,2018
Black,Diane,P,TN06,10/10/2018,9114074,2018
Black,Diane,P,TN06,11/1/2018,9114137,2018
Black,Diane,P,TN06,11/27/2018,9114199,2018
Black,Diane,P,TN06,12/18/2018,9114243,2018
Black,Diane,P,TN06,1/3/2019,9114272,2018
Blum,Rodney Leland,P,IA01,2/13/2018,20008963,2018
Blum,Rodney Leland,P,IA01,10/13/2018,20010478,2018
Blumenauer,Earl,P,OR03,1/4/2018,20008676,2018
Blumenauer,Earl,P,OR03,2/8/2018,20008925,2018
Blumenauer,Earl,P,OR03,2/20/2018,20009000,2018
Blumenauer,Earl,P,OR03,3/6/2018,20009092,2018
Blumenauer,Earl,P,OR03,4/5/2018,20009235,2018
Blumenauer,Earl,P,OR03,5/11/2018,20009528,2018
Blumenauer,Earl,P,OR03,6/25/2018,20009788,2018
Blumenauer,Earl,P,OR03,6/26/2018,20009802,2018
Blumenauer,Earl,P,OR03,7/12/2018,20009879,2018
Blumenauer,Earl,P,OR03,8/15/2018,20010109,2018
Blumenauer,Earl,P,OR03,8/20/2018,20010133,2018
Blumenauer,Earl,P,OR03,9/27/2018,20010365,2018
Blumenauer,Earl,P,OR03,11/6/2018,20010620,2018
Blumenauer,Earl,P,OR03,12/4/2018,20010770,2018
Blumenauer,Earl,P,OR03,12/5/2018,20010777,2018
Blunt Rochester,Lisa,P,DE00,1/12/2018,20008721,2018
Blunt Rochester,Lisa,P,DE00,3/8/2018,20009087,2018
Blunt Rochester,Lisa,P,DE00,4/9/2018,20009228,2018
Blunt Rochester,Lisa,P,DE00,6/12/2018,20009686,2018
Blunt Rochester,Lisa,P,DE00,10/2/2018,20010382,2018
Blunt Rochester,Lisa,P,DE00,12/4/2018,20010767,2018
Brooks,Mo,P,AL05,2/3/2018,20008873,2018
Brooks,Mo,P,AL05,3/2/2018,20009061,2018
Brooks,Mo,P,AL05,5/2/2018,20009433,2018
Brooks,Mo,P,AL05,6/16/2018,20009743,2018
Brooks,Mo,P,AL05,7/6/2018,20009848,2018
Brooks,Mo,P,AL05,9/27/2018,20010366,2018
Brooks,Mo,P,AL05,10/25/2018,20010541,2018
Brooks,Mo,P,AL05,12/11/2018,20010805,2018
Brooks,Susan W.,P,IN05,2/6/2018,20008849,2018
Brooks,Susan W.,P,IN05,5/15/2018,20009475,2018
Brooks,Susan W.,P,IN05,7/20/2018,20009918,2018
Buchanan,Vern,P,FL16,1/23/2018,20008790,2018
Buchanan,Vern,P,FL16,3/21/2018,20009181,2018
Buchanan,Vern,P,FL16,4/19/2018,20009337,2018
Buchanan,Vern,P,FL16,5/22/2018,20009614,2018
Buchanan,Vern,P,FL16,6/21/2018,20009773,2018
Buchanan,Vern,P,FL16,7/26/2018,20009959,2018
Buchanan,Vern,P,FL16,8/24/2018,20010163,2018
Buchanan,Vern,P,FL16,10/19/2018,20010506,2018
Buchanan,Vern,P,FL16,11/26/2018,20010721,2018
Buchanan,Vern,P,FL16,12/28/2018,20010905,2018
Buck,Kenneth R.,P,CO04,1/14/2018,20008719,2018
Bustos,Cheri,P,IL17,10/12/2018,20010473,2018
Bustos,Cheri,P,IL17,11/3/2018,20010578,2018
Carter,Earl Leroy,P,GA01,1/12/2018,20008724,2018
Carter,Earl Leroy,P,GA01,9/12/2018,20010274,2018
Chu,Judy,P,CA27,1/15/2018,20008738,2018
Chu,Judy,P,CA27,2/19/2018,20008965,2018
Chu,Judy,P,CA27,3/16/2018,20009119,2018
Chu,Judy,P,CA27,4/22/2018,20009294,2018
Chu,Judy,P,CA27,5/13/2018,20009487,2018
Chu,Judy,P,CA27,6/25/2018,20009735,2018
Chu,Judy,P,CA27,7/15/2018,20009888,2018
Chu,Judy,P,CA27,9/24/2018,20010299,2018
Chu,Judy,P,CA27,10/15/2018,20010475,2018
Chu,Judy,P,CA27,10/18/2018,20010503,2018
Chu,Judy,P,CA27,11/21/2018,20010661,2018
Chu,Judy,P,CA27,12/16/2018,20010834,2018
Clark,Katherine M.,P,MA05,2/14/2018,20008967,2018
Clark,Katherine M.,P,MA05,4/3/2018,20009223,2018
Clark,Katherine M.,P,MA05,5/8/2018,20009482,2018
Clark,Katherine M.,P,MA05,5/8/2018,20009485,2018
Clark,Katherine M.,P,MA05,10/4/2018,20010411,2018
Clark,Katherine M.,P,MA05,11/19/2018,20010697,2018
Clark,Katherine M.,P,MA05,12/21/2018,20010880,2018
Cohen,Steve,P,TN09,1/10/2018,20008720,2018
Cohen,Steve,P,TN09,1/31/2018,20008848,2018
Cohen,Steve,P,TN09,2/1/2018,20008858,2018
Cohen,Steve,P,TN09,2/27/2018,20009040,2018
Cohen,Steve,P,TN09,3/12/2018,20009122,2018
Cohen,Steve,P,TN09,6/13/2018,20009726,2018
Cohen,Steve,P,TN09,8/8/2018,20010056,2018
Cohen,Steve,P,TN09,8/17/2018,20010123,2018
Cohen,Steve,P,TN09,8/22/2018,20010149,2018
Cohen,Steve,P,TN09,8/27/2018,20010169,2018
Cohen,Steve,P,TN09,9/11/2018,20010262,2018
Cohen,Steve,P,TN09,10/18/2018,20010500,2018
Cohen,Steve,P,TN09,11/5/2018,20010604,2018
Cohen,Steve,P,TN09,11/29/2018,20010743,2018
Cohen,Steve,P,TN09,11/29/2018,20010744,2018
Cole,Tom,P,OK04,5/9/2018,9112820,2018
Cole,Tom,P,OK04,9/26/2018,9114009,2018
Collins,Chris,P,NY27,3/20/2018,9112567,2018
Collins,Chris,P,NY27,6/5/2018,9113297,2018
Collins,Chris,P,NY27,6/25/2018,9113455,2018
Collins,Chris,P,NY27,11/14/2018,9114169,2018
Comer,James,P,KY01,2/7/2018,9112403,2018
Comer,James,P,KY01,3/6/2018,9112530,2018
Comer,James,P,KY01,4/13/2018,9112655,2018
Comstock,Barbara J Honorable,P,VA10,1/3/2018,20008668,2018
Comstock,Barbara J Honorable,P,VA10,1/27/2018,20008822,2018
Comstock,Barbara J Honorable,P,VA10,3/19/2018,20009156,2018
Comstock,Barbara J Honorable,P,VA10,4/19/2018,20009342,2018
Comstock,Barbara J Honorable,P,VA10,6/4/2018,20009673,2018
Comstock,Barbara J Honorable,P,VA10,6/11/2018,20009718,2018
Comstock,Barbara J Honorable,P,VA10,6/25/2018,20009789,2018
Comstock,Barbara J Honorable,P,VA10,7/26/2018,20009961,2018
Comstock,Barbara J Honorable,P,VA10,8/1/2018,20009995,2018
Comstock,Barbara J Honorable,P,VA10,8/1/2018,20010004,2018
Comstock,Barbara J Honorable,P,VA10,8/6/2018,20010036,2018
Comstock,Barbara J Honorable,P,VA10,8/8/2018,20010057,2018
Comstock,Barbara J Honorable,P,VA10,9/2/2018,20010199,2018
Comstock,Barbara J Honorable,P,VA10,9/12/2018,20010276,2018
Conaway,K. Michael,P,TX11,1/4/2018,20008658,2018
Conaway,K. Michael,P,TX11,2/2/2018,20008867,2018
Conaway,K. Michael,P,TX11,3/2/2018,20009063,2018
Conaway,K. Michael,P,TX11,3/6/2018,20009095,2018
Conaway,K. Michael,P,TX11,4/3/2018,20009212,2018
Conaway,K. Michael,P,TX11,5/10/2018,20009504,2018
Conaway,K. Michael,P,TX11,6/4/2018,20009664,2018
Conaway,K. Michael,P,TX11,7/9/2018,20009819,2018
Conaway,K. Michael,P,TX11,8/10/2018,20010072,2018
Conaway,K. Michael,P,TX11,9/4/2018,20010197,2018
Conaway,K. Michael,P,TX11,10/4/2018,20010415,2018
Conaway,K. Michael,P,TX11,11/12/2018,20010637,2018
Conaway,K. Michael,P,TX11,12/5/2018,20010775,2018
Connolly,Gerald E.,P,VA11,1/6/2018,20008693,2018
Connolly,Gerald E.,P,VA11,4/9/2018,20009262,2018
Connolly,Gerald E.,P,VA11,7/24/2018,20009946,2018
Connolly,Gerald E.,P,VA11,10/13/2018,20010476,2018
Culberson,John Abney,P,TX07,9/5/2018,9113744,2018
Curbelo,Carlos,P,FL26,1/16/2018,20008747,2018
Curbelo,Carlos,P,FL26,2/5/2018,20008890,2018
Curbelo,Carlos,P,FL26,3/27/2018,20009192,2018
Curbelo,Carlos,P,FL26,3/27/2018,20009193,2018
Curbelo,Carlos,P,FL26,5/1/2018,20009415,2018
Curbelo,Carlos,P,FL26,5/23/2018,20009624,2018
Curbelo,Carlos,P,FL26,6/22/2018,20009780,2018
Curbelo,Carlos,P,FL26,7/23/2018,20009939,2018
Curbelo,Carlos,P,FL26,8/1/2018,20009997,2018
Curbelo,Carlos,P,FL26,8/1/2018,20010003,2018
Curbelo,Carlos,P,FL26,8/2/2018,20010011,2018
Curbelo,Carlos,P,FL26,8/2/2018,20010012,2018
Curbelo,Carlos,P,FL26,8/13/2018,20010073,2018
Curbelo,Carlos,P,FL26,9/25/2018,20010329,2018
Curbelo,Carlos,P,FL26,10/3/2018,20010359,2018
Davidson,Warren,P,OH08,10/10/2018,20010466,2018
Davis,Susan A.,P,CA53,3/28/2018,20009128,2018
Davis,Susan A.,P,CA53,6/15/2018,20009708,2018
Davis,Susan A.,P,CA53,11/16/2018,20010664,2018
Delaney,John K.,P,MD06,1/30/2018,9112341,2018
Delaney,John K.,P,MD06,2/7/2018,9112402,2018
Delaney,John K.,P,MD06,2/23/2018,9112480,2018
Delaney,John K.,P,MD06,3/16/2018,9112566,2018
Delaney,John K.,P,MD06,3/23/2018,9112586,2018
Delaney,John K.,P,MD06,4/11/2018,9112654,2018
Delaney,John K.,P,MD06,4/20/2018,9112678,2018
Delaney,John K.,P,MD06,5/9/2018,9112819,2018
Delaney,John K.,P,MD06,5/22/2018,9113121,2018
Delaney,John K.,P,MD06,6/8/2018,9113333,2018
Delaney,John K.,P,MD06,6/29/2018,9113471,2018
Delaney,John K.,P,MD06,7/19/2018,9113537,2018
Delaney,John K.,P,MD06,8/3/2018,9113619,2018
Delaney,John K.,P,MD06,8/15/2018,9113688,2018
Delaney,John K.,P,MD06,8/20/2018,9113705,2018
Delaney,John K.,P,MD06,8/20/2018,9113706,2018
Delaney,John K.,P,MD06,9/17/2018,9113868,2018
Delaney,John K.,P,MD06,9/17/2018,9113869,2018
Delaney,John K.,P,MD06,9/28/2018,9114013,2018
Delaney,John K.,P,MD06,10/16/2018,9114095,2018
Delaney,John K.,P,MD06,11/1/2018,9114143,2018
Delaney,John K.,P,MD06,11/9/2018,9114158,2018
Delaney,John K.,P,MD06,11/27/2018,9114200,2018
Delaney,John K.,P,MD06,1/2/2019,9114271,2018
DelBene,Suzan K.,P,WA01,1/10/2018,20008671,2018
DelBene,Suzan K.,P,WA01,2/16/2018,20008895,2018
DelBene,Suzan K.,P,WA01,3/6/2018,20009074,2018
DelBene,Suzan K.,P,WA01,4/13/2018,20009226,2018
DelBene,Suzan K.,P,WA01,5/15/2018,20009428,2018
DelBene,Suzan K.,P,WA01,6/15/2018,20009672,2018
DelBene,Suzan K.,P,WA01,7/15/2018,20009823,2018
DelBene,Suzan K.,P,WA01,8/29/2018,20010014,2018
DelBene,Suzan K.,P,WA01,9/14/2018,20010208,2018
DelBene,Suzan K.,P,WA01,10/16/2018,20010399,2018
DelBene,Suzan K.,P,WA01,11/16/2018,20010582,2018
DelBene,Suzan K.,P,WA01,12/15/2018,20010766,2018
Diaz-Balart,Mario,P,FL25,5/15/2018,20009534,2018
Dingell,Debbie,P,MI12,1/10/2018,20008653,2018
Dingell,Debbie,P,MI12,2/1/2018,20008859,2018
Dingell,Debbie,P,MI12,3/1/2018,20009051,2018
Dingell,Debbie,P,MI12,3/8/2018,20009091,2018
Dingell,Debbie,P,MI12,3/20/2018,20009160,2018
Dingell,Debbie,P,MI12,4/18/2018,20009323,2018
Dingell,Debbie,P,MI12,4/26/2018,20009378,2018
Dingell,Debbie,P,MI12,5/3/2018,20009412,2018
Dingell,Debbie,P,MI12,5/16/2018,20009570,2018
Dingell,Debbie,P,MI12,6/3/2018,20009650,2018
Dingell,Debbie,P,MI12,6/19/2018,20009722,2018
Dingell,Debbie,P,MI12,7/24/2018,20009911,2018
Dingell,Debbie,P,MI12,8/1/2018,20009986,2018
Dingell,Debbie,P,MI12,8/9/2018,20010050,2018
Dingell,Debbie,P,MI12,8/23/2018,20010137,2018
Dingell,Debbie,P,MI12,9/6/2018,20010206,2018
Dingell,Debbie,P,MI12,9/18/2018,20010314,2018
Dingell,Debbie,P,MI12,10/11/2018,20010447,2018
Dingell,Debbie,P,MI12,10/30/2018,20010555,2018
Dingell,Debbie,P,MI12,11/19/2018,20010662,2018
Dingell,Debbie,P,MI12,12/4/2018,20010768,2018
Doggett,Lloyd,P,TX35,1/3/2018,20008659,2018
Doggett,Lloyd,P,TX35,3/5/2018,20009070,2018
Doggett,Lloyd,P,TX35,4/5/2018,20009233,2018
Doggett,Lloyd,P,TX35,5/8/2018,20009478,2018
Doggett,Lloyd,P,TX35,6/6/2018,20009688,2018
Doggett,Lloyd,P,TX35,7/5/2018,20009841,2018
Doggett,Lloyd,P,TX35,8/14/2018,20010096,2018
Doggett,Lloyd,P,TX35,9/5/2018,20010220,2018
Doggett,Lloyd,P,TX35,10/5/2018,20010423,2018
Doggett,Lloyd,P,TX35,11/6/2018,20010616,2018
Doggett,Lloyd,P,TX35,12/4/2018,20010765,2018
Duncan,Jeff,P,SC03,1/10/2018,9112278,2018
Duncan,Jeff,P,SC03,1/18/2018,9112301,2018
Duncan,Jeff,P,SC03,2/6/2018,9112399,2018
Dunn,Neal P.,P,FL02,4/9/2018,9112638,2018
Dunn,Neal P.,P,FL02,9/11/2018,20010232,2018
Evans,Dwight,P,PA02,5/23/2018,20009625,2018
Evans,Dwight,P,PA02,9/26/2018,20010360,2018
Fleischmann,"Charles J. ""Chuck""",P,TN03,3/20/2018,9112563,2018
Fleischmann,"Charles J. ""Chuck""",P,TN03,3/20/2018,9112564,2018
Fleischmann,"Charles J. ""Chuck""",P,TN03,4/17/2018,9112677,2018
Fleischmann,"Charles J. ""Chuck""",P,TN03,5/7/2018,9112818,2018
Fleischmann,"Charles J. ""Chuck""",P,TN03,6/22/2018,9113454,2018
Fleischmann,"Charles J. ""Chuck""",P,TN03,7/23/2018,9113568,2018
Fleischmann,"Charles J. ""Chuck""",P,TN03,8/15/2018,9113687,2018
Fleischmann,"Charles J. ""Chuck""",P,TN03,9/20/2018,9113894,2018
Fleischmann,"Charles J. ""Chuck""",P,TN03,10/29/2018,9114121,2018
Fleischmann,"Charles J. ""Chuck""",P,TN03,11/26/2018,9114190,2018
Fleischmann,"Charles J. ""Chuck""",P,TN03,12/19/2018,9114248,2018
Fleischmann,"Charles J. ""Chuck""",P,TN03,1/16/2019,9114308,2018
Flores,Bill,P,TX17,1/19/2018,20008766,2018
Flores,Bill,P,TX17,6/22/2018,20009779,2018
Flores,Bill,P,TX17,7/13/2018,20009890,2018
Flores,Bill,P,TX17,8/8/2018,20010052,2018
Flores,Bill,P,TX17,9/7/2018,20010235,2018
Flores,Bill,P,TX17,10/9/2018,20010446,2018
Flores,Bill,P,TX17,11/14/2018,20010673,2018
Flores,Bill,P,TX17,12/14/2018,20010845,2018
Fortenberry,Jeff,P,NE01,2/26/2018,20009035,2018
Foxx,Virginia,P,NC05,1/8/2018,20008647,2018
Foxx,Virginia,P,NC05,2/9/2018,20008850,2018
Foxx,Virginia,P,NC05,3/7/2018,20009058,2018
Foxx,Virginia,P,NC05,4/11/2018,20009224,2018
Foxx,Virginia,P,NC05,5/10/2018,20009445,2018
Foxx,Virginia,P,NC05,6/12/2018,20009685,2018
Foxx,Virginia,P,NC05,7/9/2018,20009853,2018
Foxx,Virginia,P,NC05,8/10/2018,20010031,2018
Foxx,Virginia,P,NC05,9/10/2018,20010210,2018
Foxx,Virginia,P,NC05,10/5/2018,20010410,2018
Foxx,Virginia,P,NC05,11/5/2018,20010605,2018
Foxx,Virginia,P,NC05,12/4/2018,20010757,2018
Frankel,Lois,P,FL21,1/23/2018,20008754,2018
Frankel,Lois,P,FL21,2/22/2018,20008999,2018
Frankel,Lois,P,FL21,3/27/2018,20009161,2018
Frankel,Lois,P,FL21,4/27/2018,20009360,2018
Frankel,Lois,P,FL21,5/29/2018,20009628,2018
Frankel,Lois,P,FL21,6/22/2018,20009767,2018
Frankel,Lois,P,FL21,7/25/2018,20009914,2018
Frankel,Lois,P,FL21,8/24/2018,20010161,2018
Frankel,Lois,P,FL21,9/25/2018,20010328,2018
Frankel,Lois,P,FL21,10/30/2018,20010535,2018
Frankel,Lois,P,FL21,11/28/2018,20010708,2018
Frankel,Lois,P,FL21,12/31/2018,20010902,2018
Frelinghuysen,Rodney P.,P,NJ11,1/23/2018,9112309,2018
Frelinghuysen,Rodney P.,P,NJ11,2/26/2018,9112479,2018
Frelinghuysen,Rodney P.,P,NJ11,3/13/2018,9112542,2018
Frelinghuysen,Rodney P.,P,NJ11,4/2/2018,9112608,2018
Frelinghuysen,Rodney P.,P,NJ11,5/10/2018,9112817,2018
Frelinghuysen,Rodney P.,P,NJ11,6/12/2018,9113403,2018
Frelinghuysen,Rodney P.,P,NJ11,6/19/2018,9113431,2018
Frelinghuysen,Rodney P.,P,NJ11,6/26/2018,9113453,2018
Frelinghuysen,Rodney P.,P,NJ11,7/12/2018,9113513,2018
Frelinghuysen,Rodney P.,P,NJ11,7/23/2018,9113567,2018
Frelinghuysen,Rodney P.,P,NJ11,8/21/2018,9113708,2018
Frelinghuysen,Rodney P.,P,NJ11,9/4/2018,9113736,2018
Frelinghuysen,Rodney P.,P,NJ11,9/26/2018,9114008,2018
Frelinghuysen,Rodney P.,P,NJ11,12/12/2018,9114234,2018
Frelinghuysen,Rodney P.,P,NJ11,12/21/2018,9114247,2018
Gianforte,Greg,P,MT00,1/4/2018,20008650,2018
Gianforte,Greg,P,MT00,1/17/2018,20008742,2018
Gianforte,Greg,P,MT00,2/8/2018,20008926,2018
Gianforte,Greg,P,MT00,2/14/2018,20008971,2018
Gianforte,Greg,P,MT00,2/28/2018,20009049,2018
Gianforte,Greg,P,MT00,3/13/2018,20009125,2018
Gianforte,Greg,P,MT00,3/27/2018,20009197,2018
Gianforte,Greg,P,MT00,4/13/2018,20009287,2018
Gianforte,Greg,P,MT00,5/5/2018,20009447,2018
Gianforte,Greg,P,MT00,5/21/2018,20009611,2018
Gianforte,Greg,P,MT00,6/15/2018,20009723,2018
Gianforte,Greg,P,MT00,6/25/2018,20009784,2018
Gianforte,Greg,P,MT00,7/9/2018,20009855,2018
Gianforte,Greg,P,MT00,7/30/2018,20009979,2018
Gianforte,Greg,P,MT00,8/27/2018,20010170,2018
Gianforte,Greg,P,MT00,9/7/2018,20010236,2018
Gianforte,Greg,P,MT00,10/9/2018,20010364,2018
Gianforte,Greg,P,MT00,10/22/2018,20010515,2018
Gianforte,Greg,P,MT00,10/29/2018,20010552,2018
Gianforte,Greg,P,MT00,11/15/2018,20010671,2018
Gianforte,Greg,P,MT00,12/7/2018,20010795,2018
Gianforte,Greg,P,MT00,12/11/2018,20010796,2018
Gianforte,Greg,P,MT00,12/29/2018,20010839,2018
Gibbs,Bob,P,OH07,1/24/2018,20008796,2018
Gibbs,Bob,P,OH07,2/16/2018,20008988,2018
Gibbs,Bob,P,OH07,3/3/2018,20009065,2018
Gibbs,Bob,P,OH07,3/16/2018,20009148,2018
Gibbs,Bob,P,OH07,4/9/2018,20009261,2018
Gibbs,Bob,P,OH07,4/24/2018,20009368,2018
Gibbs,Bob,P,OH07,4/24/2018,20009370,2018
Gibbs,Bob,P,OH07,5/28/2018,20009638,2018
Gibbs,Bob,P,OH07,6/9/2018,20009710,2018
Gibbs,Bob,P,OH07,7/3/2018,20009836,2018
Gibbs,Bob,P,OH07,9/3/2018,20010203,2018
Gibbs,Bob,P,OH07,9/19/2018,20010325,2018
Gibbs,Bob,P,OH07,10/4/2018,20010414,2018
Gottheimer,Josh,P,NJ05,1/19/2018,9112308,2018
Gottheimer,Josh,P,NJ05,2/15/2018,9112457,2018
Gottheimer,Josh,P,NJ05,4/12/2018,9112650,2018
Gottheimer,Josh,P,NJ05,4/12/2018,9112651,2018
Gottheimer,Josh,P,NJ05,6/27/2018,9113462,2018
Gottheimer,Josh,P,NJ05,6/27/2018,9113463,2018
Gottheimer,Josh,P,NJ05,8/13/2018,20009955,2018
Gottheimer,Josh,P,NJ05,10/2/2018,20010354,2018
Gottheimer,Josh,P,NJ05,11/2/2018,20010456,2018
Gottheimer,Josh,P,NJ05,11/16/2018,20010633,2018
Gottheimer,Josh,P,NJ05,12/13/2018,20010807,2018
Heck,Denny,P,WA10,9/28/2018,9114011,2018
Heck,Denny,P,WA10,9/28/2018,9114012,2018
Higgins,Brian,P,NY26,4/20/2018,9112681,2018
Holding,George,P,NC02,7/31/2018,9113606,2018
Holding,George,P,NC02,1/4/2019,9114270,2018
Hollingsworth,Trey,P,IN09,2/15/2018,9112454,2018
Jeffries,Hakeem S.,P,NY08,7/5/2018,20009838,2018
