last,first,filing_type,state_dist,filing_date,doc_id,year
Allen,Richard W.,P,GA12,1/11/2024,20024277,2024
Allen,Richard W.,P,GA12,2/16/2024,20024458,2024
Allen,Richard W.,P,GA12,5/14/2024,20025031,2024
Allen,Richard W.,P,GA12,6/21/2024,20025287,2024
Allen,Richard W.,P,GA12,7/10/2024,20025411,2024
Allen,Richard W.,P,GA12,8/8/2024,20025601,2024
Allen,Richard W.,P,GA12,9/20/2024,20025875,2024
Allen,Richard W.,P,GA12,10/18/2024,20026031,2024
Allen,Richard W.,P,GA12,11/14/2024,20026191,2024
Auchincloss,Jake,P,MA04,8/21/2024,20025708,2024
Auchincloss,Jake,P,MA04,11/21/2024,20026246,2024
Banks,James E Hon,P,IN03,8/12/2024,20025626,2024
Barragan,Nanette,P,CA44,3/27/2024,20024750,2024
Barragan,Nanette,P,CA44,4/25/2024,20024923,2024
Bentz,Cliff,P,OR02,2/13/2024,20024492,2024
Beyer,Donald Sternoff,P,VA08,3/31/2024,20024769,2024
Beyer,Donald Sternoff,P,VA08,6/6/2024,20025133,2024
Beyer,Donald Sternoff,P,VA08,9/4/2024,20025776,2024
Beyer,Donald Sternoff,P,VA08,11/3/2024,20026134,2024
Beyer,Donald Sternoff,P,VA08,12/7/2024,20026353,2024
Bice,Stephanie,P,OK05,8/10/2024,20025620,2024
Blumenauer,Earl,P,OR03,1/4/2024,20024254,2024
Blumenauer,Earl,P,OR03,3/2/2024,20024580,2024
Blumenauer,Earl,P,OR03,3/12/2024,20024671,2024
Blumenauer,Earl,P,OR03,4/4/2024,20024797,2024
Blumenauer,Earl,P,OR03,5/4/2024,20024984,2024
Blumenauer,Earl,P,OR03,6/6/2024,20025194,2024
Blumenauer,Earl,P,OR03,6/6/2024,20025219,2024
Blumenauer,Earl,P,OR03,7/6/2024,20025403,2024
Blumenauer,Earl,P,OR03,8/6/2024,20025603,2024
Blumenauer,Earl,P,OR03,9/6/2024,20025787,2024
Blumenauer,Earl,P,OR03,10/8/2024,20025970,2024
Blumenauer,Earl,P,OR03,11/5/2024,20026141,2024
Blumenauer,Earl,P,OR03,12/7/2024,20026347,2024
Burgess,Michael C.,P,TX26,1/8/2024,20024265,2024
Burgess,Michael C.,P,TX26,1/22/2024,20024330,2024
Burgess,Michael C.,P,TX26,2/5/2024,20024437,2024
Burgess,Michael C.,P,TX26,3/7/2024,20024627,2024
Burgess,Michael C.,P,TX26,3/22/2024,20024722,2024
Burgess,Michael C.,P,TX26,4/10/2024,20024838,2024
Burgess,Michael C.,P,TX26,5/2/2024,20024966,2024
Burgess,Michael C.,P,TX26,7/31/2024,20025548,2024
Burgess,Michael C.,P,TX26,8/12/2024,20025605,2024
Burgess,Michael C.,P,TX26,9/24/2024,20025791,2024
Burgess,Michael C.,P,TX26,10/1/2024,20025942,2024
Carter,Earl Leroy,P,GA01,6/12/2024,20025257,2024
Carter,Earl Leroy,P,GA01,6/28/2024,20025349,2024
Carter,Earl Leroy,P,GA01,7/24/2024,20025499,2024
Casten,Sean,P,IL06,1/16/2024,20023805,2024
Casten,Sean,P,IL06,8/9/2024,20025384,2024
Casten,Sean,P,IL06,8/27/2024,20025700,2024
Castor,Kathy,P,FL14,3/28/2024,20024754,2024
Castor,Kathy,P,FL14,7/15/2024,20025475,2024
Chu,Judy,P,CA28,1/21/2024,20024347,2024
Clark,Katherine M.,P,MA05,2/12/2024,20024435,2024
Clark,Katherine M.,P,MA05,3/5/2024,20024588,2024
Clark,Katherine M.,P,MA05,4/4/2024,20024795,2024
Cohen,Steve,P,TN09,1/4/2024,20024188,2024
Cohen,Steve,P,TN09,2/28/2024,20024540,2024
Collins,Michael A.,P,GA10,1/9/2024,20024275,2024
Collins,Michael A.,P,GA10,6/14/2024,20025282,2024
Collins,Michael A.,P,GA10,7/11/2024,20025446,2024
Collins,Michael A.,P,GA10,8/25/2024,20025729,2024
