doc_id,last,first,filing_type,state_district,filing_date_raw,disclosure_date,declarant_name,url_pdf
20019152,Case,Ed,P,HI01,7/25/2021,2021-07-25,Ed Case,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019152.pdf
20017966,Castor,Kathy,P,FL14,1/4/2021,2021-01-04,Kathy Castor,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017966.pdf
20018237,Castor,Kathy,P,FL14,2/18/2021,2021-02-18,Kathy Castor,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018237.pdf
20018576,Castor,Kathy,P,FL14,4/14/2021,2021-04-14,Kathy Castor,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018576.pdf
20018921,Castor,Kathy,P,FL14,6/14/2021,2021-06-14,Kathy Castor,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018921.pdf
20019168,Castor,Kathy,P,FL14,7/27/2021,2021-07-27,Kathy Castor,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019168.pdf
20019181,Castor,Kathy,P,FL14,7/29/2021,2021-07-29,Kathy Castor,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019181.pdf
20019640,Cawthorn,David Madison,P,NC11,10/17/2021,2021-10-17,David Madison Cawthorn,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019640.pdf
8218196,Chabot,Steve,P,OH01,7/28/2021,2021-07-28,Steve Chabot,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218196.pdf
20017992,Cisneros,Gilbert,P,CA39,1/11/2021,2021-01-11,Gilbert Cisneros,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017992.pdf
20018307,Clark,Katherine M.,P,MA05,3/2/2021,2021-03-02,Katherine M. Clark,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018307.pdf
20019054,Clark,Katherine M.,P,MA05,7/8/2021,2021-07-08,Katherine M. Clark,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019054.pdf
20019234,Clark,Katherine M.,P,MA05,8/4/2021,2021-08-04,Katherine M. Clark,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019234.pdf
20019340,Clark,Katherine M.,P,MA05,8/15/2021,2021-08-15,Katherine M. Clark,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf
20019623,Clark,Katherine M.,P,MA05,10/14/2021,2021-10-14,Katherine M. Clark,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019623.pdf
20019972,Cohen,Steve,P,TN09,12/7/2021,2021-12-07,Steve Cohen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019972.pdf
20018064,Conaway,K. Michael,P,TX11,1/22/2021,2021-01-22,K. Michael Conaway,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018064.pdf
20018460,Conaway,K. Michael,P,TX11,3/25/2021,2021-03-25,K. Michael Conaway,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018460.pdf
20018084,Connolly,Gerald E.,P,VA11,1/27/2021,2021-01-27,Gerald E. Connolly,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018084.pdf
20018689,Connolly,Gerald E.,P,VA11,5/5/2021,2021-05-05,Gerald E. Connolly,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018689.pdf
20019428,Connolly,Gerald E.,P,VA11,9/5/2021,2021-09-05,Gerald E. Connolly,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019428.pdf
20020089,Connolly,Gerald E.,P,VA11,12/23/2021,2021-12-23,Gerald E. Connolly,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020089.pdf
20018373,Crenshaw,Daniel,P,TX02,3/24/2021,2021-03-24,Daniel Crenshaw,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018373.pdf
20019942,Crenshaw,Daniel,P,TX02,12/7/2021,2021-12-07,Daniel Crenshaw,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019942.pdf
20018140,Curtis,John,P,UT03,2/4/2021,2021-02-04,John Curtis,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018140.pdf
20019020,Curtis,John,P,UT03,7/6/2021,2021-07-06,John Curtis,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019020.pdf
20019228,Curtis,John,P,UT03,8/6/2021,2021-08-06,John Curtis,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019228.pdf
20019415,Curtis,John,P,UT03,9/2/2021,2021-09-02,John Curtis,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019415.pdf
20019492,Curtis,John,P,UT03,9/17/2021,2021-09-17,John Curtis,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019492.pdf
20019828,Curtis,John,P,UT03,11/16/2021,2021-11-16,John Curtis,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019828.pdf
20019939,Curtis,John,P,UT03,12/3/2021,2021-12-03,John Curtis,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019939.pdf
20017743,Davidson,Warren,P,OH08,3/25/2021,2021-03-25,Warren Davidson,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017743.pdf
20017962,DelBene,Suzan K.,P,WA01,1/13/2021,2021-01-13,Suzan K. DelBene,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017962.pdf
20018128,DelBene,Suzan K.,P,WA01,2/16/2021,2021-02-16,Suzan K. DelBene,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018128.pdf
20018303,DelBene,Suzan K.,P,WA01,3/17/2021,2021-03-17,Suzan K. DelBene,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018303.pdf
20018499,DelBene,Suzan K.,P,WA01,4/13/2021,2021-04-13,Suzan K. DelBene,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018499.pdf
20018681,DelBene,Suzan K.,P,WA01,5/14/2021,2021-05-14,Suzan K. DelBene,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018681.pdf
20018838,DelBene,Suzan K.,P,WA01,6/12/2021,2021-06-12,Suzan K. DelBene,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018838.pdf
20019016,DelBene,Suzan K.,P,WA01,7/19/2021,2021-07-19,Suzan K. DelBene,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019016.pdf
20019216,DelBene,Suzan K.,P,WA01,8/6/2021,2021-08-06,Suzan K. DelBene,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019216.pdf
20019414,DelBene,Suzan K.,P,WA01,9/15/2021,2021-09-15,Suzan K. DelBene,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019414.pdf
20019571,DelBene,Suzan K.,P,WA01,10/15/2021,2021-10-15,Suzan K. DelBene,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019571.pdf
20019708,DelBene,Suzan K.,P,WA01,10/29/2021,2021-10-29,Suzan K. DelBene,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019708.pdf
20019816,DelBene,Suzan K.,P,WA01,11/19/2021,2021-11-19,Suzan K. DelBene,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019816.pdf
20019922,DelBene,Suzan K.,P,WA01,12/2/2021,2021-12-02,Suzan K. DelBene,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019922.pdf
20020052,DelBene,Suzan K.,P,WA01,12/28/2021,2021-12-28,Suzan K. DelBene,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020052.pdf
20018764,Diaz-Balart,Mario,P,FL25,5/18/2021,2021-05-18,Mario Diaz-Balart,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018764.pdf
20017983,Dingell,Debbie,P,MI12,1/13/2021,2021-01-13,Debbie Dingell,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017983.pdf
